,소속회사명,소속회사명,동일인과의 관계,동일인과의 관계,동일인과의 관계,성명,보통주,보통주,우선주,우선주,합계,합계
,소속회사명,소속회사명.1,동일인과의 관계,동일인과의 관계.1,동일인과의 관계.2,성명,주식수,지분율,주식수,지분율,주식수,지분율
0,비금융회사,㈜케이씨씨,동일인측,동일인,동일인,정몽진,1933740,18.32,-,-,1933740,18.32
1,비금융회사,㈜케이씨씨,동일인측,친족,배우자/혈족1촌,정상영,532977,5.05,-,-,532977,5.05
2,비금융회사,㈜케이씨씨,동일인측,친족,배우자/혈족1촌,홍은진,597,0.01,-,-,597,0.01
3,비금융회사,㈜케이씨씨,동일인측,친족,배우자/혈족1촌,정재림,25162,0.24,-,-,25162,0.24
4,비금융회사,㈜케이씨씨,동일인측,친족,배우자/혈족1촌,정명선,58749,0.56,-,-,58749,0.56
5,비금융회사,㈜케이씨씨,동일인측,친족,혈족2~4촌,정몽익,928851,8.80,-,-,928851,8.80
6,비금융회사,㈜케이씨씨,동일인측,친족,혈족2~4촌,정몽열,557713,5.28,-,-,557713,5.28
7,비금융회사,㈜케이씨씨,동일인측,친족,혈족2~4촌,정제선,27781,0.26,-,-,27781,0.26
8,비금융회사,㈜케이씨씨,동일인측,친족,혈족2~4촌,정도선,18197,0.17,-,-,18197,0.17
9,비금융회사,㈜케이씨씨,동일인측,친족,혈족2~4촌,정한선,2600,0.02,-,-,2600,0.02
10,비금융회사,㈜케이씨씨,동일인측,친족,혈족2~4촌,정연선,2600,0.02,-,-,2600,0.02
11,비금융회사,㈜케이씨씨,동일인측,친족,혈족5~6촌,정은희,22000,0.21,-,-,22000,0.21
12,비금융회사,㈜케이씨씨,동일인측,친족,혈족5~6촌,정유희,22209,0.21,-,-,22209,0.21
13,비금융회사,㈜케이씨씨,동일인측,친족,인척 4촌 이내,-,-,-,-,-,-,-
14,비금융회사,㈜케이씨씨,동일인측,친족,인척 4촌 이내,-,-,-,-,-,-,-
15,비금융회사,㈜케이씨씨,동일인측,친족,친족 합계,-,2199436,20.83,-,-,2199436,20.83
16,비금융회사,㈜케이씨씨,동일인측,비영리법인,비영리법인,-,-,-,-,-,-,-
17,비금융회사,㈜케이씨씨,동일인측,등기된 임원,등기된 임원,-,-,-,-,-,-,-
18,비금융회사,㈜케이씨씨,동일인측,자기주식,자기주식,㈜케이씨씨,723065,6.85,-,-,723065,6.85
19,비금융회사,㈜케이씨씨,동일인측,계열회사(국내+해외),계열회사(국내+해외),-,-,-,-,-,-,-
20,비금융회사,㈜케이씨씨,동일인측,기타 동일인관련자,기타 동일인관련자,-,-,-,-,-,-,-
21,비금융회사,㈜케이씨씨,동일인측,동일인측 합계,동일인측 합계,-,4856241,46.00,-,-,4856241,46.00
22,비금융회사,㈜케이씨씨,기타주주,동일인측이 아닌최다주주,동일인측이 아닌최다주주,-,-,-,-,-,-,-
23,비금융회사,㈜케이씨씨,기타주주,기타,기타,-,5700272,54.00,-,-,5700272,54.00
24,비금융회사,㈜케이씨씨,총 계,총 계,총 계,-,10556513,100.00,-,-,10556513,100.00
25,비금융회사,㈜케이씨씨건설,동일인측,동일인,동일인,-,-,-,-,-,-,-
26,비금융회사,㈜케이씨씨건설,동일인측,친족,배우자/혈족1촌,-,-,-,-,-,-,-
27,비금융회사,㈜케이씨씨건설,동일인측,친족,혈족2~4촌,정몽열,6417017,29.99,-,-,6417017,29.99
28,비금융회사,㈜케이씨씨건설,동일인측,친족,혈족5~6촌,-,-,-,-,-,-,-
29,비금융회사,㈜케이씨씨건설,동일인측,친족,인척 4촌 이내,-,-,-,-,-,-,-
30,비금융회사,㈜케이씨씨건설,동일인측,친족,친족 합계,-,6417017,29.99,-,-,6417017,29.99
31,비금융회사,㈜케이씨씨건설,동일인측,비영리법인,비영리법인,-,-,-,-,-,-,-
32,비금융회사,㈜케이씨씨건설,동일인측,등기된 임원,등기된 임원,-,-,-,-,-,-,-
33,비금융회사,㈜케이씨씨건설,동일인측,자기주식,자기주식,-,-,-,-,-,-,-
34,비금융회사,㈜케이씨씨건설,동일인측,계열회사(국내+해외),계열회사(국내+해외),(주)케이씨씨,7711010,36.03,-,-,7711010,36.03
35,비금융회사,㈜케이씨씨건설,동일인측,계열회사(국내+해외),계열회사(국내+해외),세우실업(주),48500,0.23,-,-,48500,0.23
36,비금융회사,㈜케이씨씨건설,동일인측,기타 동일인관련자,기타 동일인관련자,-,-,-,-,-,-,-
37,비금융회사,㈜케이씨씨건설,동일인측,동일인측 합계,동일인측 합계,-,14176527,66.25,-,-,14176527,66.25
38,비금융회사,㈜케이씨씨건설,기타주주,동일인측이 아닌최다주주,동일인측이 아닌최다주주,-,-,-,-,-,-,-
39,비금융회사,㈜케이씨씨건설,기타주주,기타,기타,-,7223473,33.75,-,-,7223473,33.75
40,비금융회사,㈜케이씨씨건설,총 계,총 계,총 계,-,21400000,100.00,-,-,21400000,100.00
41,비금융회사,코리아오토글라스㈜,동일인측,동일인,동일인,-,-,-,-,-,-,-
42,비금융회사,코리아오토글라스㈜,동일인측,친족,배우자/혈족1촌,정상영,930000,4.65,-,-,930000,4.65
43,비금융회사,코리아오토글라스㈜,동일인측,친족,혈족2~4촌,정몽익,5000000,25.00,-,-,5000000,25.00
44,비금융회사,코리아오토글라스㈜,동일인측,친족,혈족2~4촌,정한선,50000,0.25,-,-,50000,0.25
45,비금융회사,코리아오토글라스㈜,동일인측,친족,혈족5~6촌,-,-,-,-,-,-,-
46,비금융회사,코리아오토글라스㈜,동일인측,친족,인척 4촌 이내,-,-,-,-,-,-,-
47,비금융회사,코리아오토글라스㈜,동일인측,친족,친족 합계,-,5980000,29.90,-,-,5980000,29.90
48,비금융회사,코리아오토글라스㈜,동일인측,비영리법인,비영리법인,-,-,-,-,-,-,-
49,비금융회사,코리아오토글라스㈜,동일인측,등기된 임원,등기된 임원,-,-,-,-,-,-,-
50,비금융회사,코리아오토글라스㈜,동일인측,자기주식,자기주식,-,-,-,-,-,-,-
51,비금융회사,코리아오토글라스㈜,동일인측,계열회사(국내+해외),계열회사(국내+해외),㈜케이씨씨,3980000,19.90,-,-,3980000,19.90
52,비금융회사,코리아오토글라스㈜,동일인측,계열회사(국내+해외),계열회사(국내+해외),세우실업(주),40000,0.20,-,-,40000,0.20
53,비금융회사,코리아오토글라스㈜,동일인측,기타 동일인관련자,기타 동일인관련자,-,-,-,-,-,-,-
54,비금융회사,코리아오토글라스㈜,동일인측,동일인측 합계,동일인측 합계,-,10000000,50.00,-,-,10000000,50.00
55,비금융회사,코리아오토글라스㈜,기타주주,동일인측이 아닌최다주주,동일인측이 아닌최다주주,-,-,-,-,-,-,-
56,비금융회사,코리아오토글라스㈜,기타주주,기타,기타,-,10000000,50.00,-,-,10000000,50.00
57,비금융회사,코리아오토글라스㈜,총 계,총 계,총 계,-,20000000,100.00,-,-,20000000,100.00
58,비금융회사,㈜금강레저,동일인측,동일인,동일인,정몽진,113000,28.25,-,-,113000,28.25
59,비금융회사,㈜금강레저,동일인측,친족,배우자/혈족1촌,정상영,10000,2.50,-,-,10000,2.50
60,비금융회사,㈜금강레저,동일인측,친족,혈족2~4촌,정몽익,145400,36.35,-,-,145400,36.35
61,비금융회사,㈜금강레저,동일인측,친족,혈족2~4촌,정몽열,37600,9.40,-,-,37600,9.40
62,비금융회사,㈜금강레저,동일인측,친족,혈족5~6촌,-,-,-,-,-,-,-
63,비금융회사,㈜금강레저,동일인측,친족,인척 4촌 이내,-,-,-,-,-,-,-
64,비금융회사,㈜금강레저,동일인측,친족,친족 합계,-,193000,48.25,-,-,193000,48.25
65,비금융회사,㈜금강레저,동일인측,비영리법인,비영리법인,-,-,-,-,-,-,-
66,비금융회사,㈜금강레저,동일인측,등기된 임원,등기된 임원,-,-,-,-,-,-,-
67,비금융회사,㈜금강레저,동일인측,자기주식,자기주식,-,-,-,-,-,-,-
68,비금융회사,㈜금강레저,동일인측,계열회사(국내+해외),계열회사(국내+해외),㈜케이씨씨,82000,20.50,-,-,82000,20.50
69,비금융회사,㈜금강레저,동일인측,계열회사(국내+해외),계열회사(국내+해외),㈜케이씨씨건설,12000,3.00,-,-,12000,3.00
70,비금융회사,㈜금강레저,동일인측,기타 동일인관련자,기타 동일인관련자,-,-,-,-,-,-,-
71,비금융회사,㈜금강레저,동일인측,동일인측 합계,동일인측 합계,-,400000,100.00,-,-,400000,100.00
72,비금융회사,㈜금강레저,기타주주,동일인측이 아닌최다주주,동일인측이 아닌최다주주,-,-,-,-,-,-,-
73,비금융회사,㈜금강레저,기타주주,기타,기타,-,-,-,-,-,-,-
74,비금융회사,㈜금강레저,총 계,총 계,총 계,-,400000,100.00,-,-,400000,100.00
75,비금융회사,미래㈜,동일인측,동일인,동일인,-,-,-,-,-,-,-
76,비금융회사,미래㈜,동일인측,친족,배우자/혈족1촌,-,-,-,-,-,-,-
77,비금융회사,미래㈜,동일인측,친족,혈족2~4촌,-,-,-,-,-,-,-
