,소속회사명,소속회사명,동일인과의관계,동일인과의관계,동일인과의관계,성명,보통주,보통주,우선주,우선주,합계,합계
,소속회사명,소속회사명.1,동일인과의관계,동일인과의관계.1,동일인과의관계.2,성명,주식수,지분율,주식수,지분율,주식수,지분율
388,비금융회사,내포그린에너지㈜,기타주주,기타,기타,기타,2336001,16.67%,0,0.00%,2336001,16.67%
389,비금융회사,내포그린에너지㈜,내포그린에너지㈜ 합계,내포그린에너지㈜ 합계,내포그린에너지㈜ 합계,내포그린에너지㈜ 합계,14016001,100.00%,0,0.00%,14016001,100.00%
390,비금융회사,롯데멤버스㈜,동일인측,동일인,동일인,신동빈,6687,0.27%,0,0.00%,6687,0.27%
391,비금융회사,롯데멤버스㈜,동일인측,친족,혈족2~4촌,신영자,4194,0.17%,0,0.00%,4194,0.17%
392,비금융회사,롯데멤버스㈜,동일인측,친족,혈족2~4촌,신동주,1534,0.06%,0,0.00%,1534,0.06%
393,비금융회사,롯데멤버스㈜,동일인측,친족,친족합계,친족합계,5728,0.23%,0,0.00%,5728,0.23%
394,비금융회사,롯데멤버스㈜,동일인측,자기주식,,롯데멤버스㈜,4,0.00%,0,0.00%,4,0.00%
395,비금융회사,롯데멤버스㈜,동일인측,계열회사,,롯데지주㈜,2311510,93.88%,0,0.00%,2311510,93.88%
396,비금융회사,롯데멤버스㈜,동일인측,계열회사,,㈜부산롯데호텔,25151,1.02%,0,0.00%,25151,1.02%
397,비금융회사,롯데멤버스㈜,동일인측,계열회사,,롯데캐피탈㈜,113162,4.60%,0,0.00%,113162,4.60%
398,비금융회사,롯데멤버스㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,2462242,100.00%,0,0.00%,2462242,100.00%
399,비금융회사,롯데멤버스㈜,롯데멤버스㈜ 합계,롯데멤버스㈜ 합계,롯데멤버스㈜ 합계,롯데멤버스㈜ 합계,2462242,100.00%,0,0.00%,2462242,100.00%
400,비금융회사,롯데상사㈜,동일인측,동일인,동일인,신동빈,16549,8.01%,0,0.00%,16549,8.01%
401,비금융회사,롯데상사㈜,동일인측,친족,혈족2~4촌,신영자,2753,1.33%,0,0.00%,2753,1.33%
402,비금융회사,롯데상사㈜,동일인측,친족,친족합계,친족합계,2753,1.33%,0,0.00%,2753,1.33%
403,비금융회사,롯데상사㈜,동일인측,비영리법인,,(재)롯데문화재단,790,0.38%,0,0.00%,790,0.38%
404,비금융회사,롯데상사㈜,동일인측,자기주식,,롯데상사㈜,16586,8.03%,0,0.00%,16586,8.03%
405,비금융회사,롯데상사㈜,동일인측,계열회사,,롯데지주㈜,85442,41.37%,0,0.00%,85442,41.37%
406,비금융회사,롯데상사㈜,동일인측,계열회사,,㈜호텔롯데,71539,34.64%,0,0.00%,71539,34.64%
407,비금융회사,롯데상사㈜,동일인측,계열회사,,롯데알미늄㈜,12883,6.24%,0,0.00%,12883,6.24%
408,비금융회사,롯데상사㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,206542,100.00%,0,0.00%,206542,100.00%
409,비금융회사,롯데상사㈜,롯데상사㈜ 합계,롯데상사㈜ 합계,롯데상사㈜ 합계,롯데상사㈜ 합계,206542,100.00%,0,0.00%,206542,100.00%
410,비금융회사,롯데글로벌로지스㈜,동일인측,등기된임원,,남도기,603,0.00%,0,0.00%,603,0.00%
411,비금융회사,롯데글로벌로지스㈜,동일인측,자기주식,,롯데글로벌로지스㈜,4680,0.01%,0,0.00%,4680,0.01%
412,비금융회사,롯데글로벌로지스㈜,동일인측,계열회사,,롯데지주㈜,15236018,44.59%,0,0.00%,15236018,44.59%
413,비금융회사,롯데글로벌로지스㈜,동일인측,계열회사,,㈜호텔롯데,3714255,10.87%,0,0.00%,3714255,10.87%
414,비금융회사,롯데글로벌로지스㈜,동일인측,계열회사,,롯데케미칼㈜,495732,1.45%,0,0.00%,495732,1.45%
415,비금융회사,롯데글로벌로지스㈜,동일인측,해외계열,,L제2투자회사,4844729,14.18%,0,0.00%,4844729,14.18%
416,비금융회사,롯데글로벌로지스㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,24296017,71.10%,0,0.00%,24296017,71.10%
417,비금융회사,롯데글로벌로지스㈜,기타주주,동일인측이 아닌 최다주주,,엘엘에이치(유),7472161,21.87%,0,0.00%,7472161,21.87%
418,비금융회사,롯데글로벌로지스㈜,기타주주,기타,기타,기타,2403827,7.03%,0,0.00%,2403827,7.03%
419,비금융회사,롯데글로벌로지스㈜,롯데글로벌로지스㈜ 합계,롯데글로벌로지스㈜ 합계,롯데글로벌로지스㈜ 합계,롯데글로벌로지스㈜ 합계,34172005,100.00%,0,0.00%,34172005,100.00%
420,비금융회사,롯데코스코쉬핑로지스㈜,동일인측,계열회사,,롯데글로벌로지스㈜,510000,51.00%,0,0.00%,510000,51.00%
421,비금융회사,롯데코스코쉬핑로지스㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,510000,51.00%,0,0.00%,510000,51.00%
422,비금융회사,롯데코스코쉬핑로지스㈜,기타주주,기타,기타,기타,490000,49.00%,0,0.00%,490000,49.00%
423,비금융회사,롯데코스코쉬핑로지스㈜,롯데코스코쉬핑로지스㈜ 합계,롯데코스코쉬핑로지스㈜ 합계,롯데코스코쉬핑로지스㈜ 합계,롯데코스코쉬핑로지스㈜ 합계,1000000,100.00%,0,0.00%,1000000,100.00%
424,비금융회사,롯데렌탈㈜,동일인측,계열회사,,㈜호텔롯데,3021454,25.67%,0,0.00%,3021454,25.67%
425,비금융회사,롯데렌탈㈜,동일인측,계열회사,,㈜부산롯데호텔,1271074,10.80%,0,0.00%,1271074,10.80%
426,비금융회사,롯데렌탈㈜,동일인측,계열회사,,㈜우리홈쇼핑,1015382,8.63%,0,0.00%,1015382,8.63%
427,비금융회사,롯데렌탈㈜,동일인측,계열회사,,롯데손해보험㈜,576690,4.90%,0,0.00%,576690,4.90%
428,비금융회사,롯데렌탈㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,5884600,50.00%,0,0.00%,5884600,50.00%
429,비금융회사,롯데렌탈㈜,기타주주,기타,기타,기타,5884600,50.00%,0,0.00%,5884600,50.00%
430,비금융회사,롯데렌탈㈜,롯데렌탈㈜ 합계,롯데렌탈㈜ 합계,롯데렌탈㈜ 합계,롯데렌탈㈜ 합계,11769200,100.00%,0,0.00%,11769200,100.00%
431,비금융회사,제이지산업㈜,동일인측,계열회사,,롯데렌탈㈜,2000,100.00%,0,0.00%,2000,100.00%
432,비금융회사,제이지산업㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,2000,100.00%,0,0.00%,2000,100.00%
433,비금융회사,제이지산업㈜,제이지산업㈜ 합계,제이지산업㈜ 합계,제이지산업㈜ 합계,제이지산업㈜ 합계,2000,100.00%,0,0.00%,2000,100.00%
434,비금융회사,롯데오토케어㈜,동일인측,계열회사,,롯데렌탈㈜,200000,100.00%,0,0.00%,200000,100.00%
435,비금융회사,롯데오토케어㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,200000,100.00%,0,0.00%,200000,100.00%
436,비금융회사,롯데오토케어㈜,롯데오토케어㈜ 합계,롯데오토케어㈜ 합계,롯데오토케어㈜ 합계,롯데오토케어㈜ 합계,200000,100.00%,0,0.00%,200000,100.00%
437,비금융회사,㈜그린카,동일인측,계열회사,,롯데렌탈㈜,370697,82.82%,55243,100.00%,425940,84.71%
438,비금융회사,㈜그린카,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,370697,82.82%,55243,100.00%,425940,84.71%
439,비금융회사,㈜그린카,기타주주,기타,기타,기타,76906,17.18%,0,0.00%,76906,15.29%
440,비금융회사,㈜그린카,㈜그린카 합계,㈜그린카 합계,㈜그린카 합계,㈜그린카 합계,447603,100.00%,55243,100.00%,502846,100.00%
441,비금융회사,롯데정보통신㈜,동일인측,계열회사,,롯데지주㈜,10000000,70.00%,0,0.00%,10000000,70.00%
442,비금융회사,롯데정보통신㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,10000000,70.00%,0,0.00%,10000000,70.00%
443,비금융회사,롯데정보통신㈜,기타주주,기타,기타,기타,4286000,30.00%,0,0.00%,4286000,30.00%
444,비금융회사,롯데정보통신㈜,롯데정보통신㈜ 합계,롯데정보통신㈜ 합계,롯데정보통신㈜ 합계,롯데정보통신㈜ 합계,14286000,100.00%,0,0.00%,14286000,100.00%
445,비금융회사,현대정보기술㈜,동일인측,등기된임원,,마용득,11100,0.02%,0,0.00%,11100,0.02%
446,비금융회사,현대정보기술㈜,동일인측,등기된임원,,노준형,11100,0.02%,0,0.00%,11100,0.02%
447,비금융회사,현대정보기술㈜,동일인측,자기주식,,현대정보기술㈜,15385,0.03%,0,0.00%,15385,0.03%
448,비금융회사,현대정보기술㈜,동일인측,계열회사,,롯데정보통신㈜,35530163,59.68%,0,0.00%,35530163,59.68%
449,비금융회사,현대정보기술㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,35567748,59.74%,0,0.00%,35567748,59.74%
450,비금융회사,현대정보기술㈜,기타주주,기타,기타,기타,23969447,40.26%,0,0.00%,23969447,40.26%
451,비금융회사,현대정보기술㈜,현대정보기술㈜ 합계,현대정보기술㈜ 합계,현대정보기술㈜ 합계,현대정보기술㈜ 합계,59537195,100.00%,0,0.00%,59537195,100.00%
452,비금융회사,㈜대홍기획,동일인측,친족,혈족2~4촌,신영자,261,6.24%,0,0.00%,261,6.24%
453,비금융회사,㈜대홍기획,동일인측,친족,친족합계,친족합계,261,6.24%,0,0.00%,261,6.24%
454,비금융회사,㈜대홍기획,동일인측,비영리법인,,(재)롯데장학재단,209,4.99%,0,0.00%,209,4.99%
455,비금융회사,㈜대홍기획,동일인측,자기주식,,㈜대홍기획,2,0.05%,0,0.00%,2,0.05%
456,비금융회사,㈜대홍기획,동일인측,계열회사,,롯데지주㈜,2875,68.70%,0,0.00%,2875,68.70%
457,비금융회사,㈜대홍기획,동일인측,계열회사,,㈜호텔롯데,838,20.02%,0,0.00%,838,20.02%
458,비금융회사,㈜대홍기획,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,4185,100.00%,0,0.00%,4185,100.00%
459,비금융회사,㈜대홍기획,㈜대홍기획 합계,,,,4185,100.00%,0,0.00%,4185,100.00%
460,비금융회사,㈜모비쟆미디어,동일인측,계열회사,,㈜대홍기획,70000,70.00%,0,0.00%,70000,70.00%
461,비금융회사,㈜모비쟆미디어,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,70000,70.00%,0,0.00%,70000,70.00%
462,비금융회사,㈜모비쟆미디어,기타주주,기타,기타,기타,30000,30.00%,0,0.00%,30000,30.00%
463,비금융회사,㈜모비쟆미디어,㈜모비쟆미디어 합계,㈜모비쟆미디어 합계,㈜모비쟆미디어 합계,㈜모비쟆미디어 합계,100000,100.00%,0,0.00%,100000,100.00%
464,비금융회사,㈜엠허브,동일인측,계열회사,,㈜대홍기획,400600,99.90%,0,0.00%,400600,99.90%
465,비금융회사,㈜엠허브,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,400600,99.90%,0,0.00%,400600,99.90%
466,비금융회사,㈜엠허브,기타주주,기타,기타,기타,400,0.10%,0,0.00%,400,0.10%
467,비금융회사,㈜엠허브,㈜엠허브 합계,㈜엠허브 합계,㈜엠허브 합계,㈜엠허브 합계,401000,100.00%,0,0.00%,401000,100.00%
468,비금융회사,롯데미래전략연구소㈜,동일인측,계열회사,,롯데지주㈜,2000000,100.00%,0,0.00%,2000000,100.00%
469,비금융회사,롯데미래전략연구소㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,2000000,100.00%,0,0.00%,2000000,100.00%
470,비금융회사,롯데미래전략연구소㈜,롯데미래전략연구소㈜ 합계,롯데미래전략연구소㈜ 합계,롯데미래전략연구소㈜ 합계,롯데미래전략연구소㈜ 합계,2000000,100.00%,0,0.00%,2000000,100.00%
471,비금융회사,㈜디시네마오브코리아,동일인측,계열회사,,롯데컬처웍스㈜,300000,50.00%,0,0.00%,300000,50.00%
472,비금융회사,㈜디시네마오브코리아,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,300000,50.00%,0,0.00%,300000,50.00%
473,비금융회사,㈜디시네마오브코리아,기타주주,동일인측이 아닌 최다주주,,씨제이씨지브이(주),300000,50.00%,0,0.00%,300000,50.00%
474,비금융회사,㈜디시네마오브코리아,㈜디시네마오브코리아 합계,㈜디시네마오브코리아 합계,㈜디시네마오브코리아 합계,㈜디시네마오브코리아 합계,600000,100.00%,0,0.00%,600000,100.00%
475,비금융회사,㈜롯데자이언츠,동일인측,계열회사,,롯데지주㈜,5719000,95.00%,0,0.00%,5719000,95.00%
476,비금융회사,㈜롯데자이언츠,동일인측,계열회사,,롯데알미늄㈜,301000,5.00%,0,0.00%,301000,5.00%
477,비금융회사,㈜롯데자이언츠,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,6020000,100.00%,0,0.00%,6020000,100.00%
478,비금융회사,㈜롯데자이언츠,㈜롯데자이언츠 합계,㈜롯데자이언츠 합계,㈜롯데자이언츠 합계,㈜롯데자이언츠 합계,6020000,100.00%,0,0.00%,6020000,100.00%
479,비금융회사,㈜씨텍,동일인측,계열회사,,롯데케미칼㈜,3325680,50.00%,0,0.00%,3325680,50.00%
480,비금융회사,㈜씨텍,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,3325680,50.00%,0,0.00%,3325680,50.00%
481,비금융회사,㈜씨텍,기타주주,,,(주)LG화학,3325680,50.00%,0,0.00%,3325680,50.00%
482,비금융회사,㈜씨텍,㈜씨텍 합계,㈜씨텍 합계,㈜씨텍 합계,㈜씨텍 합계,6651360,100.00%,0,0.00%,6651360,100.00%
483,비금융회사,롯데제이티비㈜,동일인측,계열회사,,롯데쇼핑㈜,4400000,50.00%,0,0.00%,4400000,50.00%
484,비금융회사,롯데제이티비㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,4400000,50.00%,0,0.00%,4400000,50.00%
485,비금융회사,롯데제이티비㈜,기타주주,동일인측이 아닌 최다주주,,(주)JTB,4400000,50.00%,0,0.00%,4400000,50.00%
486,비금융회사,롯데제이티비㈜,롯데제이티비㈜ 합계,롯데제이티비㈜ 합계,롯데제이티비㈜ 합계,롯데제이티비㈜ 합계,8800000,100.00%,0,0.00%,8800000,100.00%
487,비금융회사,롯데자산개발㈜,동일인측,계열회사,,롯데지주㈜,24372719,60.47%,0,0.00%,24372719,60.47%
488,비금융회사,롯데자산개발㈜,동일인측,계열회사,,㈜호텔롯데,2896038,7.19%,0,0.00%,2896038,7.19%
489,비금융회사,롯데자산개발㈜,동일인측,계열회사,,롯데물산㈜,13033478,32.34%,0,0.00%,13033478,32.34%
490,비금융회사,롯데자산개발㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,40302235,100.00%,0,0.00%,40302235,100.00%
491,비금융회사,롯데자산개발㈜,롯데자산개발㈜ 합계,롯데자산개발㈜ 합계,롯데자산개발㈜ 합계,롯데자산개발㈜ 합계,40302235,100.00%,0,0.00%,40302235,100.00%
492,비금융회사,마곡지구피에프브이㈜,동일인측,계열회사,,롯데자산개발㈜,275000,100.00%,0,0.00%,275000,100.00%
493,비금융회사,마곡지구피에프브이㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,275000,100.00%,0,0.00%,275000,100.00%
494,비금융회사,마곡지구피에프브이㈜,마곡지구피에프브이㈜ 합계,마곡지구피에프브이㈜ 합계,마곡지구피에프브이㈜ 합계,마곡지구피에프브이㈜ 합계,275000,100.00%,0,0.00%,275000,100.00%
495,비금융회사,은평피에프브이㈜,동일인측,계열회사,,롯데쇼핑㈜,350000,20.11%,0,0.00%,350000,17.50%
496,비금융회사,은평피에프브이㈜,동일인측,계열회사,,롯데자산개발㈜,1390000,79.89%,0,0.00%,1390000,69.50%
497,비금융회사,은평피에프브이㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,1740000,100.00%,0,0.00%,1740000,87.00%
498,비금융회사,은평피에프브이㈜,기타주주,기타,기타,기타,0,0.00%,260000,100.00%,260000,13.00%
499,비금융회사,은평피에프브이㈜,은평피에프브이㈜ 합계,은평피에프브이㈜ 합계,은평피에프브이㈜ 합계,은평피에프브이㈜ 합계,1740000,100.00%,260000,100.00%,2000000,100.00%
500,비금융회사,롯데쇼핑타운대구㈜,동일인측,계열회사,,롯데자산개발㈜,4000000,100.00%,0,0.00%,4000000,100.00%
501,비금융회사,롯데쇼핑타운대구㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,4000000,100.00%,0,0.00%,4000000,100.00%
502,비금융회사,롯데쇼핑타운대구㈜,롯데쇼핑타운대구㈜ 합계,롯데쇼핑타운대구㈜ 합계,롯데쇼핑타운대구㈜ 합계,롯데쇼핑타운대구㈜ 합계,4000000,100.00%,0,0.00%,4000000,100.00%
503,비금융회사,거제피에프브이㈜,동일인측,계열회사,,롯데자산개발㈜,475000,100.00%,0,0.00%,475000,95.00%
504,비금융회사,거제피에프브이㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,475000,100.00%,0,0.00%,475000,95.00%
505,비금융회사,거제피에프브이㈜,기타주주,기타,기타,기타,0,0.00%,25000,100.00%,25000,5.00%
506,비금융회사,거제피에프브이㈜,거제피에프브이㈜ 합계,거제피에프브이㈜ 합계,거제피에프브이㈜ 합계,거제피에프브이㈜ 합계,475000,100.00%,25000,100.00%,500000,100.00%
507,비금융회사,롯데에이엠씨㈜,동일인측,계열회사,,롯데지주㈜,2000000,100.00%,0,0.00%,2000000,100.00%
508,비금융회사,롯데에이엠씨㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,2000000,100.00%,0,0.00%,2000000,100.00%
509,비금융회사,롯데에이엠씨㈜,롯데에이엠씨㈜ 합계,롯데에이엠씨㈜ 합계,롯데에이엠씨㈜ 합계,롯데에이엠씨㈜ 합계,2000000,100.00%,0,0.00%,2000000,100.00%
510,비금융회사,롯데위탁관리부동산투자회사㈜,동일인측,계열회사,,롯데쇼핑㈜,10000000,100.00%,0,0.00%,10000000,100.00%
511,비금융회사,롯데위탁관리부동산투자회사㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,10000000,100.00%,0,0.00%,10000000,100.00%
512,비금융회사,롯데위탁관리부동산투자회사㈜,롯데위탁관리부동산투자회사㈜ 합계,롯데위탁관리부동산투자회사㈜ 합계,롯데위탁관리부동산투자회사㈜ 합계,롯데위탁관리부동산투자회사㈜ 합계,10000000,100.00%,0,0.00%,10000000,100.00%
513,비금융회사,㈜에스디제이,동일인측,친족,혈족2~4촌,신동주,10020000,100.00%,0,0.00%,10020000,100.00%
514,비금융회사,㈜에스디제이,동일인측,친족,친족합계,친족합계,10020000,100.00%,0,0.00%,10020000,100.00%
515,비금융회사,㈜에스디제이,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,10020000,100.00%,0,0.00%,10020000,100.00%
516,비금융회사,㈜에스디제이,㈜에스디제이 합계,㈜에스디제이 합계,㈜에스디제이 합계,㈜에스디제이 합계,10020000,100.00%,0,0.00%,10020000,100.00%
517,금융회사,롯데캐피탈㈜,동일인측,동일인,동일인,신동빈,284704,0.86%,0,0.00%,284704,0.86%
518,금융회사,롯데캐피탈㈜,동일인측,친족,혈족2~4촌,신영자,177936,0.53%,0,0.00%,177936,0.53%
519,금융회사,롯데캐피탈㈜,동일인측,친족,혈족2~4촌,신동주,177936,0.53%,0,0.00%,177936,0.53%
520,금융회사,롯데캐피탈㈜,동일인측,친족,친족합계,친족합계,355872,1.07%,0,0.00%,355872,1.07%
521,금융회사,롯데캐피탈㈜,동일인측,비영리법인,,(재)롯데장학재단,158400,0.48%,0,0.00%,158400,0.48%
522,금융회사,롯데캐피탈㈜,동일인측,계열회사,,롯데지주㈜,8536058,25.64%,0,0.00%,8536058,25.64%
523,금융회사,롯데캐피탈㈜,동일인측,계열회사,,㈜호텔롯데,13109103,39.37%,0,0.00%,13109103,39.37%
524,금융회사,롯데캐피탈㈜,동일인측,계열회사,,㈜부산롯데호텔,3817895,11.47%,0,0.00%,3817895,11.47%
525,금융회사,롯데캐피탈㈜,동일인측,계열회사,,롯데건설㈜,3932280,11.81%,0,0.00%,3932280,11.81%
526,금융회사,롯데캐피탈㈜,동일인측,해외계열,,(주)광윤사,639200,1.92%,0,0.00%,639200,1.92%
527,금융회사,롯데캐피탈㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,30833512,92.60%,0,0.00%,30833512,92.60%
528,금융회사,롯데캐피탈㈜,기타주주,기타,기타,기타,2464000,7.40%,0,0.00%,2464000,7.40%
529,금융회사,롯데캐피탈㈜,롯데캐피탈㈜ 합계,롯데캐피탈㈜ 합계,롯데캐피탈㈜ 합계,롯데캐피탈㈜ 합계,33297512,100.00%,0,0.00%,33297512,100.00%
530,금융회사,롯데카드㈜,동일인측,동일인,동일인,신동빈,202797,0.27%,0,0.00%,202797,0.27%
531,금융회사,롯데카드㈜,동일인측,친족,혈족2~4촌,신영자,127235,0.17%,0,0.00%,127235,0.17%
532,금융회사,롯데카드㈜,동일인측,친족,혈족2~4촌,신동주,127235,0.17%,0,0.00%,127235,0.17%
533,금융회사,롯데카드㈜,동일인측,친족,친족합계,친족합계,254470,0.34%,0,0.00%,254470,0.34%
534,금융회사,롯데카드㈜,동일인측,자기주식,,롯데카드㈜,2,0.00%,0,0.00%,2,0.00%
535,금융회사,롯데카드㈜,동일인측,계열회사,,롯데지주㈜,70088853,93.78%,0,0.00%,70088853,93.78%
536,금융회사,롯데카드㈜,동일인측,계열회사,,㈜부산롯데호텔,762630,1.02%,0,0.00%,762630,1.02%
537,금융회사,롯데카드㈜,동일인측,계열회사,,롯데캐피탈㈜,3431309,4.59%,0,0.00%,3431309,4.59%
538,금융회사,롯데카드㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,74740061,100.00%,0,0.00%,74740061,100.00%
539,금융회사,롯데카드㈜,롯데카드㈜ 합계,롯데카드㈜ 합계,롯데카드㈜ 합계,롯데카드㈜ 합계,74740061,100.00%,0,0.00%,74740061,100.00%
540,금융회사,㈜이비카드,동일인측,계열회사,,롯데카드㈜,811496,100.00%,50000,100.00%,861496,100.00%
541,금융회사,㈜이비카드,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,811496,100.00%,50000,100.00%,861496,100.00%
542,금융회사,㈜이비카드,㈜이비카드 합계,㈜이비카드 합계,㈜이비카드 합계,㈜이비카드 합계,811496,100.00%,50000,100.00%,861496,100.00%
543,금융회사,경기스마트카드㈜,동일인측,계열회사,,㈜이비카드,100000,100.00%,0,0.00%,100000,100.00%
544,금융회사,경기스마트카드㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,100000,100.00%,0,0.00%,100000,100.00%
545,금융회사,경기스마트카드㈜,경기스마트카드㈜ 합계,경기스마트카드㈜ 합계,경기스마트카드㈜ 합계,경기스마트카드㈜ 합계,100000,100.00%,0,0.00%,100000,100.00%
546,금융회사,인천스마트카드㈜,동일인측,계열회사,,㈜이비카드,20000,100.00%,0,0.00%,20000,100.00%
547,금융회사,인천스마트카드㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,20000,100.00%,0,0.00%,20000,100.00%
548,금융회사,인천스마트카드㈜,인천스마트카드㈜ 합계,인천스마트카드㈜ 합계,인천스마트카드㈜ 합계,인천스마트카드㈜ 합계,20000,100.00%,0,0.00%,20000,100.00%
549,금융회사,롯데손해보험㈜,동일인측,동일인,동일인,신동빈,1811460,1.35%,0,0.00%,1811460,1.35%
550,금융회사,롯데손해보험㈜,동일인측,친족,혈족2~4촌,최강용,10000,0.01%,0,0.00%,10000,0.01%
551,금융회사,롯데손해보험㈜,동일인측,친족,친족합계,친족합계,10000,0.01%,0,0.00%,10000,0.01%
552,금융회사,롯데손해보험㈜,동일인측,등기된임원,,김현수,70000,0.05%,0,0.00%,70000,0.05%
553,금융회사,롯데손해보험㈜,동일인측,자기주식,,롯데손해보험㈜,1226290,0.91%,0,0.00%,1226290,0.91%
554,금융회사,롯데손해보험㈜,동일인측,계열회사,,㈜호텔롯데,31803128,23.68%,0,0.00%,31803128,23.68%
555,금융회사,롯데손해보험㈜,동일인측,계열회사,,㈜부산롯데호텔,29125736,21.69%,0,0.00%,29125736,21.69%
556,금융회사,롯데손해보험㈜,동일인측,계열회사,,롯데역사㈜,9532254,7.10%,0,0.00%,9532254,7.10%
557,금융회사,롯데손해보험㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,73578868,54.80%,0,0.00%,73578868,54.80%
558,금융회사,롯데손해보험㈜,기타주주,기타,기타,기타,60701132,45.20%,0,0.00%,60701132,45.20%
559,금융회사,롯데손해보험㈜,롯데손해보험㈜ 합계,롯데손해보험㈜ 합계,롯데손해보험㈜ 합계,롯데손해보험㈜ 합계,134280000,100.00%,0,0.00%,134280000,100.00%
560,금융회사,롯데오토리스㈜,동일인측,계열회사,,롯데렌탈㈜,8000000,100.00%,0,0.00%,8000000,100.00%
561,금융회사,롯데오토리스㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,8000000,100.00%,0,0.00%,8000000,100.00%
562,금융회사,롯데오토리스㈜,롯데오토리스㈜ 합계,롯데오토리스㈜ 합계,롯데오토리스㈜ 합계,롯데오토리스㈜ 합계,8000000,100.00%,0,0.00%,8000000,100.00%
563,금융회사,㈜마이비,동일인측,등기된임원,,이준훈,4166,0.07%,0,0.00%,4166,0.07%
564,금융회사,㈜마이비,동일인측,계열회사,,㈜부산롯데호텔,224000,3.90%,0,0.00%,224000,3.90%
565,금융회사,㈜마이비,동일인측,계열회사,,롯데카드㈜,275799,4.80%,0,0.00%,275799,4.80%
566,금융회사,㈜마이비,동일인측,계열회사,,㈜이비카드,3799450,66.12%,0,0.00%,3799450,66.12%
567,금융회사,㈜마이비,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,4303415,74.89%,0,0.00%,4303415,74.89%
568,금융회사,㈜마이비,기타주주,기타,기타,기타,1442518,25.11%,0,0.00%,1442518,25.11%
569,금융회사,㈜마이비,㈜마이비 합계,㈜마이비 합계,㈜마이비 합계,㈜마이비 합계,5745933,100.00%,0,0.00%,5745933,100.00%
570,금융회사,부산하나로카드㈜,동일인측,계열회사,,㈜마이비,1314373,80.00%,0,0.00%,1314373,80.00%
571,금융회사,부산하나로카드㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,1314373,80.00%,0,0.00%,1314373,80.00%
572,금융회사,부산하나로카드㈜,기타주주,기타,기타,기타,328592,20.00%,0,0.00%,328592,20.00%
573,금융회사,부산하나로카드㈜,부산하나로카드㈜ 합계,부산하나로카드㈜ 합계,부산하나로카드㈜ 합계,부산하나로카드㈜ 합계,1642965,100.00%,0,0.00%,1642965,100.00%
574,금융회사,㈜한페이시스,동일인측,계열회사,,㈜마이비,1176000,58.80%,0,0.00%,1176000,58.80%
575,금융회사,㈜한페이시스,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,1176000,58.80%,0,0.00%,1176000,58.80%
576,금융회사,㈜한페이시스,기타주주,기타,기타,기타,824000,41.20%,0,0.00%,824000,41.20%
577,금융회사,㈜한페이시스,㈜한페이시스 합계,㈜한페이시스 합계,㈜한페이시스 합계,㈜한페이시스 합계,2000000,100.00%,0,0.00%,2000000,100.00%
578,금융회사,롯데액셀러레이터㈜,동일인측,동일인,동일인,신동빈,1000000,19.99%,0,0.00%,1000000,19.99%
579,금융회사,롯데액셀러레이터㈜,동일인측,계열회사,,롯데지주㈜,500000,9.99%,0,0.00%,500000,9.99%
580,금융회사,롯데액셀러레이터㈜,동일인측,계열회사,,㈜호텔롯데,1000000,19.99%,0,0.00%,1000000,19.99%
