,소속회사명,소속회사명,동일인과의관계,동일인과의관계,동일인과의관계,성명,보통주,보통주,우선주,우선주,합계,합계
,소속회사명,소속회사명.1,동일인과의관계,동일인과의관계.1,동일인과의관계.2,성명,주식수,지분율,주식수,지분율,주식수,지분율
200,비금융회사,롯데쇼핑㈜,기타주주,기타,기타,기타,11106867,39.26%,0,0.00%,11106867,39.26%
201,비금융회사,롯데쇼핑㈜,롯데쇼핑㈜ 합계,롯데쇼핑㈜ 합계,롯데쇼핑㈜ 합계,롯데쇼핑㈜ 합계,28288755,100.00%,0,0.00%,28288755,100.00%
202,비금융회사,롯데역사㈜,동일인측,동일인,동일인,신동빈,314400,8.73%,0,0.00%,314400,8.73%
203,비금융회사,롯데역사㈜,동일인측,친족,혈족2~4촌,신동주,314400,8.73%,0,0.00%,314400,8.73%
204,비금융회사,롯데역사㈜,동일인측,친족,친족합계,친족합계,314400,8.73%,0,0.00%,314400,8.73%
205,비금융회사,롯데역사㈜,동일인측,비영리법인,,(재)롯데장학재단,192000,5.33%,0,0.00%,192000,5.33%
206,비금융회사,롯데역사㈜,동일인측,계열회사,,롯데지주㈜,1603200,44.53%,0,0.00%,1603200,44.53%
207,비금융회사,롯데역사㈜,동일인측,계열회사,,㈜부산롯데호텔,36000,1.00%,0,0.00%,36000,1.00%
208,비금융회사,롯데역사㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,2460000,68.33%,0,0.00%,2460000,68.33%
209,비금융회사,롯데역사㈜,기타주주,기타,기타,기타,1140000,31.67%,0,0.00%,1140000,31.67%
210,비금융회사,롯데역사㈜,롯데역사㈜ 합계,롯데역사㈜ 합계,롯데역사㈜ 합계,롯데역사㈜ 합계,3600000,100.00%,0,0.00%,3600000,100.00%
211,비금융회사,㈜코리아세븐,동일인측,동일인,동일인,신동빈,3242835,8.76%,0,0.00%,3242835,8.76%
212,비금융회사,㈜코리아세븐,동일인측,친족,혈족2~4촌,신영자,894144,2.41%,0,0.00%,894144,2.41%
213,비금융회사,㈜코리아세븐,동일인측,친족,혈족2~4촌,신동주,1486631,4.01%,0,0.00%,1486631,4.01%
214,비금융회사,㈜코리아세븐,동일인측,친족,혈족2~4촌,신유미,507174,1.37%,0,0.00%,507174,1.37%
215,비금융회사,㈜코리아세븐,동일인측,친족,친족합계,친족합계,2887949,7.80%,0,0.00%,2887949,7.80%
216,비금융회사,㈜코리아세븐,동일인측,비영리법인,,(재)롯데문화재단,215587,0.58%,0,0.00%,215587,0.58%
217,비금융회사,㈜코리아세븐,동일인측,계열회사,,롯데지주㈜,29497655,79.66%,0,0.00%,29497655,79.66%
218,비금융회사,㈜코리아세븐,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,35844026,96.80%,0,0.00%,35844026,96.80%
219,비금융회사,㈜코리아세븐,기타주주,기타,기타,기타,1183608,3.20%,0,0.00%,1183608,3.20%
220,비금융회사,㈜코리아세븐,㈜코리아세븐 합계,㈜코리아세븐 합계,㈜코리아세븐 합계,㈜코리아세븐 합계,37027634,100.00%,0,0.00%,37027634,100.00%
221,비금융회사,㈜바이더웨이,동일인측,계열회사,,㈜코리아세븐,221800,100.00%,3729231,100.00%,3951031,100.00%
222,비금융회사,㈜바이더웨이,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,221800,100.00%,3729231,100.00%,3951031,100.00%
223,비금융회사,㈜바이더웨이,㈜바이더웨이 합계,㈜바이더웨이 합계,㈜바이더웨이 합계,㈜바이더웨이 합계,221800,100.00%,3729231,100.00%,3951031,100.00%
224,비금융회사,에프알엘코리아㈜,동일인측,계열회사,,롯데쇼핑㈜,2352000,49.00%,0,0.00%,2352000,49.00%
225,비금융회사,에프알엘코리아㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,2352000,49.00%,0,0.00%,2352000,49.00%
226,비금융회사,에프알엘코리아㈜,기타주주,동일인측이 아닌 최다주주,,"Fast Retailing Co., Ltd.",2448000,51.00%,0,0.00%,2448000,51.00%
227,비금융회사,에프알엘코리아㈜,에프알엘코리아㈜ 합계,에프알엘코리아㈜ 합계,에프알엘코리아㈜ 합계,에프알엘코리아㈜ 합계,4800000,100.00%,0,0.00%,4800000,100.00%
228,비금융회사,㈜우리홈쇼핑,동일인측,계열회사,,롯데쇼핑㈜,4242796,53.03%,0,0.00%,4242796,53.03%
229,비금융회사,㈜우리홈쇼핑,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,4242796,53.03%,0,0.00%,4242796,53.03%
230,비금융회사,㈜우리홈쇼핑,기타주주,기타,기타,기타,3757204,46.97%,0,0.00%,3757204,46.97%
231,비금융회사,㈜우리홈쇼핑,㈜우리홈쇼핑 합계,㈜우리홈쇼핑 합계,㈜우리홈쇼핑 합계,㈜우리홈쇼핑 합계,8000000,100.00%,0,0.00%,8000000,100.00%
232,비금융회사,롯데김해개발㈜,동일인측,계열회사,,롯데쇼핑㈜,60000,100.00%,0,0.00%,60000,100.00%
233,비금융회사,롯데김해개발㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,60000,100.00%,0,0.00%,60000,100.00%
234,비금융회사,롯데김해개발㈜,롯데김해개발㈜ 합계,롯데김해개발㈜ 합계,롯데김해개발㈜ 합계,롯데김해개발㈜ 합계,60000,100.00%,0,0.00%,60000,100.00%
235,비금융회사,롯데수원역쇼핑타운㈜,동일인측,계열회사,,롯데쇼핑㈜,19000000,95.00%,0,0.00%,19000000,95.00%
236,비금융회사,롯데수원역쇼핑타운㈜,동일인측,계열회사,,롯데자산개발㈜,1000000,5.00%,0,0.00%,1000000,5.00%
237,비금융회사,롯데수원역쇼핑타운㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,20000000,100.00%,0,0.00%,20000000,100.00%
238,비금융회사,롯데수원역쇼핑타운㈜,롯데수원역쇼핑타운㈜ 합계,롯데수원역쇼핑타운㈜ 합계,롯데수원역쇼핑타운㈜ 합계,롯데수원역쇼핑타운㈜ 합계,20000000,100.00%,0,0.00%,20000000,100.00%
239,비금융회사,롯데지에프알㈜,동일인측,계열회사,,롯데쇼핑㈜,1713630,99.93%,0,0.00%,1713630,99.93%
240,비금융회사,롯데지에프알㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,1713630,99.93%,0,0.00%,1713630,99.93%
241,비금융회사,롯데지에프알㈜,기타주주,기타,기타,기타,1200,0.07%,0,0.00%,1200,0.07%
242,비금융회사,롯데지에프알㈜,롯데지에프알㈜ 합계,롯데지에프알㈜ 합계,롯데지에프알㈜ 합계,롯데지에프알㈜ 합계,1714830,100.00%,0,0.00%,1714830,100.00%
243,비금융회사,롯데송도쇼핑타운㈜,동일인측,계열회사,,롯데쇼핑㈜,12000000,56.30%,0,0.00%,12000000,56.30%
244,비금융회사,롯데송도쇼핑타운㈜,동일인측,계열회사,,롯데역사㈜,6400000,30.02%,0,0.00%,6400000,30.02%
245,비금융회사,롯데송도쇼핑타운㈜,동일인측,계열회사,,롯데인천개발㈜,915667,4.30%,0,0.00%,915667,4.30%
246,비금융회사,롯데송도쇼핑타운㈜,동일인측,계열회사,,롯데자산개발㈜,2000000,9.38%,0,0.00%,2000000,9.38%
247,비금융회사,롯데송도쇼핑타운㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,21315667,100.00%,0,0.00%,21315667,100.00%
248,비금융회사,롯데송도쇼핑타운㈜,롯데송도쇼핑타운㈜ 합계,롯데송도쇼핑타운㈜ 합계,롯데송도쇼핑타운㈜ 합계,롯데송도쇼핑타운㈜ 합계,21315667,100.00%,0,0.00%,21315667,100.00%
249,비금융회사,한국에스티엘㈜,동일인측,등기된임원,,카즈마사테라다,1,0.00%,0,0.00%,1,0.00%
250,비금융회사,한국에스티엘㈜,동일인측,계열회사,,롯데쇼핑㈜,1200000,50.00%,0,0.00%,1200000,50.00%
251,비금융회사,한국에스티엘㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,1200001,50.00%,0,0.00%,1200001,50.00%
252,비금융회사,한국에스티엘㈜,기타주주,동일인측이 아닌 최다주주,,사만사타바사 재팬리미티드,1200000,50.00%,0,0.00%,1200000,50.00%
253,비금융회사,한국에스티엘㈜,한국에스티엘㈜ 합계,한국에스티엘㈜ 합계,한국에스티엘㈜ 합계,한국에스티엘㈜ 합계,2400001,100.00%,0,0.00%,2400001,100.00%
254,비금융회사,씨에스유통㈜,동일인측,계열회사,,롯데쇼핑㈜,12761250,99.95%,0,0.00%,12761250,99.95%
255,비금융회사,씨에스유통㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,12761250,99.95%,0,0.00%,12761250,99.95%
256,비금융회사,씨에스유통㈜,기타주주,기타,기타,기타,6600,0.05%,0,0.00%,6600,0.05%
257,비금융회사,씨에스유통㈜,씨에스유통㈜ 합계,씨에스유통㈜ 합계,씨에스유통㈜ 합계,씨에스유통㈜ 합계,12767850,100.00%,0,0.00%,12767850,100.00%
258,비금융회사,롯데하이마트㈜,동일인측,등기된임원,,이원준,100,0.00%,0,0.00%,100,0.00%
259,비금융회사,롯데하이마트㈜,동일인측,등기된임원,,이동우,6000,0.03%,0,0.00%,6000,0.03%
260,비금융회사,롯데하이마트㈜,동일인측,계열회사,,롯데쇼핑㈜,15403274,65.25%,0,0.00%,15403274,65.25%
261,비금융회사,롯데하이마트㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,15409374,65.27%,0,0.00%,15409374,65.27%
262,비금융회사,롯데하이마트㈜,기타주주,기타,기타,기타,8198338,34.73%,0,0.00%,8198338,34.73%
263,비금융회사,롯데하이마트㈜,롯데하이마트㈜ 합계,롯데하이마트㈜ 합계,롯데하이마트㈜ 합계,롯데하이마트㈜ 합계,23607712,100.00%,0,0.00%,23607712,100.00%
264,비금융회사,롯데인천개발㈜,동일인측,계열회사,,롯데지주㈜,3000000,15.00%,0,0.00%,3000000,15.00%
265,비금융회사,롯데인천개발㈜,동일인측,계열회사,,㈜호텔롯데,3000000,15.00%,0,0.00%,3000000,15.00%
266,비금융회사,롯데인천개발㈜,동일인측,계열회사,,롯데물산㈜,13500000,67.50%,0,0.00%,13500000,67.50%
267,비금융회사,롯데인천개발㈜,동일인측,계열회사,,롯데건설㈜,500000,2.50%,0,0.00%,500000,2.50%
268,비금융회사,롯데인천개발㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,20000000,100.00%,0,0.00%,20000000,100.00%
269,비금융회사,롯데인천개발㈜,롯데인천개발㈜ 합계,롯데인천개발㈜ 합계,롯데인천개발㈜ 합계,롯데인천개발㈜ 합계,20000000,100.00%,0,0.00%,20000000,100.00%
270,비금융회사,롯데인천타운㈜,동일인측,계열회사,,롯데지주㈜,700001,35.00%,0,0.00%,700001,27.45%
271,비금융회사,롯데인천타운㈜,동일인측,계열회사,,㈜호텔롯데,320000,16.00%,0,0.00%,320000,12.55%
272,비금융회사,롯데인천타운㈜,동일인측,계열회사,,롯데건설㈜,379999,19.00%,0,0.00%,379999,14.90%
273,비금융회사,롯데인천타운㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,1400000,70.00%,0,0.00%,1400000,54.90%
274,비금융회사,롯데인천타운㈜,기타주주,동일인측이 아닌 최다주주,,SAPAS INVESTMENTS B.V.,600000,30.00%,550000,100.00%,1150000,45.10%
275,비금융회사,롯데인천타운㈜,롯데인천타운㈜ 합계,롯데인천타운㈜ 합계,롯데인천타운㈜ 합계,롯데인천타운㈜ 합계,2000000,100.00%,550000,100.00%,2550000,100.00%
276,비금융회사,롯데타운동탄㈜,동일인측,계열회사,,롯데쇼핑㈜,3500000,50.00%,0,0.00%,3500000,50.00%
277,비금융회사,롯데타운동탄㈜,동일인측,계열회사,,롯데건설㈜,2800000,40.00%,0,0.00%,2800000,40.00%
278,비금융회사,롯데타운동탄㈜,동일인측,계열회사,,롯데자산개발㈜,630000,9.00%,0,0.00%,630000,9.00%
279,비금융회사,롯데타운동탄㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,6930000,99.00%,0,0.00%,6930000,99.00%
280,비금융회사,롯데타운동탄㈜,기타주주,기타,기타,기타,70000,1.00%,0,0.00%,70000,1.00%
281,비금융회사,롯데타운동탄㈜,롯데타운동탄㈜ 합계,롯데타운동탄㈜ 합계,롯데타운동탄㈜ 합계,롯데타운동탄㈜ 합계,7000000,100.00%,0,0.00%,7000000,100.00%
282,비금융회사,롯데울산개발㈜,동일인측,계열회사,,롯데쇼핑㈜,4780000,94.84%,0,0.00%,4780000,94.84%
283,비금융회사,롯데울산개발㈜,동일인측,계열회사,,롯데건설㈜,100000,1.98%,0,0.00%,100000,1.98%
284,비금융회사,롯데울산개발㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,4880000,96.83%,0,0.00%,4880000,96.83%
285,비금융회사,롯데울산개발㈜,기타주주,기타,기타,기타,160000,3.17%,0,0.00%,160000,3.17%
286,비금융회사,롯데울산개발㈜,롯데울산개발㈜ 합계,롯데울산개발㈜ 합계,롯데울산개발㈜ 합계,롯데울산개발㈜ 합계,5040000,100.00%,0,0.00%,5040000,100.00%
287,비금융회사,롯데컬처웍스㈜,동일인측,계열회사,,롯데쇼핑㈜,48732725,86.37%,0,0.00%,48732725,86.37%
288,비금융회사,롯데컬처웍스㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,48732725,86.37%,0,0.00%,48732725,86.37%
289,비금융회사,롯데컬처웍스㈜,기타주주,기타,기타,기타,7687456,13.63%,0,0.00%,7687456,13.63%
290,비금융회사,롯데컬처웍스㈜,롯데컬처웍스㈜ 합계,롯데컬처웍스㈜ 합계,롯데컬처웍스㈜ 합계,롯데컬처웍스㈜ 합계,56420181,100.00%,0,0.00%,56420181,100.00%
291,비금융회사,롯데디엠씨개발㈜,동일인측,계열회사,,롯데쇼핑㈜,950000,95.00%,0,0.00%,950000,95.00%
292,비금융회사,롯데디엠씨개발㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,950000,95.00%,0,0.00%,950000,95.00%
293,비금융회사,롯데디엠씨개발㈜,기타주주,기타,기타,기타,50000,5.00%,0,0.00%,50000,5.00%
294,비금융회사,롯데디엠씨개발㈜,롯데디엠씨개발㈜ 합계,롯데디엠씨개발㈜ 합계,롯데디엠씨개발㈜ 합계,롯데디엠씨개발㈜ 합계,1000000,100.00%,0,0.00%,1000000,100.00%
295,비금융회사,롯데피에스넷㈜,동일인측,계열회사,,롯데지주㈜,3094240,31.30%,0,0.00%,3094240,31.30%
296,비금융회사,롯데피에스넷㈜,동일인측,계열회사,,롯데쇼핑㈜,3094240,31.30%,0,0.00%,3094240,31.30%
297,비금융회사,롯데피에스넷㈜,동일인측,계열회사,,㈜코리아세븐,3197508,32.34%,0,0.00%,3197508,32.34%
298,비금융회사,롯데피에스넷㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,9385988,94.94%,0,0.00%,9385988,94.94%
299,비금융회사,롯데피에스넷㈜,기타주주,동일인측이 아닌 최다주주,,(주)일우상사,370200,3.74%,0,0.00%,370200,3.74%
300,비금융회사,롯데피에스넷㈜,기타주주,기타,기타,기타,130000,1.31%,0,0.00%,130000,1.31%
301,비금융회사,롯데피에스넷㈜,롯데피에스넷㈜ 합계,롯데피에스넷㈜ 합계,롯데피에스넷㈜ 합계,롯데피에스넷㈜ 합계,9886188,100.00%,0,0.00%,9886188,100.00%
302,비금융회사,롯데케미칼㈜,동일인측,동일인,동일인,신동빈,90705,0.26%,0,0.00%,90705,0.26%
303,비금융회사,롯데케미칼㈜,동일인측,친족,혈족5~6촌,신주현,90,0.00%,0,0.00%,90,0.00%
304,비금융회사,롯데케미칼㈜,동일인측,친족,혈족5~6촌,조현욱,1,0.00%,0,0.00%,1,0.00%
305,비금융회사,롯데케미칼㈜,동일인측,친족,친족합계,친족합계,91,0.00%,0,0.00%,91,0.00%
306,비금융회사,롯데케미칼㈜,동일인측,비영리법인,,(재)롯데문화재단,11495,0.03%,0,0.00%,11495,0.03%
307,비금융회사,롯데케미칼㈜,동일인측,계열회사,,롯데지주㈜,7965201,23.24%,0,0.00%,7965201,23.24%
308,비금융회사,롯데케미칼㈜,동일인측,계열회사,,㈜호텔롯데,245351,0.72%,0,0.00%,245351,0.72%
309,비금융회사,롯데케미칼㈜,동일인측,계열회사,,롯데물산㈜,6855084,20.00%,0,0.00%,6855084,20.00%
310,비금융회사,롯데케미칼㈜,동일인측,해외계열,,(주)롯데홀딩스,3186000,9.30%,0,0.00%,3186000,9.30%
311,비금융회사,롯데케미칼㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,18353927,53.55%,0,0.00%,18353927,53.55%
312,비금융회사,롯데케미칼㈜,기타주주,기타,기타,기타,15921492,46.45%,0,0.00%,15921492,46.45%
313,비금융회사,롯데케미칼㈜,롯데케미칼㈜ 합계,롯데케미칼㈜ 합계,롯데케미칼㈜ 합계,롯데케미칼㈜ 합계,34275419,100.00%,0,0.00%,34275419,100.00%
314,비금융회사,㈜케이피켐텍,동일인측,계열회사,,롯데케미칼㈜,22535,100.00%,0,0.00%,22535,100.00%
315,비금융회사,㈜케이피켐텍,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,22535,100.00%,0,0.00%,22535,100.00%
316,비금융회사,㈜케이피켐텍,㈜케이피켐텍 합계,㈜케이피켐텍 합계,㈜케이피켐텍 합계,㈜케이피켐텍 합계,22535,100.00%,0,0.00%,22535,100.00%
317,비금융회사,롯데엠시시㈜,동일인측,계열회사,,롯데케미칼㈜,19000000,50.00%,0,0.00%,19000000,50.00%
318,비금융회사,롯데엠시시㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,19000000,50.00%,0,0.00%,19000000,50.00%
319,비금융회사,롯데엠시시㈜,기타주주,기타,기타,기타,19000000,50.00%,0,0.00%,19000000,50.00%
320,비금융회사,롯데엠시시㈜,롯데엠시시㈜ 합계,롯데엠시시㈜ 합계,롯데엠시시㈜ 합계,롯데엠시시㈜ 합계,38000000,100.00%,0,0.00%,38000000,100.00%
321,비금융회사,삼박엘에프티㈜,동일인측,자기주식,,삼박엘에프티㈜,1190,0.49%,0,0.00%,1190,0.49%
322,비금융회사,삼박엘에프티㈜,동일인측,계열회사,,롯데케미칼㈜,240716,99.51%,0,0.00%,240716,99.51%
323,비금융회사,삼박엘에프티㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,241906,100.00%,0,0.00%,241906,100.00%
324,비금융회사,삼박엘에프티㈜,삼박엘에프티㈜ 합계,삼박엘에프티㈜ 합계,삼박엘에프티㈜ 합계,삼박엘에프티㈜ 합계,241906,100.00%,0,0.00%,241906,100.00%
325,비금융회사,데크항공㈜,동일인측,계열회사,,롯데케미칼㈜,6857114,100.00%,0,0.00%,6857114,100.00%
326,비금융회사,데크항공㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,6857114,100.00%,0,0.00%,6857114,100.00%
327,비금융회사,데크항공㈜,데크항공㈜ 합계,데크항공㈜ 합계,데크항공㈜ 합계,데크항공㈜ 합계,6857114,100.00%,0,0.00%,6857114,100.00%
328,비금융회사,롯데미쓰이화학㈜,동일인측,계열회사,,롯데케미칼㈜,2000000,50.00%,0,0.00%,2000000,50.00%
329,비금융회사,롯데미쓰이화학㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,2000000,50.00%,0,0.00%,2000000,50.00%
330,비금융회사,롯데미쓰이화학㈜,기타주주,기타,기타,기타,2000000,50.00%,0,0.00%,2000000,50.00%
331,비금융회사,롯데미쓰이화학㈜,롯데미쓰이화학㈜ 합계,롯데미쓰이화학㈜ 합계,롯데미쓰이화학㈜ 합계,롯데미쓰이화학㈜ 합계,4000000,100.00%,0,0.00%,4000000,100.00%
332,비금융회사,롯데베르살리스엘라스토머스㈜,동일인측,계열회사,,롯데케미칼㈜,35180001,50.00%,0,0.00%,35180001,50.00%
333,비금융회사,롯데베르살리스엘라스토머스㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,35180001,50.00%,0,0.00%,35180001,50.00%
334,비금융회사,롯데베르살리스엘라스토머스㈜,기타주주,기타,기타,기타,35179999,50.00%,0,0.00%,35179999,50.00%
335,비금융회사,롯데베르살리스엘라스토머스㈜,롯데베르살리스엘라스토머스㈜ 합계,롯데베르살리스엘라스토머스㈜ 합계,롯데베르살리스엘라스토머스㈜ 합계,롯데베르살리스엘라스토머스㈜ 합계,70360000,100.00%,0,0.00%,70360000,100.00%
336,비금융회사,롯데정밀화학㈜,동일인측,등기된임원,,이홍열,228,0.00%,0,0.00%,228,0.00%
337,비금융회사,롯데정밀화학㈜,동일인측,자기주식,,롯데정밀화학㈜,330000,1.28%,0,0.00%,330000,1.28%
338,비금융회사,롯데정밀화학㈜,동일인측,계열회사,,롯데케미칼㈜,8031190,31.13%,0,0.00%,8031190,31.13%
339,비금융회사,롯데정밀화학㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,8361418,32.41%,0,0.00%,8361418,32.41%
340,비금융회사,롯데정밀화학㈜,기타주주,기타,기타,기타,17438582,67.59%,0,0.00%,17438582,67.59%
341,비금융회사,롯데정밀화학㈜,롯데정밀화학㈜ 합계,롯데정밀화학㈜ 합계,롯데정밀화학㈜ 합계,롯데정밀화학㈜ 합계,25800000,100.00%,0,0.00%,25800000,100.00%
342,비금융회사,한덕화학㈜,동일인측,계열회사,,롯데정밀화학㈜,225000,50.00%,0,0.00%,225000,50.00%
343,비금융회사,한덕화학㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,225000,50.00%,0,0.00%,225000,50.00%
344,비금융회사,한덕화학㈜,기타주주,기타,기타,기타,225000,50.00%,0,0.00%,225000,50.00%
345,비금융회사,한덕화학㈜,한덕화학㈜ 합계,한덕화학㈜ 합계,한덕화학㈜ 합계,한덕화학㈜ 합계,450000,100.00%,0,0.00%,450000,100.00%
346,비금융회사,롯데첨단소재㈜,동일인측,계열회사,,롯데케미칼㈜,9000000,90.00%,0,0.00%,9000000,90.00%
347,비금융회사,롯데첨단소재㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,9000000,90.00%,0,0.00%,9000000,90.00%
348,비금융회사,롯데첨단소재㈜,기타주주,기타,기타,기타,1000000,10.00%,0,0.00%,1000000,10.00%
349,비금융회사,롯데첨단소재㈜,롯데첨단소재㈜ 합계,롯데첨단소재㈜ 합계,롯데첨단소재㈜ 합계,롯데첨단소재㈜ 합계,10000000,100.00%,0,0.00%,10000000,100.00%
350,비금융회사,한국후지필름㈜,동일인측,동일인,동일인,신동빈,2051,9.79%,0,0.00%,2051,9.79%
351,비금융회사,한국후지필름㈜,동일인측,친족,혈족2~4촌,신영자,736,3.51%,0,0.00%,736,3.51%
352,비금융회사,한국후지필름㈜,동일인측,친족,친족합계,친족합계,736,3.51%,0,0.00%,736,3.51%
353,비금융회사,한국후지필름㈜,동일인측,자기주식,,한국후지필름㈜,5,0.02%,0,0.00%,5,0.02%
354,비금융회사,한국후지필름㈜,동일인측,계열회사,,롯데지주㈜,15943,76.09%,0,0.00%,15943,76.09%
355,비금융회사,한국후지필름㈜,동일인측,계열회사,,㈜호텔롯데,1676,8.00%,0,0.00%,1676,8.00%
356,비금융회사,한국후지필름㈜,동일인측,계열회사,,롯데알미늄㈜,543,2.59%,0,0.00%,543,2.59%
357,비금융회사,한국후지필름㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,20954,100.00%,0,0.00%,20954,100.00%
358,비금융회사,한국후지필름㈜,한국후지필름㈜ 합계,한국후지필름㈜ 합계,한국후지필름㈜ 합계,한국후지필름㈜ 합계,20954,100.00%,0,0.00%,20954,100.00%
359,비금융회사,롯데알미늄㈜,동일인측,친족,혈족2~4촌,신영자,1315,0.13%,0,0.00%,1315,0.13%
360,비금융회사,롯데알미늄㈜,동일인측,친족,친족합계,친족합계,1315,0.13%,0,0.00%,1315,0.13%
361,비금융회사,롯데알미늄㈜,동일인측,계열회사,,㈜호텔롯데,396765,38.23%,0,0.00%,396765,38.23%
362,비금융회사,롯데알미늄㈜,동일인측,계열회사,,㈜부산롯데호텔,40346,3.89%,0,0.00%,40346,3.89%
363,비금융회사,롯데알미늄㈜,동일인측,해외계열,,(주)광윤사,237040,22.84%,0,0.00%,237040,22.84%
364,비금융회사,롯데알미늄㈜,동일인측,해외계열,,L제2투자회사,362374,34.92%,0,0.00%,362374,34.92%
365,비금융회사,롯데알미늄㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,1037840,100.00%,0,0.00%,1037840,100.00%
366,비금융회사,롯데알미늄㈜,롯데알미늄㈜ 합계,롯데알미늄㈜ 합계,롯데알미늄㈜ 합계,롯데알미늄㈜ 합계,1037840,100.00%,0,0.00%,1037840,100.00%
367,비금융회사,캐논코리아비즈니스솔루션㈜,동일인측,계열회사,,롯데지주㈜,892500,50.00%,0,0.00%,892500,50.00%
368,비금융회사,캐논코리아비즈니스솔루션㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,892500,50.00%,0,0.00%,892500,50.00%
369,비금융회사,캐논코리아비즈니스솔루션㈜,기타주주,동일인측이 아닌 최다주주,,일본법인캐논㈜,892500,50.00%,0,0.00%,892500,50.00%
370,비금융회사,캐논코리아비즈니스솔루션㈜,캐논코리아비즈니스솔루션㈜ 합계,캐논코리아비즈니스솔루션㈜ 합계,캐논코리아비즈니스솔루션㈜ 합계,캐논코리아비즈니스솔루션㈜ 합계,1785000,100.00%,0,0.00%,1785000,100.00%
371,비금융회사,㈜엔젤위드,동일인측,계열회사,,캐논코리아비즈니스솔루션㈜,10000,100.00%,0,0.00%,10000,100.00%
372,비금융회사,㈜엔젤위드,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,10000,100.00%,0,0.00%,10000,100.00%
373,비금융회사,㈜엔젤위드,㈜엔젤위드 합계,㈜엔젤위드 합계,㈜엔젤위드 합계,㈜엔젤위드 합계,10000,100.00%,0,0.00%,10000,100.00%
374,비금융회사,롯데건설㈜,동일인측,동일인,동일인,신동빈,188660,0.59%,0,0.00%,188660,0.59%
375,비금융회사,롯데건설㈜,동일인측,친족,혈족2~4촌,신영자,46014,0.14%,0,0.00%,46014,0.14%
376,비금융회사,롯데건설㈜,동일인측,친족,혈족2~4촌,신동주,120557,0.37%,0,0.00%,120557,0.37%
377,비금융회사,롯데건설㈜,동일인측,친족,친족합계,친족합계,166571,0.52%,0,0.00%,166571,0.52%
378,비금융회사,롯데건설㈜,동일인측,계열회사,,㈜호텔롯데,13858158,43.07%,0,0.00%,13858158,43.07%
379,비금융회사,롯데건설㈜,동일인측,계열회사,,롯데케미칼㈜,14090111,43.79%,0,0.00%,14090111,43.79%
380,비금융회사,롯데건설㈜,동일인측,계열회사,,롯데알미늄㈜,3202442,9.95%,0,0.00%,3202442,9.95%
381,비금융회사,롯데건설㈜,동일인측,해외계열,,(주)롯데홀딩스,538497,1.67%,0,0.00%,538497,1.67%
382,비금융회사,롯데건설㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,32044439,99.59%,0,0.00%,32044439,99.59%
383,비금융회사,롯데건설㈜,기타주주,기타,기타,기타,132971,0.41%,0,0.00%,132971,0.41%
384,비금융회사,롯데건설㈜,롯데건설㈜ 합계,롯데건설㈜ 합계,롯데건설㈜ 합계,롯데건설㈜ 합계,32177410,100.00%,0,0.00%,32177410,100.00%
385,비금융회사,내포그린에너지㈜,동일인측,계열회사,,롯데건설㈜,5840000,41.67%,0,0.00%,5840000,41.67%
386,비금융회사,내포그린에너지㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,5840000,41.67%,0,0.00%,5840000,41.67%
387,비금융회사,내포그린에너지㈜,기타주주,동일인측이 아닌 최다주주,,한국남부발전(주),5840000,41.67%,0,0.00%,5840000,41.67%
