,소속회사명,소속회사명,동일인과의 관계,동일인과의 관계,동일인과의 관계,성명,보통주,보통주,우선주,우선주,합계,합계
,소속회사명,소속회사명.1,동일인과의 관계,동일인과의 관계.1,동일인과의 관계.2,성명,주식수,지분율,주식수,지분율,주식수,지분율
0,비금융회사,현대자동차,동일인측,동일인,동일인,정몽구,11395859.0,5.33,,,11395859.0,4.11
1,비금융회사,현대자동차,동일인측,친족,배우자/ 혈족1촌,정명이,1445.0,0.0,398.0,0.0,1843.0,0.0
2,비금융회사,현대자동차,동일인측,친족,배우자/ 혈족1촌,정성이,1445.0,0.0,398.0,0.0,1843.0,0.0
3,비금융회사,현대자동차,동일인측,친족,배우자/ 혈족1촌,정의선,5598478.0,2.62,298.0,0.0,5598776.0,2.02
4,비금융회사,현대자동차,동일인측,친족,혈족2~4촌,,,,,,,
5,비금융회사,현대자동차,동일인측,친족,혈족5~6촌,,,,,,,
6,비금융회사,현대자동차,동일인측,친족,인척4촌이내,,,,,,,
7,비금융회사,현대자동차,동일인측,친족,친족합계,,5601368.0,2.62,1094.0,0.0,5602462.0,2.02
8,비금융회사,현대자동차,동일인측,비영리법인,비영리법인,,,,,,,
9,비금융회사,현대자동차,동일인측,등기된임원,등기된임원,알버트비어만,432.0,0.0,,,432.0,0.0
10,비금융회사,현대자동차,동일인측,등기된임원,등기된임원,김상현,335.0,0.0,,,335.0,0.0
11,비금융회사,현대자동차,동일인측,등기된임원,등기된임원,이원희,1983.0,0.0,9302.0,0.01,11285.0,0.0
12,비금융회사,현대자동차,동일인측,자기주식,자기주식,자기주식,13091308.0,6.13,3589137.0,5.67,16680445.0,6.02
13,비금융회사,현대자동차,동일인측,계열회사,계열회사,현대모비스,45782023.0,21.43,,,45782023.0,16.53
14,비금융회사,현대자동차,동일인측,동일인측 합계,동일인측 합계,,75873308.0,35.51,3599533.0,5.69,79472841.0,28.7
15,비금융회사,현대자동차,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
16,비금융회사,현대자동차,기타주주,기타,기타,기타주주,137794879.0,64.49,59671338.0,94.31,197466217.0,71.3
17,비금융회사,현대자동차,총계,총계,총계,,213668187.0,100.0,63270871.0,100.0,276939058.0,100.0
18,비금융회사,기아자동차,동일인측,동일인,동일인,,,,,,,
19,비금융회사,기아자동차,동일인측,친족,배우자/ 혈족1촌,정의선,7061331.0,1.74,,,7061331.0,1.74
20,비금융회사,기아자동차,동일인측,친족,혈족2~4촌,,,,,,,
21,비금융회사,기아자동차,동일인측,친족,혈족5~6촌,,,,,,,
22,비금융회사,기아자동차,동일인측,친족,인척4촌이내,,,,,,,
23,비금융회사,기아자동차,동일인측,친족,친족합계,,7061331.0,1.74,,,7061331.0,1.74
24,비금융회사,기아자동차,동일인측,비영리법인,비영리법인,,,,,,,
25,비금융회사,기아자동차,동일인측,등기된임원,등기된임원,주우정,22740.0,0.01,,,22740.0,0.01
26,비금융회사,기아자동차,동일인측,등기된임원,등기된임원,최준영,1718.0,0.0,,,1718.0,0.0
27,비금융회사,기아자동차,동일인측,등기된임원,등기된임원,김동원,800.0,0.0,,,800.0,0.0
28,비금융회사,기아자동차,동일인측,자기주식,자기주식,기아자동차,4432084.0,1.09,,,4432084.0,1.09
29,비금융회사,기아자동차,동일인측,계열회사,계열회사,현대자동차,137318251.0,33.88,,,137318251.0,33.88
30,비금융회사,기아자동차,동일인측,동일인측 합계,동일인측 합계,,148836924.0,36.72,,,148836924.0,36.72
31,비금융회사,기아자동차,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
32,비금융회사,기아자동차,기타주주,기타,기타,,256526423.0,63.28,,,256526423.0,63.28
33,비금융회사,기아자동차,총계,총계,총계,,405363347.0,100.0,,,405363347.0,100.0
34,비금융회사,현대제철,동일인측,동일인,동일인,정몽구,15761674.0,11.81,,,15761674.0,11.81
35,비금융회사,현대제철,동일인측,친족,배우자/ 혈족1촌,,,,,,,
36,비금융회사,현대제철,동일인측,친족,혈족2~4촌,,,,,,,
37,비금융회사,현대제철,동일인측,친족,혈족5~6촌,,,,,,,
38,비금융회사,현대제철,동일인측,친족,인척4촌이내,,,,,,,
39,비금융회사,현대제철,동일인측,친족,친족합계,,,,,,,
40,비금융회사,현대제철,동일인측,비영리법인,비영리법인,,,,,,,
41,비금융회사,현대제철,동일인측,등기된임원,등기된임원,정호열,3000.0,0.0,,,3000.0,0.0
42,비금융회사,현대제철,동일인측,등기된임원,등기된임원,이은택,2000.0,0.0,,,2000.0,0.0
43,비금융회사,현대제철,동일인측,등기된임원,등기된임원,서강현,2000.0,0.0,,,2000.0,0.0
44,비금융회사,현대제철,동일인측,등기된임원,등기된임원,박종성,2859.0,0.0,,,2859.0,0.0
45,비금융회사,현대제철,동일인측,등기된임원,등기된임원,박의만,4843.0,0.0,,,4843.0,0.0
46,비금융회사,현대제철,동일인측,자기주식,자기주식,현대제철,2187641.0,1.64,,,2187641.0,1.64
47,비금융회사,현대제철,동일인측,계열회사,계열회사,기아자동차,23049159.0,17.27,,,23049159.0,17.27
48,비금융회사,현대제철,동일인측,계열회사,계열회사,현대자동차,9173595.0,6.87,,,9173595.0,6.87
49,비금융회사,현대제철,동일인측,동일인측 합계,동일인측 합계,,50186771.0,37.61,,,50186771.0,37.61
50,비금융회사,현대제철,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
51,비금융회사,현대제철,기타주주,기타,기타,,83259014.0,62.39,,,83259014.0,62.39
52,비금융회사,현대제철,총계,총계,총계,,133445785.0,100.0,,,133445785.0,100.0
53,비금융회사,현대모비스,동일인측,동일인,동일인,정몽구,6778966.0,7.13,,,6778966.0,7.13
54,비금융회사,현대모비스,동일인측,친족,배우자/ 혈족1촌,정의선,303759.0,0.32,,,303759.0,0.32
55,비금융회사,현대모비스,동일인측,친족,혈족2~4촌,,,,,,,
56,비금융회사,현대모비스,동일인측,친족,혈족5~6촌,,,,,,,
57,비금융회사,현대모비스,동일인측,친족,인척4촌이내,,,,,,,
58,비금융회사,현대모비스,동일인측,친족,친족합계,,303759.0,0.32,,,303759.0,0.32
59,비금융회사,현대모비스,동일인측,비영리법인,비영리법인,,,,,,,
60,비금융회사,현대모비스,동일인측,등기된임원,등기된임원,박정국,626.0,0.0,,,626.0,0.0
61,비금융회사,현대모비스,동일인측,등기된임원,등기된임원,배형근,460.0,0.0,,,460.0,0.0
62,비금융회사,현대모비스,동일인측,자기주식,자기주식,현대모비스,1617535.0,1.7,,,1617535.0,1.7
63,비금융회사,현대모비스,동일인측,계열회사,계열회사,현대글로비스,656293.0,0.69,,,656293.0,0.69
64,비금융회사,현대모비스,동일인측,계열회사,계열회사,기아자동차,16427074.0,17.28,,,16427074.0,17.28
65,비금융회사,현대모비스,동일인측,계열회사,계열회사,현대제철,5504846.0,5.79,,,5504846.0,5.79
66,비금융회사,현대모비스,동일인측,동일인측 합계,동일인측 합계,,31289559.0,32.92,,,31289559.0,32.92
67,비금융회사,현대모비스,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
68,비금융회사,현대모비스,기타주주,기타,기타,기타주주,63765135.0,67.08,3974.0,100.0,63769109.0,67.08
69,비금융회사,현대모비스,총계,총계,총계,,95054694.0,100.0,3974.0,100.0,95058668.0,100.0
70,비금융회사,현대건설,동일인측,동일인,동일인,,,,,,,
71,비금융회사,현대건설,동일인측,친족,배우자/ 혈족1촌,,,,,,,
72,비금융회사,현대건설,동일인측,친족,혈족2~4촌,,,,,,,
73,비금융회사,현대건설,동일인측,친족,혈족5~6촌,,,,,,,
74,비금융회사,현대건설,동일인측,친족,인척4촌이내,,,,,,,
75,비금융회사,현대건설,동일인측,친족,친족합계,,,,,,,
76,비금융회사,현대건설,동일인측,비영리법인,비영리법인,,,,,,,
77,비금융회사,현대건설,동일인측,등기된임원,등기된임원,박동욱,1000.0,0.0,,,1000.0,0.0
78,비금융회사,현대건설,동일인측,등기된임원,등기된임원,윤여성,1900.0,0.0,,,1900.0,0.0
79,비금융회사,현대건설,동일인측,등기된임원,등기된임원,김영기,2000.0,0.0,,,2000.0,0.0
80,비금융회사,현대건설,동일인측,등기된임원,등기된임원,이원우,1000.0,0.0,,,1000.0,0.0
81,비금융회사,현대건설,동일인측,등기된임원,등기된임원,박성득,1300.0,0.0,,,1300.0,0.0
82,비금융회사,현대건설,동일인측,자기주식,자기주식,,,,,,,
83,비금융회사,현대건설,동일인측,계열회사,계열회사,현대자동차,23327400.0,20.95,,,23327400.0,20.93
84,비금융회사,현대건설,동일인측,계열회사,계열회사,현대모비스,9719750.0,8.73,,,9719750.0,8.72
85,비금융회사,현대건설,동일인측,계열회사,계열회사,기아자동차,5831850.0,5.24,,,5831850.0,5.23
86,비금융회사,현대건설,동일인측,동일인측 합계,동일인측 합계,,38886200.0,34.92,,,38886200.0,34.89
87,비금융회사,현대건설,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
