,소속회사명,소속회사명,동일인과의 관계,동일인과의 관계,동일인과의 관계,성명,보통주,보통주,우선주,우선주,합계,합계
,소속회사명,소속회사명.1,동일인과의 관계,동일인과의 관계.1,동일인과의 관계.2,성명,주식수,지분율,주식수,지분율,주식수,지분율
0,비금융회사,㈜효성,동일인측,동일인,동일인,조석래,1986333.0,9.43%,,,1986333,9.43%
1,비금융회사,㈜효성,동일인측,친족,배우자/혈족1촌,조현준,4623736.0,21.94%,,,4623736,21.94%
2,비금융회사,㈜효성,동일인측,친족,배우자/혈족1촌,조현상,4513596.0,21.42%,,,4513596,21.42%
3,비금융회사,㈜효성,동일인측,친족,배우자/혈족1촌,송광자,101387.0,0.48%,,,101387,0.48%
4,비금융회사,㈜효성,동일인측,친족,혈족2~4촌,조인영,4803.0,0.02%,,,4803,0.02%
5,비금융회사,㈜효성,동일인측,친족,혈족2~4촌,조인서,4803.0,0.02%,,,4803,0.02%
6,비금융회사,㈜효성,동일인측,친족,혈족5~6촌,,,,,,,
7,비금융회사,㈜효성,동일인측,친족,인척 4촌이내,,,,,,,
8,비금융회사,㈜효성,동일인측,친족,친족 합계,,9248325.0,43.89%,,,9248325,43.89%
9,비금융회사,㈜효성,동일인측,비영리법인,비영리법인,동양학원,293519.0,1.39%,,,293519,1.39%
10,비금융회사,㈜효성,동일인측,등기된 임원,등기된 임원,이상운,1418.0,0.01%,,,1418,0.01%
11,비금융회사,㈜효성,동일인측,등기된 임원,등기된 임원,이천규,196.0,0.00%,,,196,0.00%
12,비금융회사,㈜효성,동일인측,자기주식,자기주식,자기주식,740201.0,3.51%,,,740201,3.51%
13,비금융회사,㈜효성,동일인측,계열회사 (국내+해외),계열회사 (국내+해외),,,,,,,
14,비금융회사,㈜효성,동일인측,기타 동일인관련자,기타 동일인관련자,,,,,,,
15,비금융회사,㈜효성,동일인측,동일인측 합계,동일인측 합계,,12269992.0,58.23%,,,12269992,58.23%
16,비금융회사,㈜효성,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
17,비금융회사,㈜효성,기타주주,기타,기타,,8801033.0,41.77%,,,8801033,41.77%
18,비금융회사,㈜효성,총 계,총 계,총 계,,21071025.0,100.00%,,,21071025,100.00%
19,비금융회사,효성티앤씨㈜,동일인측,동일인,동일인,조석래,354441.0,8.19%,,,354441,8.19%
20,비금융회사,효성티앤씨㈜,동일인측,친족,배우자/혈족1촌,송광자,31806.0,0.73%,,,31806,0.73%
21,비금융회사,효성티앤씨㈜,동일인측,친족,배우자/혈족1촌,조현준,631617.0,14.59%,,,631617,14.59%
22,비금융회사,효성티앤씨㈜,동일인측,친족,혈족2~4촌,조인영,1419.0,0.03%,,,1419,0.03%
23,비금융회사,효성티앤씨㈜,동일인측,친족,혈족2~4촌,조인서,1419.0,0.03%,,,1419,0.03%
24,비금융회사,효성티앤씨㈜,동일인측,친족,혈족5~6촌,,,,,,,
25,비금융회사,효성티앤씨㈜,동일인측,친족,인척 4촌이내,,,,,,,
26,비금융회사,효성티앤씨㈜,동일인측,친족,친족 합계,,666261.0,15.40%,,,666261,15.40%
27,비금융회사,효성티앤씨㈜,동일인측,비영리법인,비영리법인,,,,,,,
28,비금융회사,효성티앤씨㈜,동일인측,등기된 임원,등기된 임원,이상운,445.0,0.01%,,,445,0.01%
29,비금융회사,효성티앤씨㈜,동일인측,등기된 임원,등기된 임원,이천규,61.0,0.00%,,,61,0.00%
30,비금융회사,효성티앤씨㈜,동일인측,자기주식,자기주식,자기주식,11992.0,0.28%,,,11992,0.28%
31,비금융회사,효성티앤씨㈜,동일인측,계열회사 (국내+해외),계열회사 (국내+해외),㈜효성,879290.0,20.32%,,,879290,20.32%
32,비금융회사,효성티앤씨㈜,동일인측,기타 동일인관련자,기타 동일인관련자,,,,,,,
33,비금융회사,효성티앤씨㈜,동일인측,동일인측 합계,동일인측 합계,,1912490.0,44.19%,,,1912490,44.19%
34,비금융회사,효성티앤씨㈜,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
35,비금융회사,효성티앤씨㈜,기타주주,기타,기타,,2415192.0,55.81%,,,2415192,55.81%
36,비금융회사,효성티앤씨㈜,총 계,총 계,총 계,,4327682.0,100.00%,,,4327682,100.00%
37,비금융회사,효성중공업㈜,동일인측,동일인,동일인,조석래,949450.0,10.18%,,,949450,10.18%
38,비금융회사,효성중공업㈜,동일인측,친족,배우자/혈족1촌,송광자,68530.0,0.73%,,,68530,0.73%
39,비금융회사,효성중공업㈜,동일인측,친족,배우자/혈족1촌,조현준,544361.0,5.84%,,,544361,5.84%
40,비금융회사,효성중공업㈜,동일인측,친족,배우자/혈족1촌,조현상,455323.0,4.88%,,,455323,4.88%
41,비금융회사,효성중공업㈜,동일인측,친족,혈족2~4촌,조인영,3057.0,0.03%,,,3057,0.03%
42,비금융회사,효성중공업㈜,동일인측,친족,혈족2~4촌,조인서,3057.0,0.03%,,,3057,0.03%
43,비금융회사,효성중공업㈜,동일인측,친족,혈족5~6촌,,,,,,,
44,비금융회사,효성중공업㈜,동일인측,친족,인척 4촌이내,,,,,,,
45,비금융회사,효성중공업㈜,동일인측,친족,친족 합계,,1074328.0,11.52%,,,1074328,11.52%
46,비금융회사,효성중공업㈜,동일인측,비영리법인,비영리법인,,,,,,,
47,비금융회사,효성중공업㈜,동일인측,등기된 임원,등기된 임원,이상운,959.0,0.01%,,,959,0.01%
48,비금융회사,효성중공업㈜,동일인측,등기된 임원,등기된 임원,이천규,132.0,0.00%,,,132,0.00%
49,비금융회사,효성중공업㈜,동일인측,자기주식,자기주식,자기주식,12807.0,0.14%,,,12807,0.14%
50,비금융회사,효성중공업㈜,동일인측,계열회사 (국내+해외),계열회사 (국내+해외),㈜효성,3027801.0,32.47%,,,3027801,32.47%
51,비금융회사,효성중공업㈜,동일인측,기타 동일인관련자,기타 동일인관련자,,,,,,,
52,비금융회사,효성중공업㈜,동일인측,동일인측 합계,동일인측 합계,,5065477.0,54.32%,,,5065477,54.32%
53,비금융회사,효성중공업㈜,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
54,비금융회사,효성중공업㈜,기타주주,기타,기타,,4259071.0,45.68%,,,4259071,45.68%
55,비금융회사,효성중공업㈜,총 계,총 계,총 계,,9324548.0,100.00%,,,9324548,100.00%
56,비금융회사,효성첨단소재㈜,동일인측,동일인,동일인,조석래,456159.0,10.18%,,,456159,10.18%
57,비금융회사,효성첨단소재㈜,동일인측,친족,배우자/혈족1촌,송광자,32925.0,0.73%,,,32925,0.73%
58,비금융회사,효성첨단소재㈜,동일인측,친족,배우자/혈족1촌,조현상,546895.0,12.21%,,,546895,12.21%
59,비금융회사,효성첨단소재㈜,동일인측,친족,혈족2~4촌,조인영,1468.0,0.03%,,,1468,0.03%
