,소속회사명,소속회사명,동일인과의관계,동일인과의관계,동일인과의관계,성명,보통주,보통주,우선주,우선주,합계,합계
213,비금융회사,푸드위드㈜,동일인측,계열회사,,롯데푸드㈜,100000,100.00%,0,0.00%,100000,100.00%
214,비금융회사,푸드위드㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,100000,100.00%,0,0.00%,100000,100.00%
215,비금융회사,푸드위드㈜,푸드위드㈜ 합계,푸드위드㈜ 합계,푸드위드㈜ 합계,푸드위드㈜ 합계,100000,100.00%,0,0.00%,100000,100.00%
216,비금융회사,롯데쇼핑㈜,동일인측,동일인,동일인,신동빈,2783700,9.84%,0,0.00%,2783700,9.84%
217,비금융회사,롯데쇼핑㈜,동일인측,친족,배우자/혈족1촌,신격호,262438,0.93%,0,0.00%,262438,0.93%
218,비금융회사,롯데쇼핑㈜,동일인측,친족,혈족2~4촌,신영자,210174,0.74%,0,0.00%,210174,0.74%
219,비금융회사,롯데쇼핑㈜,동일인측,친족,혈족2~4촌,신동주,133953,0.47%,0,0.00%,133953,0.47%
220,비금융회사,롯데쇼핑㈜,동일인측,친족,혈족2~4촌,신유미,25811,0.09%,0,0.00%,25811,0.09%
221,비금융회사,롯데쇼핑㈜,동일인측,친족,혈족5~6촌,신영우,40,0.00%,0,0.00%,40,0.00%
222,비금융회사,롯데쇼핑㈜,동일인측,친족,인척4촌 이내,박희청,250,0.00%,0,0.00%,250,0.00%
223,비금융회사,롯데쇼핑㈜,동일인측,친족,친족합계,친족합계,632666,2.24%,0,0.00%,632666,2.24%
224,비금융회사,롯데쇼핑㈜,동일인측,비영리법인,,(재)롯데문화재단,1813,0.01%,0,0.00%,1813,0.01%
225,비금융회사,롯데쇼핑㈜,동일인측,비영리법인,,사회복지법인 롯데삼동복지재단,42765,0.15%,0,0.00%,42765,0.15%
226,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,남창희,129,0.00%,0,0.00%,129,0.00%
227,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,황각규,58,0.00%,0,0.00%,58,0.00%
228,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,강희태,364,0.00%,0,0.00%,364,0.00%
229,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,장호주,220,0.00%,0,0.00%,220,0.00%
230,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,황범석,150,0.00%,0,0.00%,150,0.00%
231,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,송정호,771,0.00%,0,0.00%,771,0.00%
232,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,최영준,80,0.00%,0,0.00%,80,0.00%
233,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,이진우,70,0.00%,0,0.00%,70,0.00%
234,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,정원호,38,0.00%,0,0.00%,38,0.00%
235,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,김동하,30,0.00%,0,0.00%,30,0.00%
236,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,오일근,41,0.00%,0,0.00%,41,0.00%
237,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,유형주,63,0.00%,0,0.00%,63,0.00%
238,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,장학영,6,0.00%,0,0.00%,6,0.00%
239,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,조석민,40,0.00%,0,0.00%,40,0.00%
240,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,김두원,80,0.00%,0,0.00%,80,0.00%
241,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,이갑,75,0.00%,0,0.00%,75,0.00%
242,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,황용석,14,0.00%,0,0.00%,14,0.00%
243,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,구성회,45,0.00%,0,0.00%,45,0.00%
244,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,김상수,111,0.00%,0,0.00%,111,0.00%
245,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,이형규,44,0.00%,0,0.00%,44,0.00%
246,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,김종길,100,0.00%,0,0.00%,100,0.00%
247,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,전형식,146,0.00%,0,0.00%,146,0.00%
248,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,현종혁,75,0.00%,0,0.00%,75,0.00%
249,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,심명섭,10,0.00%,0,0.00%,10,0.00%
250,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,김상우,45,0.00%,0,0.00%,45,0.00%
251,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,김세호,676,0.00%,0,0.00%,676,0.00%
252,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,김경봉,17,0.00%,0,0.00%,17,0.00%
253,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,손명정,9,0.00%,0,0.00%,9,0.00%
254,비금융회사,롯데쇼핑㈜,동일인측,등기된임원,,이호설,133,0.00%,0,0.00%,133,0.00%
255,비금융회사,롯데쇼핑㈜,동일인측,자기주식,,롯데쇼핑㈜,18115,0.06%,0,0.00%,18115,0.06%
256,비금융회사,롯데쇼핑㈜,동일인측,계열회사,,롯데지주㈜,11315503,40.00%,0,0.00%,11315503,40.00%
257,비금융회사,롯데쇼핑㈜,동일인측,계열회사,,㈜호텔롯데,2507158,8.86%,0,0.00%,2507158,8.86%
258,비금융회사,롯데쇼핑㈜,동일인측,계열회사,,㈜부산롯데호텔,220326,0.78%,0,0.00%,220326,0.78%
259,비금융회사,롯데쇼핑㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,17525686,61.95%,0,0.00%,17525686,61.95%
260,비금융회사,롯데쇼핑㈜,기타주주,기타,기타,기타,10763069,38.05%,0,0.00%,10763069,38.05%
261,비금융회사,롯데쇼핑㈜,롯데쇼핑㈜ 합계,롯데쇼핑㈜ 합계,롯데쇼핑㈜ 합계,롯데쇼핑㈜ 합계,28288755,100.00%,0,0.00%,28288755,100.00%
262,비금융회사,롯데역사㈜,동일인측,동일인,동일인,신동빈,314400,8.73%,0,0.00%,314400,8.73%
263,비금융회사,롯데역사㈜,동일인측,친족,혈족2~4촌,신동주,314400,8.73%,0,0.00%,314400,8.73%
264,비금융회사,롯데역사㈜,동일인측,친족,친족합계,친족합계,314400,8.73%,0,0.00%,314400,8.73%
265,비금융회사,롯데역사㈜,동일인측,비영리법인,,(재)롯데장학재단,192000,5.33%,0,0.00%,192000,5.33%
266,비금융회사,롯데역사㈜,동일인측,계열회사,,롯데지주㈜,1603200,44.53%,0,0.00%,1603200,44.53%
267,비금융회사,롯데역사㈜,동일인측,계열회사,,㈜부산롯데호텔,36000,1.00%,0,0.00%,36000,1.00%
268,비금융회사,롯데역사㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,2460000,68.33%,0,0.00%,2460000,68.33%
269,비금융회사,롯데역사㈜,기타주주,기타,기타,기타,1140000,31.67%,0,0.00%,1140000,31.67%
270,비금융회사,롯데역사㈜,롯데역사㈜ 합계,롯데역사㈜ 합계,롯데역사㈜ 합계,롯데역사㈜ 합계,3600000,100.00%,0,0.00%,3600000,100.00%
271,비금융회사,㈜코리아세븐,동일인측,동일인,동일인,신동빈,3242835,8.76%,0,0.00%,3242835,8.76%
272,비금융회사,㈜코리아세븐,동일인측,친족,혈족2~4촌,신영자,894144,2.41%,0,0.00%,894144,2.41%
273,비금융회사,㈜코리아세븐,동일인측,친족,혈족2~4촌,신유미,507174,1.37%,0,0.00%,507174,1.37%
274,비금융회사,㈜코리아세븐,동일인측,친족,친족합계,친족합계,1401318,3.78%,0,0.00%,1401318,3.78%
275,비금융회사,㈜코리아세븐,동일인측,비영리법인,,(재)롯데문화재단,215587,0.58%,0,0.00%,215587,0.58%
276,비금융회사,㈜코리아세븐,동일인측,자기주식,,㈜코리아세븐,1487573,4.02%,0,0.00%,1487573,4.02%
277,비금융회사,㈜코리아세븐,동일인측,계열회사,,롯데지주㈜,29497655,79.66%,0,0.00%,29497655,79.66%
278,비금융회사,㈜코리아세븐,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,35844968,96.80%,0,0.00%,35844968,96.80%
279,비금융회사,㈜코리아세븐,기타주주,기타,기타,기타,1183608,3.20%,0,0.00%,1183608,3.20%
280,비금융회사,㈜코리아세븐,㈜코리아세븐 합계,㈜코리아세븐 합계,㈜코리아세븐 합계,㈜코리아세븐 합계,37028576,100.00%,0,0.00%,37028576,100.00%
281,비금융회사,에프알엘코리아㈜,동일인측,계열회사,,롯데쇼핑㈜,2352000,49.00%,0,0.00%,2352000,49.00%
282,비금융회사,에프알엘코리아㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,2352000,49.00%,0,0.00%,2352000,49.00%
283,비금융회사,에프알엘코리아㈜,기타주주,동일인측이 아닌 최다주주,,"Fast Retailing Co., Ltd.",2448000,51.00%,0,0.00%,2448000,51.00%
284,비금융회사,에프알엘코리아㈜,에프알엘코리아㈜ 합계,에프알엘코리아㈜ 합계,에프알엘코리아㈜ 합계,에프알엘코리아㈜ 합계,4800000,100.00%,0,0.00%,4800000,100.00%
285,비금융회사,㈜우리홈쇼핑,동일인측,계열회사,,롯데쇼핑㈜,4242796,53.03%,0,0.00%,4242796,53.03%
286,비금융회사,㈜우리홈쇼핑,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,4242796,53.03%,0,0.00%,4242796,53.03%
287,비금융회사,㈜우리홈쇼핑,기타주주,기타,기타,기타,3757204,46.97%,0,0.00%,3757204,46.97%
288,비금융회사,㈜우리홈쇼핑,㈜우리홈쇼핑 합계,㈜우리홈쇼핑 합계,㈜우리홈쇼핑 합계,㈜우리홈쇼핑 합계,8000000,100.00%,0,0.00%,8000000,100.00%
289,비금융회사,롯데김해개발㈜,동일인측,계열회사,,롯데쇼핑㈜,60000,100.00%,0,0.00%,60000,100.00%
290,비금융회사,롯데김해개발㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,60000,100.00%,0,0.00%,60000,100.00%
291,비금융회사,롯데김해개발㈜,롯데김해개발㈜ 합계,롯데김해개발㈜ 합계,롯데김해개발㈜ 합계,롯데김해개발㈜ 합계,60000,100.00%,0,0.00%,60000,100.00%
292,비금융회사,롯데수원역쇼핑타운㈜,동일인측,계열회사,,롯데쇼핑㈜,20000000,100.00%,0,0.00%,20000000,100.00%
293,비금융회사,롯데수원역쇼핑타운㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,20000000,100.00%,0,0.00%,20000000,100.00%
294,비금융회사,롯데수원역쇼핑타운㈜,롯데수원역쇼핑타운㈜ 합계,롯데수원역쇼핑타운㈜ 합계,롯데수원역쇼핑타운㈜ 합계,롯데수원역쇼핑타운㈜ 합계,20000000,100.00%,0,0.00%,20000000,100.00%
295,비금융회사,롯데지에프알㈜,동일인측,계열회사,,롯데쇼핑㈜,1713630,99.93%,0,0.00%,1713630,99.93%
296,비금융회사,롯데지에프알㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,1713630,99.93%,0,0.00%,1713630,99.93%
297,비금융회사,롯데지에프알㈜,기타주주,기타,기타,기타,1200,0.07%,0,0.00%,1200,0.07%
298,비금융회사,롯데지에프알㈜,롯데지에프알㈜ 합계,롯데지에프알㈜ 합계,롯데지에프알㈜ 합계,롯데지에프알㈜ 합계,1714830,100.00%,0,0.00%,1714830,100.00%
299,비금융회사,롯데송도쇼핑타운㈜,동일인측,계열회사,,롯데쇼핑㈜,21315667,100.00%,0,0.00%,21315667,100.00%
300,비금융회사,롯데송도쇼핑타운㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,21315667,100.00%,0,0.00%,21315667,100.00%
301,비금융회사,롯데송도쇼핑타운㈜,롯데송도쇼핑타운㈜ 합계,롯데송도쇼핑타운㈜ 합계,롯데송도쇼핑타운㈜ 합계,롯데송도쇼핑타운㈜ 합계,21315667,100.00%,0,0.00%,21315667,100.00%
302,비금융회사,한국에스티엘㈜,동일인측,등기된임원,,카즈마사테라다,1,0.00%,0,0.00%,1,0.00%
303,비금융회사,한국에스티엘㈜,동일인측,계열회사,,롯데쇼핑㈜,1200000,50.00%,0,0.00%,1200000,50.00%
304,비금융회사,한국에스티엘㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,1200001,50.00%,0,0.00%,1200001,50.00%
305,비금융회사,한국에스티엘㈜,기타주주,동일인측이 아닌 최다주주,,사만사타바사 재팬리미티드,1200000,50.00%,0,0.00%,1200000,50.00%
306,비금융회사,한국에스티엘㈜,한국에스티엘㈜ 합계,한국에스티엘㈜ 합계,한국에스티엘㈜ 합계,한국에스티엘㈜ 합계,2400001,100.00%,0,0.00%,2400001,100.00%
307,비금융회사,씨에스유통㈜,동일인측,계열회사,,롯데쇼핑㈜,12761250,99.95%,0,0.00%,12761250,99.95%
308,비금융회사,씨에스유통㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,12761250,99.95%,0,0.00%,12761250,99.95%
309,비금융회사,씨에스유통㈜,기타주주,기타,기타,기타,6600,0.05%,0,0.00%,6600,0.05%
310,비금융회사,씨에스유통㈜,씨에스유통㈜ 합계,씨에스유통㈜ 합계,씨에스유통㈜ 합계,씨에스유통㈜ 합계,12767850,100.00%,0,0.00%,12767850,100.00%
311,비금융회사,롯데하이마트㈜,동일인측,등기된임원,,오성엽,700,0.00%,0,0.00%,700,0.00%
312,비금융회사,롯데하이마트㈜,동일인측,등기된임원,,김진호,300,0.00%,0,0.00%,300,0.00%
313,비금융회사,롯데하이마트㈜,동일인측,등기된임원,,이동우,28000,0.12%,0,0.00%,28000,0.12%
314,비금융회사,롯데하이마트㈜,동일인측,등기된임원,,황영근,300,0.00%,0,0.00%,300,0.00%
315,비금융회사,롯데하이마트㈜,동일인측,등기된임원,,김종길,1000,0.00%,0,0.00%,1000,0.00%
316,비금융회사,롯데하이마트㈜,동일인측,계열회사,,롯데쇼핑㈜,15403274,65.25%,0,0.00%,15403274,65.25%
317,비금융회사,롯데하이마트㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,15433574,65.38%,0,0.00%,15433574,65.38%
318,비금융회사,롯데하이마트㈜,기타주주,기타,기타,기타,8174138,34.62%,0,0.00%,8174138,34.62%
319,비금융회사,롯데하이마트㈜,롯데하이마트㈜ 합계,롯데하이마트㈜ 합계,롯데하이마트㈜ 합계,롯데하이마트㈜ 합계,23607712,100.00%,0,0.00%,23607712,100.00%
320,비금융회사,롯데인천개발㈜,동일인측,계열회사,,롯데쇼핑㈜,20000000,100.00%,0,0.00%,20000000,100.00%
321,비금융회사,롯데인천개발㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,20000000,100.00%,0,0.00%,20000000,100.00%
322,비금융회사,롯데인천개발㈜,롯데인천개발㈜ 합계,롯데인천개발㈜ 합계,롯데인천개발㈜ 합계,롯데인천개발㈜ 합계,20000000,100.00%,0,0.00%,20000000,100.00%
323,비금융회사,롯데인천타운㈜,동일인측,계열회사,,롯데쇼핑㈜,13000000,100.00%,0,0.00%,13000000,100.00%
324,비금융회사,롯데인천타운㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,13000000,100.00%,0,0.00%,13000000,100.00%
325,비금융회사,롯데인천타운㈜,롯데인천타운㈜ 합계,롯데인천타운㈜ 합계,롯데인천타운㈜ 합계,롯데인천타운㈜ 합계,13000000,100.00%,0,0.00%,13000000,100.00%
326,비금융회사,롯데타운동탄㈜,동일인측,계열회사,,롯데쇼핑㈜,7000000,100.00%,0,0.00%,7000000,100.00%
327,비금융회사,롯데타운동탄㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,7000000,100.00%,0,0.00%,7000000,100.00%
328,비금융회사,롯데타운동탄㈜,롯데타운동탄㈜ 합계,롯데타운동탄㈜ 합계,롯데타운동탄㈜ 합계,롯데타운동탄㈜ 합계,7000000,100.00%,0,0.00%,7000000,100.00%
329,비금융회사,롯데울산개발㈜,동일인측,계열회사,,롯데쇼핑㈜,4880000,96.83%,0,0.00%,4880000,96.83%
330,비금융회사,롯데울산개발㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,4880000,96.83%,0,0.00%,4880000,96.83%
331,비금융회사,롯데울산개발㈜,기타주주,기타,기타,기타,160000,3.17%,0,0.00%,160000,3.17%
332,비금융회사,롯데울산개발㈜,롯데울산개발㈜ 합계,롯데울산개발㈜ 합계,롯데울산개발㈜ 합계,롯데울산개발㈜ 합계,5040000,100.00%,0,0.00%,5040000,100.00%
333,비금융회사,롯데컬처웍스㈜,동일인측,계열회사,,롯데쇼핑㈜,48732725,86.37%,0,0.00%,48732725,86.37%
334,비금융회사,롯데컬처웍스㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,48732725,86.37%,0,0.00%,48732725,86.37%
335,비금융회사,롯데컬처웍스㈜,기타주주,기타,기타,기타,7687456,13.63%,0,0.00%,7687456,13.63%
336,비금융회사,롯데컬처웍스㈜,롯데컬처웍스㈜ 합계,롯데컬처웍스㈜ 합계,롯데컬처웍스㈜ 합계,롯데컬처웍스㈜ 합계,56420181,100.00%,0,0.00%,56420181,100.00%
337,비금융회사,롯데디엠씨개발㈜,동일인측,계열회사,,롯데쇼핑㈜,950000,95.00%,0,0.00%,950000,95.00%
338,비금융회사,롯데디엠씨개발㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,950000,95.00%,0,0.00%,950000,95.00%
339,비금융회사,롯데디엠씨개발㈜,기타주주,기타,기타,기타,50000,5.00%,0,0.00%,50000,5.00%
340,비금융회사,롯데디엠씨개발㈜,롯데디엠씨개발㈜ 합계,롯데디엠씨개발㈜ 합계,롯데디엠씨개발㈜ 합계,롯데디엠씨개발㈜ 합계,1000000,100.00%,0,0.00%,1000000,100.00%
341,비금융회사,롯데케미칼㈜,동일인측,동일인,동일인,신동빈,90705,0.26%,0,0.00%,90705,0.26%
342,비금융회사,롯데케미칼㈜,동일인측,친족,혈족5~6촌,신영우,17,0.00%,0,0.00%,17,0.00%
343,비금융회사,롯데케미칼㈜,동일인측,친족,혈족5~6촌,신주현,90,0.00%,0,0.00%,90,0.00%
344,비금융회사,롯데케미칼㈜,동일인측,친족,혈족5~6촌,조현욱,13,0.00%,0,0.00%,13,0.00%
345,비금융회사,롯데케미칼㈜,동일인측,친족,친족합계,친족합계,120,0.00%,0,0.00%,120,0.00%
346,비금융회사,롯데케미칼㈜,동일인측,비영리법인,,(재)롯데문화재단,11495,0.03%,0,0.00%,11495,0.03%
347,비금융회사,롯데케미칼㈜,동일인측,등기된임원,,박인구,6,0.00%,0,0.00%,6,0.00%
348,비금융회사,롯데케미칼㈜,동일인측,등기된임원,,구본욱,18,0.00%,0,0.00%,18,0.00%
349,비금융회사,롯데케미칼㈜,동일인측,등기된임원,,박수성,2,0.00%,0,0.00%,2,0.00%
350,비금융회사,롯데케미칼㈜,동일인측,등기된임원,,현종혁,105,0.00%,0,0.00%,105,0.00%
351,비금융회사,롯데케미칼㈜,동일인측,등기된임원,,김민아,130,0.00%,0,0.00%,130,0.00%
352,비금융회사,롯데케미칼㈜,동일인측,등기된임원,,손명정,7,0.00%,0,0.00%,7,0.00%
353,비금융회사,롯데케미칼㈜,동일인측,계열회사,,롯데지주㈜,8235201,24.03%,0,0.00%,8235201,24.03%
354,비금융회사,롯데케미칼㈜,동일인측,계열회사,,㈜호텔롯데,245351,0.72%,0,0.00%,245351,0.72%
355,비금융회사,롯데케미칼㈜,동일인측,계열회사,,롯데물산㈜,6855084,20.00%,0,0.00%,6855084,20.00%
356,비금융회사,롯데케미칼㈜,동일인측,해외계열,,(주)롯데홀딩스,3186000,9.30%,0,0.00%,3186000,9.30%
357,비금융회사,롯데케미칼㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,18624224,54.34%,0,0.00%,18624224,54.34%
358,비금융회사,롯데케미칼㈜,기타주주,기타,기타,기타,15651195,45.66%,0,0.00%,15651195,45.66%
359,비금융회사,롯데케미칼㈜,롯데케미칼㈜ 합계,롯데케미칼㈜ 합계,롯데케미칼㈜ 합계,롯데케미칼㈜ 합계,34275419,100.00%,0,0.00%,34275419,100.00%
360,비금융회사,㈜케이피켐텍,동일인측,계열회사,,롯데케미칼㈜,22535,100.00%,0,0.00%,22535,100.00%
361,비금융회사,㈜케이피켐텍,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,22535,100.00%,0,0.00%,22535,100.00%
362,비금융회사,㈜케이피켐텍,㈜케이피켐텍 합계,㈜케이피켐텍 합계,㈜케이피켐텍 합계,㈜케이피켐텍 합계,22535,100.00%,0,0.00%,22535,100.00%
363,비금융회사,롯데엠시시㈜,동일인측,계열회사,,롯데케미칼㈜,19000000,50.00%,0,0.00%,19000000,50.00%
364,비금융회사,롯데엠시시㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,19000000,50.00%,0,0.00%,19000000,50.00%
365,비금융회사,롯데엠시시㈜,기타주주,기타,기타,기타,19000000,50.00%,0,0.00%,19000000,50.00%
366,비금융회사,롯데엠시시㈜,롯데엠시시㈜ 합계,롯데엠시시㈜ 합계,롯데엠시시㈜ 합계,롯데엠시시㈜ 합계,38000000,100.00%,0,0.00%,38000000,100.00%
367,비금융회사,삼박엘에프티㈜,동일인측,자기주식,,삼박엘에프티㈜,1190,0.49%,0,0.00%,1190,0.49%
368,비금융회사,삼박엘에프티㈜,동일인측,계열회사,,롯데케미칼㈜,240716,99.51%,0,0.00%,240716,99.51%
369,비금융회사,삼박엘에프티㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,241906,100.00%,0,0.00%,241906,100.00%
370,비금융회사,삼박엘에프티㈜,삼박엘에프티㈜ 합계,삼박엘에프티㈜ 합계,삼박엘에프티㈜ 합계,삼박엘에프티㈜ 합계,241906,100.00%,0,0.00%,241906,100.00%
371,비금융회사,데크항공㈜,동일인측,계열회사,,롯데케미칼㈜,6857114,100.00%,0,0.00%,6857114,100.00%
372,비금융회사,데크항공㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,6857114,100.00%,0,0.00%,6857114,100.00%
373,비금융회사,데크항공㈜,데크항공㈜ 합계,데크항공㈜ 합계,데크항공㈜ 합계,데크항공㈜ 합계,6857114,100.00%,0,0.00%,6857114,100.00%
374,비금융회사,롯데미쓰이화학㈜,동일인측,계열회사,,롯데케미칼㈜,2000000,50.00%,0,0.00%,2000000,50.00%
375,비금융회사,롯데미쓰이화학㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,2000000,50.00%,0,0.00%,2000000,50.00%
376,비금융회사,롯데미쓰이화학㈜,기타주주,기타,기타,기타,2000000,50.00%,0,0.00%,2000000,50.00%
377,비금융회사,롯데미쓰이화학㈜,롯데미쓰이화학㈜ 합계,롯데미쓰이화학㈜ 합계,롯데미쓰이화학㈜ 합계,롯데미쓰이화학㈜ 합계,4000000,100.00%,0,0.00%,4000000,100.00%
378,비금융회사,롯데베르살리스엘라스토머스㈜,동일인측,계열회사,,롯데케미칼㈜,50180001,50.00%,0,0.00%,50180001,50.00%
379,비금융회사,롯데베르살리스엘라스토머스㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,50180001,50.00%,0,0.00%,50180001,50.00%
380,비금융회사,롯데베르살리스엘라스토머스㈜,기타주주,기타,기타,기타,50179999,50.00%,0,0.00%,50179999,50.00%
381,비금융회사,롯데베르살리스엘라스토머스㈜,롯데베르살리스엘라스토머스㈜ 합계,롯데베르살리스엘라스토머스㈜ 합계,롯데베르살리스엘라스토머스㈜ 합계,롯데베르살리스엘라스토머스㈜ 합계,100360000,100.00%,0,0.00%,100360000,100.00%
382,비금융회사,롯데정밀화학㈜,동일인측,등기된임원,,강상호,10,0.00%,0,0.00%,10,0.00%
383,비금융회사,롯데정밀화학㈜,동일인측,등기된임원,,김종길,100,0.00%,0,0.00%,100,0.00%
384,비금융회사,롯데정밀화학㈜,동일인측,자기주식,,롯데정밀화학㈜,330000,1.28%,0,0.00%,330000,1.28%
385,비금융회사,롯데정밀화학㈜,동일인측,계열회사,,롯데케미칼㈜,8031190,31.13%,0,0.00%,8031190,31.13%
386,비금융회사,롯데정밀화학㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,8361300,32.41%,0,0.00%,8361300,32.41%
387,비금융회사,롯데정밀화학㈜,기타주주,기타,기타,기타,17438700,67.59%,0,0.00%,17438700,67.59%
388,비금융회사,롯데정밀화학㈜,롯데정밀화학㈜ 합계,롯데정밀화학㈜ 합계,롯데정밀화학㈜ 합계,롯데정밀화학㈜ 합계,25800000,100.00%,0,0.00%,25800000,100.00%
389,비금융회사,한덕화학㈜,동일인측,계열회사,,롯데정밀화학㈜,225000,50.00%,0,0.00%,225000,50.00%
390,비금융회사,한덕화학㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,225000,50.00%,0,0.00%,225000,50.00%
391,비금융회사,한덕화학㈜,기타주주,기타,기타,기타,225000,50.00%,0,0.00%,225000,50.00%
392,비금융회사,한덕화학㈜,한덕화학㈜ 합계,한덕화학㈜ 합계,한덕화학㈜ 합계,한덕화학㈜ 합계,450000,100.00%,0,0.00%,450000,100.00%
393,비금융회사,롯데지에스화학㈜,동일인측,계열회사,,롯데케미칼㈜,7140000,51.00%,0,0.00%,7140000,51.00%
394,비금융회사,롯데지에스화학㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,7140000,51.00%,0,0.00%,7140000,51.00%
395,비금융회사,롯데지에스화학㈜,기타주주,기타,기타,기타,6860000,49.00%,0,0.00%,6860000,49.00%
396,비금융회사,롯데지에스화학㈜,롯데지에스화학㈜ 합계,롯데지에스화학㈜ 합계,롯데지에스화학㈜ 합계,롯데지에스화학㈜ 합계,14000000,100.00%,0,0.00%,14000000,100.00%
397,비금융회사,한국후지필름㈜,동일인측,동일인,동일인,신동빈,2051,9.79%,0,0.00%,2051,9.79%
398,비금융회사,한국후지필름㈜,동일인측,친족,혈족2~4촌,신영자,736,3.51%,0,0.00%,736,3.51%
399,비금융회사,한국후지필름㈜,동일인측,친족,친족합계,친족합계,736,3.51%,0,0.00%,736,3.51%
400,비금융회사,한국후지필름㈜,동일인측,자기주식,,한국후지필름㈜,5,0.02%,0,0.00%,5,0.02%
401,비금융회사,한국후지필름㈜,동일인측,계열회사,,롯데지주㈜,15943,76.09%,0,0.00%,15943,76.09%
402,비금융회사,한국후지필름㈜,동일인측,계열회사,,㈜호텔롯데,1676,8.00%,0,0.00%,1676,8.00%
403,비금융회사,한국후지필름㈜,동일인측,계열회사,,롯데알미늄㈜,543,2.59%,0,0.00%,543,2.59%
404,비금융회사,한국후지필름㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,20954,100.00%,0,0.00%,20954,100.00%
405,비금융회사,한국후지필름㈜,한국후지필름㈜ 합계,한국후지필름㈜ 합계,한국후지필름㈜ 합계,한국후지필름㈜ 합계,20954,100.00%,0,0.00%,20954,100.00%
406,비금융회사,롯데알미늄㈜,동일인측,친족,혈족2~4촌,신영자,1315,0.13%,0,0.00%,1315,0.13%
407,비금융회사,롯데알미늄㈜,동일인측,친족,친족합계,친족합계,1315,0.13%,0,0.00%,1315,0.13%
408,비금융회사,롯데알미늄㈜,동일인측,계열회사,,㈜호텔롯데,396765,38.23%,0,0.00%,396765,38.23%
409,비금융회사,롯데알미늄㈜,동일인측,계열회사,,㈜부산롯데호텔,40346,3.89%,0,0.00%,40346,3.89%
410,비금융회사,롯데알미늄㈜,동일인측,해외계열,,(주)광윤사,237040,22.84%,0,0.00%,237040,22.84%
