,소속회사명,소속회사명,동일인과의관계,동일인과의관계,동일인과의관계,성명,보통주,보통주,우선주,우선주,합계,합계
15,비금융회사,롯데지주㈜,동일인측,비영리법인,,(재)롯데장학재단,3394589,3.24%,50516,5.11%,3445105,3.25%
16,비금융회사,롯데지주㈜,동일인측,비영리법인,,사회복지법인 롯데삼동복지재단,54807,0.05%,0,0.00%,54807,0.05%
17,비금융회사,롯데지주㈜,동일인측,등기된임원,,박윤기,100,0.00%,0,0.00%,100,0.00%
18,비금융회사,롯데지주㈜,동일인측,등기된임원,,황각규,3374,0.00%,0,0.00%,3374,0.00%
19,비금융회사,롯데지주㈜,동일인측,등기된임원,,윤종민,1000,0.00%,0,0.00%,1000,0.00%
20,비금융회사,롯데지주㈜,동일인측,등기된임원,,송용덕,1400,0.00%,0,0.00%,1400,0.00%
21,비금융회사,롯데지주㈜,동일인측,등기된임원,,강희태,127,0.00%,0,0.00%,127,0.00%
22,비금융회사,롯데지주㈜,동일인측,등기된임원,,장호주,114,0.00%,0,0.00%,114,0.00%
23,비금융회사,롯데지주㈜,동일인측,등기된임원,,송정호,860,0.00%,0,0.00%,860,0.00%
24,비금융회사,롯데지주㈜,동일인측,등기된임원,,최연수,551,0.00%,0,0.00%,551,0.00%
25,비금융회사,롯데지주㈜,동일인측,등기된임원,,박인구,100,0.00%,0,0.00%,100,0.00%
26,비금융회사,롯데지주㈜,동일인측,등기된임원,,이봉철,190,0.00%,0,0.00%,190,0.00%
27,비금융회사,롯데지주㈜,동일인측,등기된임원,,이동진,500,0.00%,0,0.00%,500,0.00%
28,비금융회사,롯데지주㈜,동일인측,등기된임원,,유형주,81,0.00%,0,0.00%,81,0.00%
29,비금융회사,롯데지주㈜,동일인측,등기된임원,,박상윤,72,0.00%,0,0.00%,72,0.00%
30,비금융회사,롯데지주㈜,동일인측,등기된임원,,서광식,8,0.00%,0,0.00%,8,0.00%
31,비금융회사,롯데지주㈜,동일인측,등기된임원,,장학영,100,0.00%,0,0.00%,100,0.00%
32,비금융회사,롯데지주㈜,동일인측,등기된임원,,정찬우,5000,0.00%,0,0.00%,5000,0.00%
33,비금융회사,롯데지주㈜,동일인측,등기된임원,,김민아,325,0.00%,0,0.00%,325,0.00%
34,비금융회사,롯데지주㈜,동일인측,등기된임원,,이갑,100,0.00%,0,0.00%,100,0.00%
35,비금융회사,롯데지주㈜,동일인측,등기된임원,,황용석,18,0.00%,0,0.00%,18,0.00%
36,비금융회사,롯데지주㈜,동일인측,등기된임원,,김태완,200,0.00%,0,0.00%,200,0.00%
37,비금융회사,롯데지주㈜,동일인측,등기된임원,,기원규,70,0.00%,0,0.00%,70,0.00%
38,비금융회사,롯데지주㈜,동일인측,등기된임원,,오성엽,1000,0.00%,0,0.00%,1000,0.00%
39,비금융회사,롯데지주㈜,동일인측,등기된임원,,김원재,177,0.00%,0,0.00%,177,0.00%
40,비금융회사,롯데지주㈜,동일인측,등기된임원,,추광식,365,0.00%,0,0.00%,365,0.00%
41,비금융회사,롯데지주㈜,동일인측,등기된임원,,이형규,57,0.00%,0,0.00%,57,0.00%
42,비금융회사,롯데지주㈜,동일인측,등기된임원,,이종현,600,0.00%,0,0.00%,600,0.00%
43,비금융회사,롯데지주㈜,동일인측,등기된임원,,김재윤,0,0.00%,500,0.05%,500,0.00%
44,비금융회사,롯데지주㈜,동일인측,등기된임원,,정부옥,400,0.00%,0,0.00%,400,0.00%
45,비금융회사,롯데지주㈜,동일인측,등기된임원,,정경문,600,0.00%,0,0.00%,600,0.00%
46,비금융회사,롯데지주㈜,동일인측,등기된임원,,이재홍,100,0.00%,0,0.00%,100,0.00%
47,비금융회사,롯데지주㈜,동일인측,등기된임원,,백광현,200,0.00%,0,0.00%,200,0.00%
48,비금융회사,롯데지주㈜,동일인측,등기된임원,,구본욱,50,0.00%,0,0.00%,50,0.00%
49,비금융회사,롯데지주㈜,동일인측,등기된임원,,박수성,70,0.00%,0,0.00%,70,0.00%
50,비금융회사,롯데지주㈜,동일인측,등기된임원,,권오승,90,0.00%,0,0.00%,90,0.00%
51,비금융회사,롯데지주㈜,동일인측,등기된임원,,김종길,639,0.00%,0,0.00%,639,0.00%
52,비금융회사,롯데지주㈜,동일인측,등기된임원,,현종혁,45,0.00%,0,0.00%,45,0.00%
53,비금융회사,롯데지주㈜,동일인측,등기된임원,,이병희,137,0.00%,0,0.00%,137,0.00%
54,비금융회사,롯데지주㈜,동일인측,등기된임원,,심명섭,200,0.00%,0,0.00%,200,0.00%
55,비금융회사,롯데지주㈜,동일인측,등기된임원,,이종환,25,0.00%,0,0.00%,25,0.00%
56,비금융회사,롯데지주㈜,동일인측,등기된임원,,김세호,549,0.00%,0,0.00%,549,0.00%
57,비금융회사,롯데지주㈜,동일인측,등기된임원,,김경봉,22,0.00%,0,0.00%,22,0.00%
58,비금융회사,롯데지주㈜,동일인측,등기된임원,,손명정,24,0.00%,0,0.00%,24,0.00%
59,비금융회사,롯데지주㈜,동일인측,등기된임원,,손희영,250,0.00%,0,0.00%,250,0.00%
60,비금융회사,롯데지주㈜,동일인측,등기된임원,,이호설,107,0.00%,0,0.00%,107,0.00%
61,비금융회사,롯데지주㈜,동일인측,등기된임원,,조한봉,7122,0.01%,0,0.00%,7122,0.01%
62,비금융회사,롯데지주㈜,동일인측,자기주식,,롯데지주㈜,34103937,32.51%,280048,28.36%,34383985,32.47%
63,비금융회사,롯데지주㈜,동일인측,계열회사,,㈜호텔롯데,11644662,11.10%,47735,4.83%,11692397,11.04%
64,비금융회사,롯데지주㈜,동일인측,계열회사,,㈜부산롯데호텔,989749,0.94%,0,0.00%,989749,0.93%
65,비금융회사,롯데지주㈜,동일인측,계열회사,,롯데알미늄㈜,5313478,5.06%,38854,3.93%,5352332,5.05%
66,비금융회사,롯데지주㈜,동일인측,해외계열,,L제2투자회사,1548547,1.48%,0,0.00%,1548547,1.46%
67,비금융회사,롯데지주㈜,동일인측,해외계열,,L제12투자회사,823865,0.79%,0,0.00%,823865,0.78%
68,비금융회사,롯데지주㈜,동일인측,해외계열,,(주)롯데홀딩스,2613965,2.49%,0,0.00%,2613965,2.47%
69,비금융회사,롯데지주㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,78829062,75.14%,607132,61.47%,79436194,75.01%
70,비금융회사,롯데지주㈜,기타주주,기타,기타,기타,26080175,24.86%,380491,38.53%,26460666,24.99%
71,비금융회사,롯데지주㈜,롯데지주㈜ 합계,롯데지주㈜ 합계,롯데지주㈜ 합계,롯데지주㈜ 합계,104909237,100.00%,987623,100.00%,105896860,100.00%
72,비금융회사,㈜호텔롯데,동일인측,자기주식,,㈜호텔롯데,173604,0.17%,0,0.00%,173604,0.17%
73,비금융회사,㈜호텔롯데,동일인측,계열회사,,㈜부산롯데호텔,566100,0.55%,0,0.00%,566100,0.55%
74,비금융회사,㈜호텔롯데,동일인측,해외계열,,(주)롯데홀딩스,19515000,19.07%,0,0.00%,19515000,19.07%
75,비금융회사,㈜호텔롯데,동일인측,해외계열,,(주)광윤사,5580000,5.45%,0,0.00%,5580000,5.45%
76,비금융회사,㈜호텔롯데,동일인측,해외계열,,L제1투자회사,8800000,8.60%,0,0.00%,8800000,8.60%
77,비금융회사,㈜호텔롯데,동일인측,해외계열,,L제2투자회사,3400000,3.32%,0,0.00%,3400000,3.32%
78,비금융회사,㈜호텔롯데,동일인측,해외계열,,L제4투자회사,16000000,15.63%,0,0.00%,16000000,15.63%
79,비금융회사,㈜호텔롯데,동일인측,해외계열,,L제5투자회사,3685000,3.60%,0,0.00%,3685000,3.60%
80,비금융회사,㈜호텔롯데,동일인측,해외계열,,L제6투자회사,4060000,3.97%,0,0.00%,4060000,3.97%
81,비금융회사,㈜호텔롯데,동일인측,해외계열,,L제7투자회사,9620000,9.40%,0,0.00%,9620000,9.40%
82,비금융회사,㈜호텔롯데,동일인측,해외계열,,L제8투자회사,5900000,5.76%,0,0.00%,5900000,5.76%
83,비금융회사,㈜호텔롯데,동일인측,해외계열,,L제9투자회사,10650000,10.41%,0,0.00%,10650000,10.41%
84,비금융회사,㈜호텔롯데,동일인측,해외계열,,L제10투자회사,4540000,4.44%,0,0.00%,4540000,4.44%
85,비금융회사,㈜호텔롯데,동일인측,해외계열,,L제11투자회사,3400000,3.32%,0,0.00%,3400000,3.32%
86,비금융회사,㈜호텔롯데,동일인측,해외계열,,L제12투자회사,4300000,4.20%,0,0.00%,4300000,4.20%
87,비금융회사,㈜호텔롯데,동일인측,해외계열,,(주)패밀리,2160000,2.11%,0,0.00%,2160000,2.11%
88,비금융회사,㈜호텔롯데,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,102349704,100.00%,0,0.00%,102349704,100.00%
89,비금융회사,㈜호텔롯데,㈜호텔롯데 합계,㈜호텔롯데 합계,㈜호텔롯데 합계,㈜호텔롯데 합계,102349704,100.00%,0,0.00%,102349704,100.00%
90,비금융회사,롯데면세점제주㈜,동일인측,계열회사,,㈜호텔롯데,200000,100.00%,0,0.00%,200000,100.00%
91,비금융회사,롯데면세점제주㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,200000,100.00%,0,0.00%,200000,100.00%
92,비금융회사,롯데면세점제주㈜,롯데면세점제주㈜ 합계,롯데면세점제주㈜ 합계,롯데면세점제주㈜ 합계,롯데면세점제주㈜ 합계,200000,100.00%,0,0.00%,200000,100.00%
93,비금융회사,㈜부산롯데호텔,동일인측,자기주식,,㈜부산롯데호텔,1000,0.00%,0,0.00%,1000,0.00%
94,비금융회사,㈜부산롯데호텔,동일인측,해외계열,,(주)롯데홀딩스,11375000,46.62%,0,0.00%,11375000,46.62%
95,비금융회사,㈜부산롯데호텔,동일인측,해외계열,,(주)광윤사,1666000,6.83%,0,0.00%,1666000,6.83%
96,비금융회사,㈜부산롯데호텔,동일인측,해외계열,,L제2투자회사,140000,0.57%,0,0.00%,140000,0.57%
97,비금융회사,㈜부산롯데호텔,동일인측,해외계열,,L제3투자회사,5020000,20.57%,0,0.00%,5020000,20.57%
98,비금융회사,㈜부산롯데호텔,동일인측,해외계열,,L제6투자회사,777000,3.18%,0,0.00%,777000,3.18%
99,비금융회사,㈜부산롯데호텔,동일인측,해외계열,,L제7투자회사,1570000,6.43%,0,0.00%,1570000,6.43%
100,비금융회사,㈜부산롯데호텔,동일인측,해외계열,,L제9투자회사,1480000,6.07%,0,0.00%,1480000,6.07%
101,비금융회사,㈜부산롯데호텔,동일인측,해외계열,,L제10투자회사,222000,0.91%,0,0.00%,222000,0.91%
102,비금융회사,㈜부산롯데호텔,동일인측,해외계열,,L제12투자회사,2150000,8.81%,0,0.00%,2150000,8.81%
103,비금융회사,㈜부산롯데호텔,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,24401000,100.00%,0,0.00%,24401000,100.00%
104,비금융회사,㈜부산롯데호텔,㈜부산롯데호텔 합계,㈜부산롯데호텔 합계,㈜부산롯데호텔 합계,㈜부산롯데호텔 합계,24401000,100.00%,0,0.00%,24401000,100.00%
105,비금융회사,롯데물산㈜,동일인측,동일인,동일인,신동빈,1026758,1.73%,0,0.00%,1026758,1.73%
106,비금융회사,롯데물산㈜,동일인측,친족,혈족2~4촌,신영자,2043454,3.44%,0,0.00%,2043454,3.44%
107,비금융회사,롯데물산㈜,동일인측,친족,혈족2~4촌,신동주,1028758,1.73%,0,0.00%,1028758,1.73%
108,비금융회사,롯데물산㈜,동일인측,친족,친족합계,친족합계,3072212,5.17%,0,0.00%,3072212,5.17%
109,비금융회사,롯데물산㈜,동일인측,계열회사,,㈜호텔롯데,18508174,31.13%,0,0.00%,18508174,31.13%
110,비금융회사,롯데물산㈜,동일인측,해외계열,,(주)롯데홀딩스,33881736,56.99%,0,0.00%,33881736,56.99%
111,비금융회사,롯데물산㈜,동일인측,해외계열,,L제3투자회사,2960000,4.98%,0,0.00%,2960000,4.98%
112,비금융회사,롯데물산㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,59448880,100.00%,0,0.00%,59448880,100.00%
113,비금융회사,롯데물산㈜,롯데물산㈜ 합계,롯데물산㈜ 합계,롯데물산㈜ 합계,롯데물산㈜ 합계,59448880,100.00%,0,0.00%,59448880,100.00%
114,비금융회사,스마일위드㈜,동일인측,계열회사,,㈜호텔롯데,50000,100.00%,0,0.00%,50000,100.00%
115,비금융회사,스마일위드㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,50000,100.00%,0,0.00%,50000,100.00%
116,비금융회사,스마일위드㈜,스마일위드㈜ 합계,스마일위드㈜ 합계,스마일위드㈜ 합계,스마일위드㈜ 합계,50000,100.00%,0,0.00%,50000,100.00%
117,비금융회사,롯데디에프리테일㈜,동일인측,계열회사,,㈜호텔롯데,15530350,97.79%,0,0.00%,15530350,97.79%
118,비금융회사,롯데디에프리테일㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,15530350,97.79%,0,0.00%,15530350,97.79%
119,비금융회사,롯데디에프리테일㈜,기타주주,기타,기타,기타,350767,2.21%,0,0.00%,350767,2.21%
120,비금융회사,롯데디에프리테일㈜,롯데디에프리테일㈜ 합계,롯데디에프리테일㈜ 합계,롯데디에프리테일㈜ 합계,롯데디에프리테일㈜ 합계,15881117,100.00%,0,0.00%,15881117,100.00%
121,비금융회사,롯데제과㈜,동일인측,친족,배우자/혈족1촌,신격호,287408,4.48%,0,0.00%,287408,4.48%
122,비금융회사,롯데제과㈜,동일인측,친족,혈족2~4촌,신영자,106228,1.66%,0,0.00%,106228,1.66%
123,비금융회사,롯데제과㈜,동일인측,친족,혈족2~4촌,장정안,12964,0.20%,0,0.00%,12964,0.20%
124,비금융회사,롯데제과㈜,동일인측,친족,인척4촌 이내,오고 야요이,302,0.00%,0,0.00%,302,0.00%
125,비금융회사,롯데제과㈜,동일인측,친족,친족합계,친족합계,406902,6.34%,0,0.00%,406902,6.34%
126,비금융회사,롯데제과㈜,동일인측,비영리법인,,(재)롯데장학재단,365937,5.70%,0,0.00%,365937,5.70%
127,비금융회사,롯데제과㈜,동일인측,등기된임원,,이경훤,100,0.00%,0,0.00%,100,0.00%
128,비금융회사,롯데제과㈜,동일인측,등기된임원,,정찬우,40,0.00%,0,0.00%,40,0.00%
129,비금융회사,롯데제과㈜,동일인측,등기된임원,,민명기,400,0.01%,0,0.00%,400,0.01%
130,비금융회사,롯데제과㈜,동일인측,자기주식,,롯데제과㈜,4578,0.07%,0,0.00%,4578,0.07%
131,비금융회사,롯데제과㈜,동일인측,계열회사,,롯데지주㈜,3106984,48.42%,0,0.00%,3106984,48.42%
132,비금융회사,롯데제과㈜,동일인측,계열회사,,㈜호텔롯데,135239,2.11%,0,0.00%,135239,2.11%
133,비금융회사,롯데제과㈜,동일인측,계열회사,,롯데알미늄㈜,643381,10.03%,0,0.00%,643381,10.03%
134,비금융회사,롯데제과㈜,동일인측,해외계열,,(주)롯데홀딩스,416338,6.49%,0,0.00%,416338,6.49%
135,비금융회사,롯데제과㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,5079899,79.17%,0,0.00%,5079899,79.17%
136,비금융회사,롯데제과㈜,기타주주,기타,기타,기타,1336818,20.83%,0,0.00%,1336818,20.83%
137,비금융회사,롯데제과㈜,롯데제과㈜ 합계,롯데제과㈜ 합계,롯데제과㈜ 합계,롯데제과㈜ 합계,6416717,100.00%,0,0.00%,6416717,100.00%
138,비금융회사,롯데칠성음료㈜,동일인측,동일인,동일인,신동빈,0,0.00%,18120,2.34%,18120,0.21%
139,비금융회사,롯데칠성음료㈜,동일인측,친족,배우자/혈족1촌,신격호,104080,1.30%,109780,14.16%,213860,2.44%
140,비금융회사,롯데칠성음료㈜,동일인측,친족,혈족2~4촌,신영자,212380,2.66%,11620,1.50%,224000,2.55%
141,비금융회사,롯데칠성음료㈜,동일인측,친족,혈족2~4촌,신유미,770,0.01%,0,0.00%,770,0.01%
142,비금융회사,롯데칠성음료㈜,동일인측,친족,친족합계,친족합계,317230,3.97%,121400,15.66%,438630,5.00%
143,비금융회사,롯데칠성음료㈜,동일인측,비영리법인,,(재)롯데문화재단,0,0.00%,9200,1.19%,9200,0.10%
144,비금융회사,롯데칠성음료㈜,동일인측,비영리법인,,(재)롯데장학재단,501680,6.28%,39650,5.11%,541330,6.17%
145,비금융회사,롯데칠성음료㈜,동일인측,등기된임원,,박윤기,300,0.00%,0,0.00%,300,0.00%
146,비금융회사,롯데칠성음료㈜,동일인측,등기된임원,,이동진,100,0.00%,0,0.00%,100,0.00%
147,비금융회사,롯데칠성음료㈜,동일인측,등기된임원,,이영구,930,0.01%,0,0.00%,930,0.01%
148,비금융회사,롯데칠성음료㈜,동일인측,등기된임원,,정찬우,500,0.01%,0,0.00%,500,0.01%
149,비금융회사,롯데칠성음료㈜,동일인측,등기된임원,,구본욱,6,0.00%,50,0.01%,56,0.00%
150,비금융회사,롯데칠성음료㈜,동일인측,등기된임원,,백광현,50,0.00%,0,0.00%,50,0.00%
151,비금융회사,롯데칠성음료㈜,동일인측,등기된임원,,심명섭,10,0.00%,0,0.00%,10,0.00%
152,비금융회사,롯데칠성음료㈜,동일인측,자기주식,,롯데칠성음료㈜,420110,5.26%,138460,17.86%,558570,6.37%
153,비금융회사,롯데칠성음료㈜,동일인측,계열회사,,롯데지주㈜,2121660,26.54%,64890,8.37%,2186550,24.94%
154,비금융회사,롯데칠성음료㈜,동일인측,계열회사,,㈜호텔롯데,473450,5.92%,37470,4.83%,510920,5.83%
155,비금융회사,롯데칠성음료㈜,동일인측,계열회사,,롯데알미늄㈜,708870,8.87%,30500,3.93%,739370,8.43%
156,비금융회사,롯데칠성음료㈜,동일인측,해외계열,,(주)롯데홀딩스,109830,1.37%,0,0.00%,109830,1.25%
157,비금융회사,롯데칠성음료㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,4654726,58.23%,459740,59.30%,5114466,58.33%
158,비금융회사,롯데칠성음료㈜,기타주주,기타,기타,기타,3338734,41.77%,315570,40.70%,3654304,41.67%
159,비금융회사,롯데칠성음료㈜,롯데칠성음료㈜ 합계,롯데칠성음료㈜ 합계,롯데칠성음료㈜ 합계,롯데칠성음료㈜ 합계,7993460,100.00%,775310,100.00%,8768770,100.00%
160,비금융회사,롯데푸드㈜,동일인측,동일인,동일인,신동빈,22232,1.96%,0,0.00%,22232,1.96%
161,비금융회사,롯데푸드㈜,동일인측,친족,혈족2~4촌,신영자,12374,1.09%,0,0.00%,12374,1.09%
162,비금융회사,롯데푸드㈜,동일인측,친족,혈족2~4촌,신유미,3787,0.33%,0,0.00%,3787,0.33%
163,비금융회사,롯데푸드㈜,동일인측,친족,혈족5~6촌,신복남,100,0.01%,0,0.00%,100,0.01%
164,비금융회사,롯데푸드㈜,동일인측,친족,친족합계,친족합계,16261,1.44%,0,0.00%,16261,1.44%
165,비금융회사,롯데푸드㈜,동일인측,비영리법인,,(재)롯데장학재단,46417,4.10%,0,0.00%,46417,4.10%
166,비금융회사,롯데푸드㈜,동일인측,등기된임원,,서광식,4,0.00%,0,0.00%,4,0.00%
167,비금융회사,롯데푸드㈜,동일인측,등기된임원,,조경수,117,0.01%,0,0.00%,117,0.01%
168,비금융회사,롯데푸드㈜,동일인측,등기된임원,,김재열,100,0.01%,0,0.00%,100,0.01%
169,비금융회사,롯데푸드㈜,동일인측,자기주식,,롯데푸드㈜,222060,19.62%,0,0.00%,222060,19.62%
170,비금융회사,롯데푸드㈜,동일인측,계열회사,,롯데지주㈜,261199,23.08%,0,0.00%,261199,23.08%
171,비금융회사,롯데푸드㈜,동일인측,계열회사,,㈜호텔롯데,100845,8.91%,0,0.00%,100845,8.91%
172,비금융회사,롯데푸드㈜,동일인측,계열회사,,㈜부산롯데호텔,49591,4.38%,0,0.00%,49591,4.38%
173,비금융회사,롯데푸드㈜,동일인측,해외계열,,L제2투자회사,49096,4.34%,0,0.00%,49096,4.34%
174,비금융회사,롯데푸드㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,767922,67.85%,0,0.00%,767922,67.85%
175,비금융회사,롯데푸드㈜,기타주주,기타,기타,기타,363948,32.15%,0,0.00%,363948,32.15%
176,비금융회사,롯데푸드㈜,롯데푸드㈜ 합계,롯데푸드㈜ 합계,롯데푸드㈜ 합계,롯데푸드㈜ 합계,1131870,100.00%,0,0.00%,1131870,100.00%
177,비금융회사,롯데네슬레코리아㈜,동일인측,계열회사,,롯데지주㈜,2639156,50.00%,0,0.00%,2639156,50.00%
178,비금융회사,롯데네슬레코리아㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,2639156,50.00%,0,0.00%,2639156,50.00%
179,비금융회사,롯데네슬레코리아㈜,기타주주,동일인측이 아닌 최다주주,,Societe des Produits Nestle S.A.,2639156,50.00%,0,0.00%,2639156,50.00%
180,비금융회사,롯데네슬레코리아㈜,롯데네슬레코리아㈜ 합계,롯데네슬레코리아㈜ 합계,롯데네슬레코리아㈜ 합계,롯데네슬레코리아㈜ 합계,5278312,100.00%,0,0.00%,5278312,100.00%
181,비금융회사,롯데지알에스㈜,동일인측,친족,혈족2~4촌,신영자,11,0.00%,0,0.00%,11,0.00%
182,비금융회사,롯데지알에스㈜,동일인측,친족,친족합계,친족합계,11,0.00%,0,0.00%,11,0.00%
183,비금융회사,롯데지알에스㈜,동일인측,자기주식,,롯데지알에스㈜,3,0.00%,0,0.00%,3,0.00%
184,비금융회사,롯데지알에스㈜,동일인측,계열회사,,롯데지주㈜,137267,54.44%,0,0.00%,137267,54.44%
185,비금융회사,롯데지알에스㈜,동일인측,계열회사,,㈜호텔롯데,47335,18.77%,0,0.00%,47335,18.77%
186,비금융회사,롯데지알에스㈜,동일인측,계열회사,,㈜부산롯데호텔,28464,11.29%,0,0.00%,28464,11.29%
187,비금융회사,롯데지알에스㈜,동일인측,해외계열,,L제12투자회사,39073,15.50%,0,0.00%,39073,15.50%
188,비금융회사,롯데지알에스㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,252153,100.00%,0,0.00%,252153,100.00%
189,비금융회사,롯데지알에스㈜,롯데지알에스㈜ 합계,롯데지알에스㈜ 합계,롯데지알에스㈜ 합계,롯데지알에스㈜ 합계,252153,100.00%,0,0.00%,252153,100.00%
190,비금융회사,㈜롯데아사히주류,동일인측,계열회사,,롯데칠성음료㈜,1499999,50.00%,0,0.00%,1499999,50.00%
191,비금융회사,㈜롯데아사히주류,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,1499999,50.00%,0,0.00%,1499999,50.00%
192,비금융회사,㈜롯데아사히주류,기타주주,동일인측이 아닌 최다주주,,아사히그룹홀딩스(주),1500001,50.00%,0,0.00%,1500001,50.00%
193,비금융회사,㈜롯데아사히주류,㈜롯데아사히주류 합계,㈜롯데아사히주류 합계,㈜롯데아사히주류 합계,㈜롯데아사히주류 합계,3000000,100.00%,0,0.00%,3000000,100.00%
194,비금융회사,㈜충북소주,동일인측,계열회사,,롯데지주㈜,30000,100.00%,0,0.00%,30000,100.00%
195,비금융회사,㈜충북소주,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,30000,100.00%,0,0.00%,30000,100.00%
196,비금융회사,㈜충북소주,㈜충북소주 합계,㈜충북소주 합계,㈜충북소주 합계,㈜충북소주 합계,30000,100.00%,0,0.00%,30000,100.00%
197,비금융회사,엠제이에이와인㈜,동일인측,계열회사,,롯데지주㈜,130000,100.00%,0,0.00%,130000,100.00%
198,비금융회사,엠제이에이와인㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,130000,100.00%,0,0.00%,130000,100.00%
199,비금융회사,엠제이에이와인㈜,엠제이에이와인㈜ 합계,엠제이에이와인㈜ 합계,엠제이에이와인㈜ 합계,엠제이에이와인㈜ 합계,130000,100.00%,0,0.00%,130000,100.00%
200,비금융회사,씨에이치음료㈜,동일인측,계열회사,,롯데지주㈜,30660,100.00%,0,0.00%,30660,100.00%
201,비금융회사,씨에이치음료㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,30660,100.00%,0,0.00%,30660,100.00%
202,비금융회사,씨에이치음료㈜,씨에이치음료㈜ 합계,씨에이치음료㈜ 합계,씨에이치음료㈜ 합계,씨에이치음료㈜ 합계,30660,100.00%,0,0.00%,30660,100.00%
203,비금융회사,㈜백학음료,동일인측,계열회사,,롯데지주㈜,7382400,86.06%,0,0.00%,7382400,86.06%
204,비금융회사,㈜백학음료,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,7382400,86.06%,0,0.00%,7382400,86.06%
205,비금융회사,㈜백학음료,기타주주,기타,기타,기타,1195600,13.94%,0,0.00%,1195600,13.94%
206,비금융회사,㈜백학음료,㈜백학음료 합계,㈜백학음료 합계,㈜백학음료 합계,㈜백학음료 합계,8578000,100.00%,0,0.00%,8578000,100.00%
207,비금융회사,스위트위드㈜,동일인측,계열회사,,롯데제과㈜,800000,100.00%,0,0.00%,800000,100.00%
208,비금융회사,스위트위드㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,800000,100.00%,0,0.00%,800000,100.00%
209,비금융회사,스위트위드㈜,스위트위드㈜ 합계,스위트위드㈜ 합계,스위트위드㈜ 합계,스위트위드㈜ 합계,800000,100.00%,0,0.00%,800000,100.00%
210,비금융회사,산청음료㈜,동일인측,계열회사,,롯데칠성음료㈜,60000,100.00%,0,0.00%,60000,100.00%
211,비금융회사,산청음료㈜,동일인측,동일인측 합계,동일인측 합계,동일인측 합계,60000,100.00%,0,0.00%,60000,100.00%
212,비금융회사,산청음료㈜,산청음료㈜ 합계,산청음료㈜ 합계,산청음료㈜ 합계,산청음료㈜ 합계,60000,100.00%,0,0.00%,60000,100.00%
