,소속회사명,소속회사명,동일인과의 관계,동일인과의 관계,동일인과의 관계,성명,보통주,보통주,우선주,우선주,합계,합계
,소속회사명,소속회사명.1,동일인과의 관계,동일인과의 관계.1,동일인과의 관계.2,성명,주식수,지분율,주식수,지분율,주식수,지분율
0,비금융회사,중흥건설㈜,동일인측,동일인,동일인,정창선,1387469,76.74%,,,1387469,76.74%
1,비금융회사,중흥건설㈜,동일인측,친족,배우자/혈족1촌,안양임,53155,2.94%,,,53155,2.94%
2,비금융회사,중흥건설㈜,동일인측,친족,배우자/혈족1촌,정원주,197795,10.94%,,,197795,10.94%
3,비금융회사,중흥건설㈜,동일인측,친족,배우자/혈족1촌,,,0.00%,,,-,0.00%
4,비금융회사,중흥건설㈜,동일인측,친족,혈족2~4촌,,,0.00%,,,-,0.00%
5,비금융회사,중흥건설㈜,동일인측,친족,혈족5~6촌,,,0.00%,,,-,0.00%
6,비금융회사,중흥건설㈜,동일인측,친족,인척 4촌 이내,,,0.00%,,,-,0.00%
7,비금융회사,중흥건설㈜,동일인측,친족,친족 합계,,250950,13.88%,-,0%,250950,13.88%
8,비금융회사,중흥건설㈜,동일인측,비영리법인,비영리법인,,,0.00%,,,-,0.00%
9,비금융회사,중흥건설㈜,동일인측,등기된 임원,등기된 임원,,,0.00%,,,-,0.00%
10,비금융회사,중흥건설㈜,동일인측,자기주식,자기주식,,,0.00%,,,-,0.00%
11,비금융회사,중흥건설㈜,동일인측,계열회사(국내+해외),계열회사(국내+해외),중흥건설산업㈜,169590,9.38%,,,169590,9.38%
12,비금융회사,중흥건설㈜,동일인측,기타 동일인관련자,기타 동일인관련자,,,,,,,
13,비금융회사,중흥건설㈜,동일인측,동일인측 합계,동일인측 합계,,1808009,100.00%,-,0%,1808009,100.00%
14,비금융회사,중흥건설㈜,기타주주,동일인측이 아닌최다주주,동일인측이 아닌최다주주,,,,,,,
15,비금융회사,중흥건설㈜,기타주주,기타,기타,,,0.00%,,,-,0.00%
16,비금융회사,중흥건설㈜,총 계,총 계,총 계,/,1808009,100.00%,-,0%,1808009,100.00%
17,비금융회사,(자)중흥주택,동 일 인 측,동일인,동일인,정창선,546144,94.65%,,,546144,94.65%
18,비금융회사,(자)중흥주택,동 일 인 측,친 족,배우자/혈족1촌,안양임,5000,0.87%,,,5000,0.87%
19,비금융회사,(자)중흥주택,동 일 인 측,친 족,배우자/혈족1촌,정원주,8856,1.53%,,,8856,1.53%
20,비금융회사,(자)중흥주택,동 일 인 측,친 족,배우자/혈족1촌,정향미,14000,2.43%,,,14000,2.43%
21,비금융회사,(자)중흥주택,동 일 인 측,친 족,배우자/혈족1촌,,,0.00%,,,-,0.00%
22,비금융회사,(자)중흥주택,동 일 인 측,친 족,혈족2~4촌,,,0.00%,,,-,0.00%
23,비금융회사,(자)중흥주택,동 일 인 측,친 족,혈족5~6촌,,,0.00%,,,-,0.00%
24,비금융회사,(자)중흥주택,동 일 인 측,친 족,인척 4촌 이내,,,0.00%,,,-,0.00%
25,비금융회사,(자)중흥주택,동 일 인 측,친 족,친족 합계,/,27856,4.83%,-,0%,27856,4.83%
26,비금융회사,(자)중흥주택,동 일 인 측,비영리법인,비영리법인,,,0.00%,,,-,0.00%
27,비금융회사,(자)중흥주택,동 일 인 측,등기된 임원,등기된 임원,,,0.00%,,,-,0.00%
28,비금융회사,(자)중흥주택,동 일 인 측,자기주식,자기주식,,,0.00%,,,-,0.00%
29,비금융회사,(자)중흥주택,동 일 인 측,계열회사(국내+해외),계열회사(국내+해외),중흥건설산업㈜,3000,0.52%,,,3000,0.52%
30,비금융회사,(자)중흥주택,동 일 인 측,동일인측 합계,동일인측 합계,/,577000,100.00%,-,0%,577000,100.00%
31,비금융회사,(자)중흥주택,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
32,비금융회사,(자)중흥주택,기타주주,기타,기타,/,,0.00%,,,-,0.00%
33,비금융회사,(자)중흥주택,총 계,총 계,총 계,/,577000,100.00%,-,0%,577000,100.00%
34,비금융회사,중흥건설산업㈜,동 일 인 측,동일인,동일인,정창선,824165,78.12%,,,824165,78.12%
35,비금융회사,중흥건설산업㈜,동 일 인 측,친 족,배우자/혈족1촌,안양임,62354,5.91%,,,62354,5.91%
36,비금융회사,중흥건설산업㈜,동 일 인 측,친 족,배우자/혈족1촌,정원주,112831,10.69%,,,112831,10.69%
37,비금융회사,중흥건설산업㈜,동 일 인 측,친 족,배우자/혈족1촌,정향미,9917,0.94%,,,9917,0.94%
38,비금융회사,중흥건설산업㈜,동 일 인 측,친 족,배우자/혈족1촌,,,0.00%,,,-,0.00%
39,비금융회사,중흥건설산업㈜,동 일 인 측,친 족,혈족2~4촌,,,0.00%,,,-,0.00%
40,비금융회사,중흥건설산업㈜,동 일 인 측,친 족,혈족5~6촌,,,0.00%,,,-,0.00%
41,비금융회사,중흥건설산업㈜,동 일 인 측,친 족,인척 4촌 이내,,,0.00%,,,-,0.00%
42,비금융회사,중흥건설산업㈜,동 일 인 측,친 족,친족 합계,/,185102,17.55%,-,0%,185102,17.55%
43,비금융회사,중흥건설산업㈜,동 일 인 측,비영리법인,비영리법인,,,0.00%,,,-,0.00%
44,비금융회사,중흥건설산업㈜,동 일 인 측,등기된 임원,등기된 임원,,,0.00%,,,-,0.00%
45,비금융회사,중흥건설산업㈜,동 일 인 측,자기주식,자기주식,,,0.00%,,,-,0.00%
46,비금융회사,중흥건설산업㈜,동 일 인 측,계열회사,계열회사,(자)중흥주택,45739,4.34%,,,45739,4.34%
47,비금융회사,중흥건설산업㈜,동 일 인 측,동일인측 합계,동일인측 합계,/,1055006,100.00%,-,0%,1055006,100.00%
48,비금융회사,중흥건설산업㈜,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
49,비금융회사,중흥건설산업㈜,기타주주,기타,기타,/,,0.00%,,,-,0.00%
50,비금융회사,중흥건설산업㈜,총 계,총 계,총 계,/,1055006,100.00%,-,0%,1055006,100.00%
51,비금융회사,중흥토건㈜,동 일 인 측,동일인,동일인,,,0.00%,,,-,0.00%
52,비금융회사,중흥토건㈜,동 일 인 측,친 족,배우자/혈족1촌,정원주,352000,100.00%,,,352000,100.00%
53,비금융회사,중흥토건㈜,동 일 인 측,친 족,혈족2~4촌,,,0.00%,,,-,0.00%
54,비금융회사,중흥토건㈜,동 일 인 측,친 족,혈족5~6촌,,,0.00%,,,-,0.00%
55,비금융회사,중흥토건㈜,동 일 인 측,친 족,인척 4촌 이내,,,0.00%,,,-,0.00%
56,비금융회사,중흥토건㈜,동 일 인 측,친 족,친족 합계,/,352000,100.00%,-,0%,352000,100.00%
57,비금융회사,중흥토건㈜,동 일 인 측,비영리법인,비영리법인,,,0.00%,,,-,0.00%
58,비금융회사,중흥토건㈜,동 일 인 측,등기된 임원,등기된 임원,,,0.00%,,,-,0.00%
59,비금융회사,중흥토건㈜,동 일 인 측,자기주식,자기주식,,,0.00%,,,-,0.00%
60,비금융회사,중흥토건㈜,동 일 인 측,계열회사,계열회사,,,0.00%,,,-,0.00%
61,비금융회사,중흥토건㈜,동 일 인 측,동일인측 합계,동일인측 합계,/,352000,100.00%,-,0%,352000,100.00%
62,비금융회사,중흥토건㈜,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
63,비금융회사,중흥토건㈜,기타주주,기타,기타,/,,0.00%,,,-,0.00%
64,비금융회사,중흥토건㈜,총 계,총 계,총 계,/,352000,100.00%,-,0%,352000,100.00%
65,비금융회사,중흥에스클래스㈜,동 일 인 측,동일인,동일인,,,0.00%,,,-,0.00%
66,비금융회사,중흥에스클래스㈜,동 일 인 측,친 족,배우자/혈족1촌,정원주,10000,10.00%,,,10000,10.00%
67,비금융회사,중흥에스클래스㈜,동 일 인 측,친 족,혈족2~4촌,,,0.00%,,,-,0.00%
68,비금융회사,중흥에스클래스㈜,동 일 인 측,친 족,혈족5~6촌,,,0.00%,,,-,0.00%
69,비금융회사,중흥에스클래스㈜,동 일 인 측,친 족,인척 4촌 이내,,,0.00%,,,-,0.00%
70,비금융회사,중흥에스클래스㈜,동 일 인 측,친 족,친족 합계,/,10000,10.00%,-,0%,10000,10.00%
71,비금융회사,중흥에스클래스㈜,동 일 인 측,비영리법인,비영리법인,,,0.00%,,,-,0.00%
72,비금융회사,중흥에스클래스㈜,동 일 인 측,등기된 임원,등기된 임원,,,0.00%,,,-,0.00%
73,비금융회사,중흥에스클래스㈜,동 일 인 측,자기주식,자기주식,,,0.00%,,,-,0.00%
74,비금융회사,중흥에스클래스㈜,동 일 인 측,계열회사,계열회사,중흥토건㈜,90000,90.00%,,,90000,90.00%
75,비금융회사,중흥에스클래스㈜,동 일 인 측,동일인측 합계,동일인측 합계,/,100000,100.00%,-,0%,100000,100.00%
76,비금융회사,중흥에스클래스㈜,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
77,비금융회사,중흥에스클래스㈜,기타주주,기타,기타,/,,0.00%,,,-,0.00%
78,비금융회사,중흥에스클래스㈜,총 계,총 계,총 계,/,100000,100.00%,-,0%,100000,100.00%
79,비금융회사,순천에코밸리㈜,동 일 인 측,동일인,동일인,,,0.00%,,,-,0.00%
80,비금융회사,순천에코밸리㈜,동 일 인 측,친 족,배우자/혈족1촌,,,0.00%,,,-,0.00%
81,비금융회사,순천에코밸리㈜,동 일 인 측,친 족,혈족2~4촌,,,0.00%,,,-,0.00%
82,비금융회사,순천에코밸리㈜,동 일 인 측,친 족,혈족5~6촌,,,0.00%,,,-,0.00%
83,비금융회사,순천에코밸리㈜,동 일 인 측,친 족,인척 4촌 이내,,,0.00%,,,-,0.00%
84,비금융회사,순천에코밸리㈜,동 일 인 측,친 족,친족 합계,/,-,0.00%,-,0%,-,0.00%
85,비금융회사,순천에코밸리㈜,동 일 인 측,비영리법인,비영리법인,,,0.00%,,,-,0.00%
86,비금융회사,순천에코밸리㈜,동 일 인 측,등기된 임원,등기된 임원,,,0.00%,,,-,0.00%
87,비금융회사,순천에코밸리㈜,동 일 인 측,자기주식,자기주식,,,0.00%,,,-,0.00%
88,비금융회사,순천에코밸리㈜,동 일 인 측,계열회사,계열회사,(자)중흥주택,5136000,86.46%,,,5136000,86.46%
89,비금융회사,순천에코밸리㈜,동 일 인 측,계열회사,계열회사,중흥건설산업㈜,504000,8.48%,,,504000,8.48%
90,비금융회사,순천에코밸리㈜,동 일 인 측,계열회사,계열회사,중흥건설㈜,300000,5.05%,,,300000,5.05%
