,소속회사명,소속회사명,동일인과의 관계,동일인과의 관계,동일인과의 관계,성명,보통주,보통주,우선주,우선주,합계,합계
,소속회사명,소속회사명.1,동일인과의 관계,동일인과의 관계.1,동일인과의 관계.2,성명,주식수,지분율,주식수,지분율,주식수,지분율
0,비금융회사,태광산업㈜,동일인측,동일인,동일인,이호진,328189.0,29.48,,,328189.0,29.48
1,비금융회사,태광산업㈜,동일인측,친족,배우자/ 혈족1촌,,,,,,,
2,비금융회사,태광산업㈜,동일인측,친족,배우자/ 혈족1촌,,,,,,,
3,비금융회사,태광산업㈜,동일인측,친족,혈족2~4촌,이동준,8918.0,0.80,,,8918.0,0.80
4,비금융회사,태광산업㈜,동일인측,친족,혈족2~4촌,이원준,83370.0,7.49,,,83370.0,7.49
5,비금융회사,태광산업㈜,동일인측,친족,혈족2~4촌,이태준,8982.0,0.81,,,8982.0,0.81
6,비금융회사,태광산업㈜,동일인측,친족,혈족5~6촌,,,,,,,
7,비금융회사,태광산업㈜,동일인측,친족,혈족5~6촌,,,,,,,
8,비금융회사,태광산업㈜,동일인측,친족,인척 4촌 이내,신선호,2398.0,0.22,,,2398.0,0.22
9,비금융회사,태광산업㈜,동일인측,친족,인척 4촌 이내,,,,,,,
10,비금융회사,태광산업㈜,동일인측,친족,⑧ 친족 합계,/,103668.0,9.31,,,103668.0,9.31
11,비금융회사,태광산업㈜,동일인측,비영리법인,비영리법인,학교법인 일주세화학원,55669.0,5.00,,,55669.0,5.00
12,비금융회사,태광산업㈜,동일인측,비영리법인,비영리법인,태광산업㈜,271769.0,24.41,,,271769.0,24.41
13,비금융회사,태광산업㈜,동일인측,등기된 임원,등기된 임원,,,,,,,
14,비금융회사,태광산업㈜,동일인측,등기된 임원,등기된 임원,,,,,,,
15,비금융회사,태광산업㈜,동일인측,자기주식,자기주식,,,,,,,
16,비금융회사,태광산업㈜,동일인측,계열회사,계열회사,㈜티알엔,124908.0,11.22,,,124908.0,11.22
17,비금융회사,태광산업㈜,동일인측,(국내+해외),(국내+해외),,,,,,,
18,비금융회사,태광산업㈜,동일인측,기타 동일인관련자,기타 동일인관련자,,,,,,,
19,비금융회사,태광산업㈜,동일인측,⑨ 동일인측 합계,⑨ 동일인측 합계,/,884203.0,79.41,,,884203.0,79.41
20,비금융회사,태광산업㈜,기타주주,동일인측이 아닌,동일인측이 아닌,,,,,,,
21,비금융회사,태광산업㈜,기타주주,최다주주,최다주주,,,,,,,
22,비금융회사,태광산업㈜,기타주주,기타,기타,/,1113400.0,100.00,,,1113400.0,100.00
23,비금융회사,태광산업㈜,총 계,총 계,총 계,/,1113400.0,100.00,,,1113400.0,100.00
24,비금융회사,대한화섬(주),동일인측,동일인,동일인,이호진,266183.0,20.04,,,266183.0,20.04
25,비금융회사,대한화섬(주),동일인측,친족,배우자/ 혈족1촌,이현준,41799.0,3.15,,,41799.0,3.15
26,비금융회사,대한화섬(주),동일인측,친족,배우자/ 혈족1촌,,,,,,,
27,비금융회사,대한화섬(주),동일인측,친족,혈족2~4촌,,,,,,,
28,비금융회사,대한화섬(주),동일인측,친족,혈족2~4촌,,,,,,,
29,비금융회사,대한화섬(주),동일인측,친족,혈족5~6촌,,,,,,,
30,비금융회사,대한화섬(주),동일인측,친족,혈족5~6촌,,,,,,,
31,비금융회사,대한화섬(주),동일인측,친족,인척 4촌 이내,,,,,,,
32,비금융회사,대한화섬(주),동일인측,친족,인척 4촌 이내,,,,,,,
33,비금융회사,대한화섬(주),동일인측,친족,⑧ 친족 합계,/,41799.0,3.15,,,41799.0,3.15
34,비금융회사,대한화섬(주),동일인측,비영리법인,비영리법인,학교법인 일주세화학원,66399.0,5.00,,,66399.0,5.00
35,비금융회사,대한화섬(주),동일인측,비영리법인,비영리법인,,,,,,,
36,비금융회사,대한화섬(주),동일인측,등기된 임원,등기된 임원,,,,,,,
37,비금융회사,대한화섬(주),동일인측,등기된 임원,등기된 임원,,,,,,,
38,비금융회사,대한화섬(주),동일인측,자기주식,자기주식,대한화섬(주),204695.0,15.41,,,204695.0,15.41
39,비금융회사,대한화섬(주),동일인측,계열회사,계열회사,(주)티알엔,445212.0,33.53,,,445212.0,33.53
40,비금융회사,대한화섬(주),동일인측,(국내+해외),(국내+해외),,,,,,,
41,비금융회사,대한화섬(주),동일인측,기타 동일인관련자,기타 동일인관련자,,,,,,,
42,비금융회사,대한화섬(주),동일인측,⑨ 동일인측 합계,⑨ 동일인측 합계,/,1024288.0,77.13,,,1024288.0,77.13
43,비금융회사,대한화섬(주),기타주주,동일인측이 아닌,동일인측이 아닌,,,,,,,
44,비금융회사,대한화섬(주),기타주주,최다주주,최다주주,,,,,,,
45,비금융회사,대한화섬(주),기타주주,기타,기타,/,303712.0,22.87,,,303712.0,22.87
46,비금융회사,대한화섬(주),총 계,총 계,총 계,/,1328000.0,100.00,,,1328000.0,100.00
47,비금융회사,서한물산㈜,동일인측,동일인,동일인,,,,,,,
48,비금융회사,서한물산㈜,동일인측,친족,배우자/ 혈족1촌,,,,,,,
49,비금융회사,서한물산㈜,동일인측,친족,배우자/ 혈족1촌,,,,,,,
50,비금융회사,서한물산㈜,동일인측,친족,혈족2~4촌,,,,,,,
51,비금융회사,서한물산㈜,동일인측,친족,혈족2~4촌,,,,,,,
52,비금융회사,서한물산㈜,동일인측,친족,혈족5~6촌,,,,,,,
53,비금융회사,서한물산㈜,동일인측,친족,혈족5~6촌,,,,,,,
