,소속회사명,소속회사명,동일인과의 관계,동일인과의 관계,동일인과의 관계,성명,보통주,보통주,우선주,우선주,합계,합계
,소속회사명,소속회사명.1,동일인과의 관계,동일인과의 관계.1,동일인과의 관계.2,성명,주식수,지분율,주식수,지분율,주식수,지분율
0,비금융회사,대림산업㈜,동일인측,동일인,동일인,이준용,-,-,-,-,-,-
1,비금융회사,대림산업㈜,동일인측,친족,배우자/혈족1촌,이해창,12407,0.04,1000,0.03,13407,0.03
2,비금융회사,대림산업㈜,동일인측,친족,배우자/혈족1촌,이진숙,29001,0.08,1000,0.03,30001,0.08
3,비금융회사,대림산업㈜,동일인측,친족,배우자/혈족1촌,이윤영,21724,0.06,1000,0.03,22724,0.06
4,비금융회사,대림산업㈜,동일인측,친족,혈족2~4촌,이두용,744,0.00,-,-,744,0.00
5,비금융회사,대림산업㈜,동일인측,친족,혈족2~4촌,이부용,49,0.00,-,-,49,0.00
6,비금융회사,대림산업㈜,동일인측,친족,친족 합계,-,63925,0.18,3000,0.08,66925,0.17
7,비금융회사,대림산업㈜,동일인측,비영리법인,비영리법인,(학)대림학원,439419,1.26,205197,5.40,644616,1.67
8,비금융회사,대림산업㈜,동일인측,계열회사,계열회사,㈜대림코퍼레이션,7541162,21.67,25000,0.66,7566162,19.60
9,비금융회사,대림산업㈜,동일인측,동일인측 합계,동일인측 합계,-,8044506,23.12,233197,6.14,8277703,21.44
10,비금융회사,대림산업㈜,기타주주,기타,기타,-,26755494,76.88,3566803,93.86,30322297,78.56
11,비금융회사,대림산업㈜,총 계,총 계,총 계,-,34800000,100.00,3800000,100.00,38600000,100.00
12,비금융회사,㈜대림코퍼레이션,동일인측,동일인,동일인,-,-,-,-,-,-,-
13,비금융회사,㈜대림코퍼레이션,동일인측,친족,배우자/혈족1촌,이해욱,5501679,52.26,-,-,5501679,52.26
14,비금융회사,㈜대림코퍼레이션,동일인측,친족,배우자/혈족1촌,이해승,54628,0.52,-,-,54628,0.52
15,비금융회사,㈜대림코퍼레이션,동일인측,친족,혈족2~4촌,-,-,-,-,-,-,-
16,비금융회사,㈜대림코퍼레이션,동일인측,친족,혈족5~6촌,-,-,-,-,-,-,-
17,비금융회사,㈜대림코퍼레이션,동일인측,친족,인척 4촌 이내,-,-,-,-,-,-,-
18,비금융회사,㈜대림코퍼레이션,동일인측,친족,친족 합계,/,5556307,52.78,-,-,5556307,52.78
19,비금융회사,㈜대림코퍼레이션,동일인측,비영리법인,비영리법인,재단법인 대림문화재단,652789,6.20,-,-,652789,6.20
20,비금융회사,㈜대림코퍼레이션,동일인측,비영리법인,비영리법인,학교법인 대림학원,285599,2.71,-,-,285599,2.71
21,비금융회사,㈜대림코퍼레이션,동일인측,비영리법인,비영리법인,재단법인 대림수암장학문화재단,61000,0.58,-,-,61000,0.58
22,비금융회사,㈜대림코퍼레이션,동일인측,등기된 임원,등기된 임원,-,-,-,-,-,-,-
23,비금융회사,㈜대림코퍼레이션,동일인측,자기주식,자기주식,㈜대림코퍼레이션,534005,5.07,,,534005,5.07
24,비금융회사,㈜대림코퍼레이션,동일인측,계열회사(국내+해외),계열회사(국내+해외),-,-,-,-,-,-,-
25,비금융회사,㈜대림코퍼레이션,동일인측,기타 동일인관련자,기타 동일인관련자,-,-,-,-,-,-,-
26,비금융회사,㈜대림코퍼레이션,동일인측,동일인측 합계,동일인측 합계,/,7089700,67.34,-,-,7089700,67.34
27,비금융회사,㈜대림코퍼레이션,기타주주,동일인측이 아닌최다주주,동일인측이 아닌최다주주,-,-,-,-,-,-,-
28,비금융회사,㈜대림코퍼레이션,기타주주,기타,기타,/,3438193,32.66,-,-,3438193,32.66
