,소속회사명,소속회사명,동일인과의 관계,동일인과의 관계,동일인과의 관계,성명,보통주,보통주,우선주,우선주,합계,합계
,소속회사명,소속회사명.1,동일인과의 관계,동일인과의 관계.1,동일인과의 관계.2,성명,주식수,지분율,주식수,지분율,주식수,지분율
0,비금융회사,금호석유화학(주),동일인측,동일인,동일인,박찬구,2039629,6.69%,-,-,2039629,6.09%
1,비금융회사,금호석유화학(주),동일인측,친족,배우자/혈족1촌,박준경,2183120,7.17%,-,-,2183120,6.52%
2,비금융회사,금호석유화학(주),동일인측,친족,배우자/혈족1촌,박주형,297515,0.98%,-,-,297515,0.89%
3,비금융회사,금호석유화학(주),동일인측,친족,혈족2~4촌,박철완,3046782,10.00%,-,-,3046782,9.10%
4,비금융회사,금호석유화학(주),동일인측,친족,친족 합계,-,5527417,18.14%,-,-,5527417,16.50%
5,비금융회사,금호석유화학(주),동일인측,등기된 임원,등기된 임원,고영도,350,0.00%,-,-,350,0.00%
6,비금융회사,금호석유화학(주),동일인측,등기된 임원,등기된 임원,김민호,1000,0.00%,-,-,1000,0.00%
7,비금융회사,금호석유화학(주),동일인측,등기된 임원,등기된 임원,김용우,260,0.00%,-,-,260,0.00%
8,비금융회사,금호석유화학(주),동일인측,등기된 임원,등기된 임원,문동준,3071,0.01%,-,-,3071,0.01%
9,비금융회사,금호석유화학(주),동일인측,등기된 임원,등기된 임원,박진용,1573,0.01%,-,-,1573,0.00%
10,비금융회사,금호석유화학(주),동일인측,등기된 임원,등기된 임원,송유선,1673,0.01%,-,-,1673,0.00%
11,비금융회사,금호석유화학(주),동일인측,등기된 임원,등기된 임원,신우성,1500,0.00%,-,-,1500,0.00%
12,비금융회사,금호석유화학(주),동일인측,등기된 임원,등기된 임원,이기민,381,0.00%,-,-,381,0.00%
13,비금융회사,금호석유화학(주),동일인측,등기된 임원,등기된 임원,이승철,700,0.00%,-,-,700,0.00%
14,비금융회사,금호석유화학(주),동일인측,등기된 임원,등기된 임원,이정복,2100,0.01%,-,-,2100,0.01%
15,비금융회사,금호석유화학(주),동일인측,자기주식,자기주식,금호석유화학(주),5592528,18.36%,-,-,5592528,16.70%
16,비금융회사,금호석유화학(주),동일인측,동일인측 합계,동일인측 합계,-,13172182,43.23%,-,-,13172182,39.33%
17,비금융회사,금호석유화학(주),기타주주,동일인측이 아닌최다주주,동일인측이 아닌최다주주,-,-,-,-,-,-,-
18,비금융회사,금호석유화학(주),기타주주,기타,기타,-,17295509,56.77%,3023486,100.00%,20318995,60.67%
19,비금융회사,금호석유화학(주),총 계,총 계,총 계,-,30467691,100.00%,3023486,100.00%,33491177,100.00%
20,비금융회사,금호피앤비화학(주),동일인측,계열회사(국내+해외),계열회사(국내+해외),금호석유화학(주),22476000,100.00%,-,-,22476000,100.00%
21,비금융회사,금호피앤비화학(주),동일인측,동일인측 합계,동일인측 합계,-,22476000,100.00%,-,-,22476000,100.00%
22,비금융회사,금호피앤비화학(주),총계,총계,총계,-,22476000,100.00%,-,-,22476000,100.00%
23,비금융회사,금호미쓰이화학(주),동일인측,계열회사(국내+해외),계열회사(국내+해외),금호석유화학(주),1750000,50.00%,-,-,1750000,50.00%
24,비금융회사,금호미쓰이화학(주),동일인측,동일인측 합계,동일인측 합계,-,1750000,50.00%,-,-,1750000,50.00%
25,비금융회사,금호미쓰이화학(주),기타주주,동일인측이 아닌최다주주,동일인측이 아닌최다주주,Mitsui Chemicals & SKC Polyurethanes Inc.,1750000,50.00%,-,-,1750000,50.00%
26,비금융회사,금호미쓰이화학(주),총계,총계,총계,-,3500000,100.00%,-,-,3500000,100.00%
27,비금융회사,금호폴리켐(주),동일인측,계열회사(국내+해외),계열회사(국내+해외),금호석유화학(주),2150000,50.00%,-,-,2150000,50.00%
28,비금융회사,금호폴리켐(주),동일인측,동일인측 합계,동일인측 합계,-,2150000,50.00%,-,-,2150000,50.00%
29,비금융회사,금호폴리켐(주),기타주주,동일인측이 아닌최다주주,동일인측이 아닌최다주주,JSR CORPORATION,2150000,50.00%,-,-,2150000,50.00%
30,비금융회사,금호폴리켐(주),총계,총계,총계,-,4300000,100.00%,-,-,4300000,100.00%
31,비금융회사,금호티앤엘(주),동일인측,계열회사(국내+해외),계열회사(국내+해외),금호석유화학(주),15110860,100.00%,-,-,15110860,100.00%
32,비금융회사,금호티앤엘(주),동일인측,동일인측 합계,동일인측 합계,-,15110860,100.00%,-,-,15110860,100.00%
33,비금융회사,금호티앤엘(주),총계,총계,총계,-,15110860,100.00%,-,-,15110860,100.00%
34,비금융회사,금호개발상사(주),동일인측,계열회사(국내+해외),계열회사(국내+해외),금호피앤비화학(주),675000,100.00%,-,-,675000,100.00%
35,비금융회사,금호개발상사(주),동일인측,동일인측 합계,동일인측 합계,-,675000,100.00%,-,-,675000,100.00%
36,비금융회사,금호개발상사(주),총계,총계,총계,-,675000,100.00%,-,-,675000,100.00%
37,비금융회사,코리아에너지발전소(주),동일인측,계열회사(국내+해외),계열회사(국내+해외),금호석유화학㈜,1449037,96.13%,-,-,1449037,96.13%
38,비금융회사,코리아에너지발전소(주),동일인측,동일인측 합계,동일인측 합계,-,1449037,96.13%,-,-,1449037,96.13%
39,비금융회사,코리아에너지발전소(주),기타주주,기타,기타,에스피브이㈜,58363,3.87%,-,-,58363,3.87%
40,비금융회사,코리아에너지발전소(주),총계,총계,총계,-,1507400,100.00%,-,-,1507400,100.00%
41,비금융회사,철도솔라(주),동일인측,계열회사(국내+해외),계열회사(국내+해외),코리아에너지발전소㈜,712537,99.94%,-,-,712537,99.94%
42,비금융회사,철도솔라(주),동일인측,동일인측 합계,동일인측 합계,-,712537,99.94%,-,-,712537,99.94%
43,비금융회사,철도솔라(주),기타주주,기타,기타,-,400,0.06%,-,-,400,0.06%
44,비금융회사,철도솔라(주),총계,총계,총계,-,712937,100.00%,-,-,712937,100.00%
45,비금융회사,(주)강원학교태양광,동일인측,계열회사(국내+해외),계열회사(국내+해외),코리아에너지발전소㈜,1517000,100.00%,-,-,1517000,100.00%
46,비금융회사,(주)강원학교태양광,동일인측,동일인측 합계,동일인측 합계,-,1517000,100.00%,-,-,1517000,100.00%
47,비금융회사,(주)강원학교태양광,총계,총계,총계,-,1517000,100.00%,-,-,1517000,100.00%
48,비금융회사,영광백수풍력발전(주),동일인측,계열회사(국내+해외),계열회사(국내+해외),금호석유화학㈜,2040000,51.00%,-,-,2040000,51.00%
