,소속회사명,소속회사명,동일인과의 관계,동일인과의 관계,동일인과의 관계,성명,보통주,보통주,우선주,우선주,합계,합계
,소속회사명,소속회사명.1,동일인과의 관계,동일인과의 관계.1,동일인과의 관계.2,성명,주식수,지분율,주식수,지분율,주식수,지분율
0,비금융회사,태광산업㈜,동일인측,동일인,동일인,이호진,327333.0,29.4,,,327333.0,29.4
1,비금융회사,태광산업㈜,동일인측,친족,혈족2~4촌,이동준,9205.0,0.83,,,9205.0,0.83
2,비금융회사,태광산업㈜,동일인측,친족,혈족2~4촌,이원준,83370.0,7.49,,,83370.0,7.49
3,비금융회사,태광산업㈜,동일인측,친족,혈족2~4촌,이태준,9267.0,0.83,,,9267.0,0.83
4,비금융회사,태광산업㈜,동일인측,친족,혈족5~6촌,,,,,,,
5,비금융회사,태광산업㈜,동일인측,친족,인척4촌 이내,신선호,2398.0,0.22,,,2398.0,0.22
6,비금융회사,태광산업㈜,동일인측,친족,친족합계,친족합계,104240.0,9.36,,,104240.0,9.36
7,비금융회사,태광산업㈜,동일인측,비영리법인,비영리법인,학교법인 일주세화학원,55669.0,5.0,,,55669.0,5.0
8,비금융회사,태광산업㈜,동일인측,등기된임원,등기된임원,,,0.0,,,,0.0
9,비금융회사,태광산업㈜,동일인측,자기주식,자기주식,태광산업㈜,271769.0,24.41,,,271769.0,24.41
10,비금융회사,태광산업㈜,동일인측,계열회사,계열회사,㈜티알엔,124908.0,11.22,,,124908.0,11.22
11,비금융회사,태광산업㈜,동일인측,동일인측합계,동일인측합계,,883919.0,79.39,,,883919.0,79.39
12,비금융회사,태광산업㈜,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
13,비금융회사,태광산업㈜,기타주주,기타,기타,,229481.0,20.61,,,229481.0,20.61
14,비금융회사,태광산업㈜,총계,총계,총계,,1113400.0,100.0,,,1113400.0,100.0
15,비금융회사,대한화섬㈜,동일인측,동일인,동일인,이호진,266183.0,20.04,,,266183.0,20.04
16,비금융회사,대한화섬㈜,동일인측,친족,배우자/혈족1촌,이현준,41799.0,3.15,,,41799.0,3.15
17,비금융회사,대한화섬㈜,동일인측,친족,혈족2~4촌,,,,,,,
18,비금융회사,대한화섬㈜,동일인측,친족,혈족5~6촌,,,,,,,
19,비금융회사,대한화섬㈜,동일인측,친족,인척4촌 이내,,,,,,,
20,비금융회사,대한화섬㈜,동일인측,친족,친족합계,,41799.0,3.15,,,41799.0,3.15
21,비금융회사,대한화섬㈜,동일인측,비영리법인,비영리법인,학교법인 일주세화학원,66399.0,5.0,,,66399.0,5.0
22,비금융회사,대한화섬㈜,동일인측,등기된임원,등기된임원,,,,,,,
23,비금융회사,대한화섬㈜,동일인측,자기주식,자기주식,대한화섬(주),204695.0,15.41,,,204695.0,15.41
24,비금융회사,대한화섬㈜,동일인측,계열회사,계열회사,㈜티알엔,445212.0,33.53,,,445212.0,33.53
25,비금융회사,대한화섬㈜,동일인측,동일인측합계,동일인측합계,,1024288.0,77.13,,,1024288.0,77.13
26,비금융회사,대한화섬㈜,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,0.0,,,,
27,비금융회사,대한화섬㈜,기타주주,기타,기타,,303712.0,22.87,,,303712.0,22.87
28,비금융회사,대한화섬㈜,총계,총계,총계,,1328000.0,100.0,0,0.00,1328000.0,100.0
29,비금융회사,서한물산㈜,동일인측,동일인,동일인,,,,,,,
30,비금융회사,서한물산㈜,동일인측,친족,배우자/혈족1촌,,,,,,,
31,비금융회사,서한물산㈜,동일인측,친족,혈족2~4촌,,,,,,,
32,비금융회사,서한물산㈜,동일인측,친족,혈족5~6촌,,,,,,,
33,비금융회사,서한물산㈜,동일인측,친족,인척4촌 이내,,,,,,,
34,비금융회사,서한물산㈜,동일인측,친족,친족합계,,,,,,,
35,비금융회사,서한물산㈜,동일인측,비영리법인,비영리법인,,,,,,,
36,비금융회사,서한물산㈜,동일인측,등기된임원,등기된임원,,,,,,,
37,비금융회사,서한물산㈜,동일인측,자기주식,자기주식,,,,,,,
38,비금융회사,서한물산㈜,동일인측,계열회사,계열회사,태광산업(주),20000.0,100.0,,,20000.0,100.0
39,비금융회사,서한물산㈜,동일인측,동일인측합계,동일인측합계,,20000.0,100.0,,,20000.0,100.0
40,비금융회사,서한물산㈜,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
41,비금융회사,서한물산㈜,기타주주,기타,기타,,,,,,,
42,비금융회사,서한물산㈜,총계,총계,총계,,20000.0,100.0,,,20000.0,100.0
43,비금융회사,㈜세광패션,동일인측,동일인,동일인,,,,,,,
44,비금융회사,㈜세광패션,동일인측,친족,배우자/혈족1촌,,,,,,,
45,비금융회사,㈜세광패션,동일인측,친족,혈족2~4촌,,,,,,,
46,비금융회사,㈜세광패션,동일인측,친족,혈족5~6촌,,,,,,,
47,비금융회사,㈜세광패션,동일인측,친족,인척4촌 이내,,,,,,,
48,비금융회사,㈜세광패션,동일인측,친족,친족합계,,,,,,,
49,비금융회사,㈜세광패션,동일인측,비영리법인,비영리법인,,,,,,,
50,비금융회사,㈜세광패션,동일인측,등기된임원,등기된임원,,,,,,,
51,비금융회사,㈜세광패션,동일인측,자기주식,자기주식,,,,,,,
52,비금융회사,㈜세광패션,동일인측,계열회사,계열회사,태광산업(주),10000.0,100.0,,,10000.0,100.0
53,비금융회사,㈜세광패션,동일인측,동일인측합계,동일인측합계,,10000.0,100.0,,,10000.0,100.0
54,비금융회사,㈜세광패션,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
55,비금융회사,㈜세광패션,기타주주,기타,기타,,,,,,,
56,비금융회사,㈜세광패션,총계,총계,총계,,10000.0,100.0,,,10000.0,100.0
57,비금융회사,㈜티브로드,동일인측,동일인,동일인,이호진,7995775.0,10.79,,,7995775.0,10.79
58,비금융회사,㈜티브로드,동일인측,친족,배우자/혈족1촌,이현준,5246330.0,7.08,,,5246330.0,7.08
59,비금융회사,㈜티브로드,동일인측,친족,혈족2~4촌,,,,,,,
60,비금융회사,㈜티브로드,동일인측,친족,혈족5~6촌,,,,,,,
61,비금융회사,㈜티브로드,동일인측,친족,인척4촌 이내,,,,,,,
62,비금융회사,㈜티브로드,동일인측,친족,친족합계,,5246330.0,7.08,,,5246330.0,7.08
63,비금융회사,㈜티브로드,동일인측,비영리법인,비영리법인,일주학술문화재단,109510.0,0.15,,,109510.0,0.15
64,비금융회사,㈜티브로드,동일인측,등기된임원,등기된임원,,,,,,,
65,비금융회사,㈜티브로드,동일인측,자기주식,자기주식,,,,,,,
66,비금융회사,㈜티브로드,동일인측,계열회사,계열회사,태광산업㈜,39966585.0,53.95,,,39966585.0,53.95
67,비금융회사,㈜티브로드,동일인측,계열회사,계열회사,㈜티시스,5750190.0,7.76,,,5750190.0,7.76
68,비금융회사,㈜티브로드,동일인측,동일인측합계,동일인측합계,,59068390.0,79.73,-,-,59068390.0,79.73
69,비금융회사,㈜티브로드,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
70,비금융회사,㈜티브로드,기타주주,기타,기타,,15017525.0,20.27,,,15017525.0,20.27
71,비금융회사,㈜티브로드,총계,총계,총계,,74085915.0,100.0,-,-,74085915.0,100.0
72,비금융회사,㈜티브로드동대문방송,동일인측,동일인,동일인,,,,,,,
73,비금융회사,㈜티브로드동대문방송,동일인측,친족,배우자/혈족1촌,,,,,,,
74,비금융회사,㈜티브로드동대문방송,동일인측,친족,혈족2~4촌,,,,,,,
75,비금융회사,㈜티브로드동대문방송,동일인측,친족,혈족5~6촌,,,,,,,
76,비금융회사,㈜티브로드동대문방송,동일인측,친족,인척4촌 이내,,,,,,,
77,비금융회사,㈜티브로드동대문방송,동일인측,친족,친족합계,,,,,,,
78,비금융회사,㈜티브로드동대문방송,동일인측,비영리법인,비영리법인,,,,,,,
79,비금융회사,㈜티브로드동대문방송,동일인측,등기된임원,등기된임원,,,,,,,
80,비금융회사,㈜티브로드동대문방송,동일인측,자기주식,자기주식,,,,,,,
81,비금융회사,㈜티브로드동대문방송,동일인측,계열회사,계열회사,㈜티브로드,588000.0,73.5,,,588000.0,73.5
82,비금융회사,㈜티브로드동대문방송,동일인측,동일인측합계,동일인측합계,,588000.0,73.5,,,588000.0,73.5
83,비금융회사,㈜티브로드동대문방송,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
84,비금융회사,㈜티브로드동대문방송,기타주주,기타,기타,,212000.0,26.5,,,212000.0,26.5
85,비금융회사,㈜티브로드동대문방송,총계,총계,총계,,800000.0,100.0,,,800000.0,100.0
86,비금융회사,㈜티브로드 노원방송,동일인측,동일인,동일인,,,,,,,
87,비금융회사,㈜티브로드 노원방송,동일인측,친족,배우자/혈족1촌,,,,,,,
88,비금융회사,㈜티브로드 노원방송,동일인측,친족,혈족2~4촌,,,,,,,
89,비금융회사,㈜티브로드 노원방송,동일인측,친족,혈족5~6촌,,,,,,,
90,비금융회사,㈜티브로드 노원방송,동일인측,친족,인척4촌 이내,,,,,,,
91,비금융회사,㈜티브로드 노원방송,동일인측,친족,친족합계,,,,,,,
92,비금융회사,㈜티브로드 노원방송,동일인측,비영리법인,비영리법인,,,,,,,
93,비금융회사,㈜티브로드 노원방송,동일인측,등기된임원,등기된임원,,,,,,,
94,비금융회사,㈜티브로드 노원방송,동일인측,자기주식,자기주식,,,,,,,
95,비금융회사,㈜티브로드 노원방송,동일인측,계열회사,계열회사,㈜티브로드,627000.0,55.0,,,627000.0,55.0
96,비금융회사,㈜티브로드 노원방송,동일인측,동일인측합계,동일인측합계,,627000.0,55.0,,,627000.0,55.0
97,비금융회사,㈜티브로드 노원방송,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
98,비금융회사,㈜티브로드 노원방송,기타주주,기타,기타,,513000.0,45.0,,,513000.0,45.0
99,비금융회사,㈜티브로드 노원방송,총계,총계,총계,,1140000.0,100.0,,,1140000.0,100.0
