,계열회사명,계열회사명,동일인과의 관계,동일인과의 관계,동일인과의 관계,성명,보통주,보통주,우선주,우선주,합계,합계
40,비금융회사,(주)에스비에스,동일인측,자기주식,자기주식,-,562514,3.08%,-,-,562514,3.08%
41,비금융회사,(주)에스비에스,동일인측,계열회사 (국내+해외),계열회사 (국내+해외),SBS미디어홀딩스(주),6738017,36.92%,-,-,6738017,36.92%
42,비금융회사,(주)에스비에스,동일인측,동일인측 합계,동일인측 합계,-,7300531,40.00%,-,-,7300531,40.00%
43,비금융회사,(주)에스비에스,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
44,비금융회사,(주)에스비에스,기타주주,기타,기타,-,10952051,60.00%,-,-,10952051,60.00%
45,비금융회사,(주)에스비에스,총 계,총 계,총 계,-,18252582,100.00%,-,-,18252582,100.00%
46,비금융회사,(주)에스비에스네오파트너스,동일인측,계열회사 (국내+해외),계열회사 (국내+해외),SBS미디어홀딩스(주),6000000,100.0,-,-,6000000,100.0
47,비금융회사,(주)에스비에스네오파트너스,동일인측,동일인측 합계,동일인측 합계,,6000000,100.0,,,6000000,100.0
48,비금융회사,(주)에스비에스네오파트너스,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,-,-,-,-,-,-,-
49,비금융회사,(주)에스비에스네오파트너스,기타주주,기타,기타,-,-,-,-,-,-,-
50,비금융회사,(주)에스비에스네오파트너스,총 계,총 계,총 계,-,6000000,100.0,,,6000000,100.0
51,비금융회사,(주)에스비에스디지털뉴스랩,동일인측,계열회사 (국내+해외),계열회사 (국내+해외),(주)에스비에스,6000000,100%,-,-,6000000,100%
52,비금융회사,(주)에스비에스디지털뉴스랩,총 계,총 계,총 계,/,6000000,100%,-,-,6000000,100%
53,비금융회사,(주)에스비에스아이앤엠,동일인측,계열회사,계열회사,(주)에스비에스콘텐츠허브,2000000,100.0,-,-,2000000,100%
54,비금융회사,(주)에스비에스아이앤엠,동일인측,동일인측 합계,동일인측 합계,-,2000000,100.0,-,-,2000000,100%
55,비금융회사,(주)에스비에스아이앤엠,총 계,총 계,총 계,-,2000000,100.0,-,-,2000000,100%
56,비금융회사,(주)에스비에스아프리카티비,동일인측,계열회사,계열회사,(주)에스비에스,700000,50%,-,-,700000,50%
57,비금융회사,(주)에스비에스아프리카티비,동일인측,동일인측 합계,동일인측 합계,-,700000,50%,-,-,700000,50%
58,비금융회사,(주)에스비에스아프리카티비,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,(주)아프리카티비,700000,50%,-,-,700000,50%
59,비금융회사,(주)에스비에스아프리카티비,기타주주,기타,기타,-,-,-,-,-,-,-
60,비금융회사,(주)에스비에스아프리카티비,총 계,총 계,총 계,,1400000,100%,-,-,1400000,100%
61,비금융회사,(주)에스비에스에이앤티,동일인측,계열회사,계열회사,(주)에스비에스,443990,99.55%,,,443990,99.55%
62,비금융회사,(주)에스비에스에이앤티,동일인측,동일인측 합계,동일인측 합계,/,443990,99.55%,,,443990,99.55%
63,비금융회사,(주)에스비에스에이앤티,기타주주,기타,기타,,2010,0.45,,,2010,0.45
64,비금융회사,(주)에스비에스에이앤티,총 계,총 계,총 계,/,446000,100%,,,446000,100%
65,비금융회사,(주)에스비에스엠앤씨,동일인측,계열회사(국내+해외),계열회사(국내+해외),(주)SBS,1200000,40.00%,,,1200000,
66,비금융회사,(주)에스비에스엠앤씨,동일인측,동일인측 합계,동일인측 합계,/,1200000,40.00%,,,1200000,
67,비금융회사,(주)에스비에스엠앤씨,기타주주,동일인측이 아닌최다주주,동일인측이 아닌최다주주,쥬피터텔레콤,600000,20.00%,,,600000,
68,비금융회사,(주)에스비에스엠앤씨,기타주주,기타,기타,/,1200000,40.00%,,,1200000,
69,비금융회사,(주)에스비에스엠앤씨,총 계,총 계,총 계,/,3000000,100%,,,3000000,
70,비금융회사,(주)에스비에스콘텐츠허브,동일인측,계열회사,계열회사,(주)에스비에스,13943122,64.96,-,-,13943122,64.96
71,비금융회사,(주)에스비에스콘텐츠허브,동일인측,동일인측 합계,동일인측 합계,,13943122,64.96,-,-,13943122,64.96
72,비금융회사,(주)에스비에스콘텐츠허브,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,-,-,-,-,-,-
73,비금융회사,(주)에스비에스콘텐츠허브,기타주주,기타,기타,/,7520433,35.04,-,-,7520433,35.04
74,비금융회사,(주)에스비에스콘텐츠허브,총 계,총 계,총 계,,21463555,100%,-,-,21463555,100%
75,비금융회사,(주)에스비에스플러스,동일인측,계열회사,계열회사,에스비에스미디어홀딩스㈜,1348935,91.65%,-,-,1348935,91.65%
76,비금융회사,(주)에스비에스플러스,동일인측,계열회사,계열회사,㈜블루원,11790,0.80%,-,-,11790,0.80%
77,비금융회사,(주)에스비에스플러스,동일인측,자기주식,자기주식,(주)에스비에스플러스,56430,3.83%,-,-,56430,3.83%
78,비금융회사,(주)에스비에스플러스,동일인측,동일인측 합계,동일인측 합계,/,1148478,100,,,1148478,100
79,비금융회사,(주)에스비에스플러스,동일인측,기타,기타,/,54689,3.72%,-,-,54689,3.72%
80,비금융회사,(주)에스비에스플러스,총 계,총 계,총 계,/,1471844,100%,-,-,1471844,100%
81,비금융회사,(주)에이엠피,동일인측,계열회사,계열회사,(주)SBS,1000001,50.00,-,-,1000001,50.00
82,비금융회사,(주)에이엠피,동일인측,동일인측 합계,동일인측 합계,-,1000001,50.00,-,-,1000001,50.00
83,비금융회사,(주)에이엠피,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,NHN엔터테인먼트(주),1000000,50.00,-,-,1000000,50.00
84,비금융회사,(주)에이엠피,총 계,총 계,총 계,-,2000001,100,-,-,2000001,100%
85,비금융회사,(주)에코시티,동일인측,계열회사,계열회사,(주)태영건설,3360000,40.0%,,,3360000,40.0%
86,비금융회사,(주)에코시티,동일인측,동일인측 합계,동일인측 합계,,3360000,40.0%,,,3360000,40.0%
87,비금융회사,(주)에코시티,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
88,비금융회사,(주)에코시티,기타주주,기타,기타,/,5040000,60.0%,,,5040000,60.0%
89,비금융회사,(주)에코시티,총 계,총 계,총 계,/,8400000,100.0%,,,8400000,100.0%
90,비금융회사,(주)에코시티개발,동일인측,계열회사,계열회사,(주)태영건설,3840000,80,,,3840000,80
91,비금융회사,(주)에코시티개발,동일인측,일인측 합계,일인측 합계,,3840000,80,,,3840000,80
92,비금융회사,(주)에코시티개발,기타주주,기타,기타,법인,960000,20,,,960000,20
93,비금융회사,(주)에코시티개발,총 계,총 계,총 계,,4800000,100%,,,4800000,100%
94,비금융회사,(주)엠시에타,동일인측,계열회사,계열회사,(주)태영건설,60000,100.0,-,-,60000,100.0
95,비금융회사,(주)엠시에타,동일인측,동일인측 합계,동일인측 합계,/,60000,100.0,-,-,60000,100.0
96,비금융회사,(주)엠시에타,총 계,총 계,총 계,,60000,100%,-,-,60000,100%
97,비금융회사,(주)엠시에타개발,동일인측,계열회사,계열회사,(주)태영건설,14250000,95.0,-,-,14250000,95.0
98,비금융회사,(주)엠시에타개발,동일인측,동일인측 합계,동일인측 합계,/,14250000,95.0,-,-,14250000,95.0
99,비금융회사,(주)엠시에타개발,기타주주,기타,기타,기 타,750000,5.0,-,-,750000,5.0
100,비금융회사,(주)엠시에타개발,총 계,총 계,총 계,/,15000000,100%,-,-,15000000,100%
101,비금융회사,(주)여수엑스포환경,동일인측,계열회사,계열회사,(주)티에스케이코퍼레이션,772040,100%,-,-,772040,100%
102,비금융회사,(주)여수엑스포환경,동일인측,동일인측 합계,동일인측 합계,-,772040,100%,-,-,772040,100%
103,비금융회사,(주)여수엑스포환경,총 계,총 계,총 계,-,772040,100%,-,-,772040,100%
104,비금융회사,(주)울산이앤피,동일인측,계열회사,계열회사,(주)티에스케이코퍼레이션,1450080,80.12%,-,-,1450080,80.12%
105,비금융회사,(주)울산이앤피,동일인측,동일인측 합계,동일인측 합계,-,1450080,80.12%,-,-,1450080,80.12%
106,비금융회사,(주)울산이앤피,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,(주)상수,237711,13.13%,-,-,237711,13.13%
107,비금융회사,(주)울산이앤피,기타주주,기타,기타,(주)코아,122203,6.75%,-,-,122203,6.75%
108,비금융회사,(주)울산이앤피,총 계,총 계,총 계,,1809994,100%,-,-,1809994,100%
109,비금융회사,(주)유니시티,동일인측,계열회사,계열회사,(주)태영건설,6231836,58.46,,,6231836,58.46
110,비금융회사,(주)유니시티,동일인측,동일인측 합계,동일인측 합계,,6231836,58.46,,,6231836,58.46
111,비금융회사,(주)유니시티,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
112,비금융회사,(주)유니시티,기타주주,기타,기타,(주)대저건설외4,4428164,41.54,,,,
113,비금융회사,(주)유니시티,총 계,총 계,총 계,/,10660000,100%,,,10660000,100%
114,비금융회사,(주)이너시티개발,동일인측,동일인,동일인,(주)태영건설,160000,40%,,,160000,40%
115,비금융회사,(주)이너시티개발,동일인측,동일인측 합계,동일인측 합계,/,160000,40%,,,160000,40%
116,비금융회사,(주)이너시티개발,기타주주,기타,기타,기타,240000,60%,,,240000,60%
117,비금융회사,(주)이너시티개발,총 계,총 계,총 계,/,400000,100%,,,400000,100%
118,비금융회사,(주)인제스피디움,동일인측,계열회사(국내+해외),계열회사(국내+해외),(주)태영건설,24800000,100%,,,24800000,100%
119,비금융회사,(주)인제스피디움,총 계,총 계,총 계,(주)태영건설,24800000,100%,,,24800000,100%
120,비금융회사,(주)지에프앤엘,동인인측,동일인,동일인,(주)에스비에스미디어홀딩스,2400000,60.0,-,-,2400000,60.0
121,비금융회사,(주)지에프앤엘,동인인측,동일인측 합계,동일인측 합계,/,2400000,60.0,-,-,2400000,60.0
122,비금융회사,(주)지에프앤엘,기타주주,기타,기타,엠에프엠코리아(주),1600000,40.0,-,-,1600000,40.0
123,비금융회사,(주)지에프앤엘,총 계,총 계,총 계,/,4000000,100%,-,100%,4000000,100%
124,비금융회사,(주)코나드,동일인측,계열회사(국내+해외),계열회사(국내+해외),(주)SBS,120000,50%,,,120000,50%
125,비금융회사,(주)코나드,동일인측,일인측 합계,일인측 합계,/,,,,,,
126,비금융회사,(주)코나드,기타주주,동일인측이 아닌최다주주,동일인측이 아닌최다주주,(주)핑거플러스,120000,50%,,,120000,50%
127,비금융회사,(주)코나드,기타주주,기타,기타,/,,,,,,
128,비금융회사,(주)코나드,총 계,총 계,총 계,/,240000,100%,,,240000,100%
129,비금융회사,(주)태영그레인터미널,동일인측,계열회사,계열회사,(주)태영건설,793516,7.33%,,,793516,7.33%
130,비금융회사,(주)태영그레인터미널,동일인측,계열회사,계열회사,(주)태영인더스트리,3861492,35.67%,,,3861492,35.67%
131,비금융회사,(주)태영그레인터미널,동일인측,동일인측 합계,동일인측 합계,/,4655008,43.00%,,,4655008,43.00%
132,비금융회사,(주)태영그레인터미널,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
133,비금융회사,(주)태영그레인터미널,기타주주,기타,기타,,6170592,57.00%,,,6170592,57.00%
134,비금융회사,(주)태영그레인터미널,총 계,총 계,총 계,/,10825600,100%,,,10825600,100%
135,비금융회사,(주)태영인더스트리,동일인측,친족,배우자/ 혈족1촌,윤석민,1278819,32.34,-,-,1278819,32.34
136,비금융회사,(주)태영인더스트리,동일인측,친족,배우자/ 혈족1촌,윤재연,1250328,31.62,-,-,1250328,31.62
137,비금융회사,(주)태영인더스트리,동일인측,친족,친족 합계,,2529147,63.97,-,-,2529147,63.97
138,비금융회사,(주)태영인더스트리,동일인측,계열회사,계열회사,(주)태영건설,1201176,30.38,,,1201176,30.38
139,비금융회사,(주)태영인더스트리,동일인측,동일인측 합계,동일인측 합계,,3730323,94.35,,,3730323,94.35
140,비금융회사,(주)태영인더스트리,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,(주)삼양홀딩스,223532,5.65,,,223532,5.65
141,비금융회사,(주)태영인더스트리,기타주주,기타,기타,,,,,,,
142,비금융회사,(주)태영인더스트리,총 계,총 계,총 계,/,3953855,100%,,,3953855,100%
143,비금융회사,(주)티에스케이그린에너지,동일인측,계열회사,계열회사,(주)티에스케이코퍼레이션,4600000,100.00,-,-,4600000,100.00
144,비금융회사,(주)티에스케이그린에너지,총 계,총 계,총 계,-,4600000,100.00,-,-,4600000,100.00
145,비금융회사,(주)티에스케이엔워터테크,동일인측,계열회사,계열회사,(주)티에스케이코퍼레이션,732800,100.0%,-,-,732800,100.0%
146,비금융회사,(주)티에스케이엔워터테크,동일인측,동일인측 합계,동일인측 합계,-,732800,100.0%,-,-,732800,100.0%
147,비금융회사,(주)티에스케이엔워터테크,총 계,총 계,총 계,-,732800,100.0%,-,-,732800,100.0%
148,비금융회사,(주)티에스케이엠엔에스,동일인측,계열회사,계열회사,(주)티에스케이코퍼레이션,200000,100%,-,-,200000,100%
149,비금융회사,(주)티에스케이엠엔에스,동일인측,동일인측 합계,동일인측 합계,-,200000,100%,-,-,200000,100%
150,비금융회사,(주)티에스케이엠엔에스,총 계,총 계,총 계,-,200000,100%,-,-,200000,100%
151,비금융회사,(주)티에스케이워터,동일인측,계열회사,계열회사,(주)티에스케이코퍼레이션,200000,100%,,,200000,100%
152,비금융회사,(주)티에스케이워터,동일인측,동일인측 합계,동일인측 합계,-,200000,100%,-,-,200000,100%
153,비금융회사,(주)티에스케이워터,총 계,총 계,총 계,/,200000,100%,-,-,200000,100%
154,비금융회사,(주)티에스케이코퍼레이션,동일인측,계열회사,계열회사,(주)태영건설,600000,62.61%,,,600000,62.61%
155,비금융회사,(주)티에스케이코퍼레이션,동일인측,동일인측 합계,동일인측 합계,-,600000,62.61%,-,-,600000,62.61%
156,비금융회사,(주)티에스케이코퍼레이션,기타주주,기타,기타,(주)SK건설,159999,16.70%,-,-,159999,16.70%
157,비금융회사,(주)티에스케이코퍼레이션,기타주주,기타,기타,(주)휴비스,158357,16.52%,,,158357,16.52%
158,비금융회사,(주)티에스케이코퍼레이션,기타주주,기타,기타,(주)SK디스커버리,40001,4.17%,,,40001,4.17%
159,비금융회사,(주)티에스케이코퍼레이션,총 계,총 계,총 계,/,958357,100%,-,-,958357,100%
160,비금융회사,(주)평택싸이로,동일인측,계열회사,계열회사,(주)태영인더스트리,1000000,100,,,1000000,100%
161,비금융회사,(주)평택싸이로,동일인측,동일인측 합계,동일인측 합계,,,,,,,
162,비금융회사,(주)평택싸이로,총 계,총 계,총 계,/,1000000,100,,,1000000,100%
163,비금융회사,(주)포맷티스트,동일인측,계열회사,계열회사,(주)SBS,40000,100.00,-,-,40000,100.00
164,비금융회사,(주)포맷티스트,동일인측,동일인측 합계,동일인측 합계,,40000,100.00,-,-,40000,100.00
165,비금융회사,(주)포맷티스트,총 계,총 계,총 계,/,40000,100.00,-,-,40000,100.00
166,비금융회사,(주)휴비스워터,동일인측,계열회사,계열회사,(주)티에스케이코퍼레이션,9775440,100,-,-,9775440,100
167,비금융회사,(주)휴비스워터,동일인측,동일인측 합계,동일인측 합계,/,9775440,100,-,-,9775440,100
168,비금융회사,(주)휴비스워터,총 계,총 계,총 계,/,9775440,100,-,-,9775440,100
169,비금융회사,경산에코에너지(주),동일인측,계열회사,계열회사,(주)태영건설,1101400,50.0,,,1101400,50.0
170,비금융회사,경산에코에너지(주),동일인측,동일인측 합계,동일인측 합계,,1101400,50.0,,,1101400,50.0
171,비금융회사,경산에코에너지(주),기타주주,기타,기타,"한라오엠에스(주), (주)한라",1101400,50.0,,,1101400,50.0
172,비금융회사,경산에코에너지(주),총 계,총 계,총 계,,2202800,100%,,,2202800,100%
173,비금융회사,네오시티(주),동일인측,계열회사,계열회사,(주)태영건설,2070000,69,-,-,2070000,69
174,비금융회사,네오시티(주),동일인측,동일인측 합계,동일인측 합계,/,2070000,69,-,-,2070000,69
175,비금융회사,네오시티(주),기타주주,기타,기타,/,930000,31,-,-,930000,31
176,비금융회사,네오시티(주),총 계,총 계,총 계,/,3000000,100%,-,-,3000000,100%
177,비금융회사,대구남부에이엠씨(주),동일인측,계열회사,계열회사,(주)태영건설,40000,100%,-,-,40000,100%
178,비금융회사,대구남부에이엠씨(주),동일인측,동일인측 합계,동일인측 합계,,40000,100%,-,-,40000,100%
179,비금융회사,대구남부에이엠씨(주),총 계,총 계,총 계,/,40000,100%,-,-,40000,100%
180,비금융회사,더스토리웍스(주),동일인측,계열회사,계열회사,(주)에스비에스,2000000,100%,,,2000000,100%
181,비금융회사,더스토리웍스(주),동일인측,동일인측 합계,동일인측 합계,,2000000,100%,,,2000000,100%
182,비금융회사,더스토리웍스(주),총 계,총 계,총 계,,2000000,100%,,,2000000,100%
183,비금융회사,동부권푸른물(주),동일인측,계열회사,계열회사,(주)티에스케이코퍼레이션,20967,2.00%,-,-,20967,2.00%
184,비금융회사,동부권푸른물(주),동일인측,계열회사,계열회사,(주)태영건설,26208,2.50%,-,-,26208,2.50%
185,비금융회사,동부권푸른물(주),동일인측,동일인측 합계,동일인측 합계,/,47175,4.50%,-,-,47175,4.50%
186,비금융회사,동부권푸른물(주),기타주주,동일인측이 아닌최다주주,동일인측이 아닌최다주주,(주)우리은행(한강푸른물전문투자형사모특별자산투자신탁의 신탁업자),943504,90.00%,-,-,943504,90.00%
187,비금융회사,동부권푸른물(주),기타주주,기타,기타,/,57660,5.50%,-,-,57660,5.50%
188,비금융회사,동부권푸른물(주),총 계,총 계,총 계,/,1048339,100%,-,100%,1048339,100%
189,비금융회사,스마트미디어렙(주),동일인측,계열회사,계열회사,(주)에스비에스 미디어홀딩스,200000,50%,,,200000,50%
190,비금융회사,스마트미디어렙(주),동일인측,동일인측 합계,동일인측 합계,,200000,50%,,,200000,50%
191,비금융회사,스마트미디어렙(주),기타주주,기 타,기 타,(주)문화방송,200000,50%,,,200000,50%
192,비금융회사,스마트미디어렙(주),총 계,총 계,총 계,,400000,100%,,,400000,100%
193,비금융회사,신경주역세권공영개발(주),동일인측,계열회사,계열회사,(주)태영건설,398000,41.9,,,398000,39.8
194,비금융회사,신경주역세권공영개발(주),동일인측,동일인측 합계,동일인측 합계,/,398000,41.9,,,398000,39.8
195,비금융회사,신경주역세권공영개발(주),기타주주,기 타,기 타,/,552000,58.1,50000,100,602000,60.2
196,비금융회사,신경주역세권공영개발(주),총 계,총 계,총 계,,950000,100,50000,100,1000000,100
197,비금융회사,신경주지역개발(주),동일인측,계열회사,계열회사,㈜태영건설,25800,43.00,-,-,25800,43.00
198,비금융회사,신경주지역개발(주),동일인측,동일인측 합계,동일인측 합계,,25800,43.00,-,-,25800,43.00
199,비금융회사,신경주지역개발(주),기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
200,비금융회사,신경주지역개발(주),기타주주,기타,기타,,34200,57.00,-,-,34200,57.00
201,비금융회사,신경주지역개발(주),총 계,총 계,총 계,/,60000,100%,-,-,60000,100%
202,비금융회사,신경주지역개발(주),,,,,,,,,,
203,비금융회사,양산석계에이엠씨(주),동일인측,계열회사,계열회사,(주)태영건설,40000,100%,,,40.000,100%
204,비금융회사,양산석계에이엠씨(주),동일인측,동일인측 합계,동일인측 합계,,40000,100%,,,40.000,100%
205,비금융회사,양산석계에이엠씨(주),총 계,총 계,총 계,/,40000,100%,,,40.000,100%
206,비금융회사,양주동서도로(주),동일인측,계열회사,계열회사,(주)태영건설,109604,40.0%,,,109604,40.0%
207,비금융회사,양주동서도로(주),동일인측,동일인측 합계,동일인측 합계,,109604,40.0%,,,109604,40.0%
208,비금융회사,양주동서도로(주),기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,/,,,,,,
209,비금융회사,양주동서도로(주),기타주주,기타,기타,/*,164404,60.0%,,,164404,60.0%
210,비금융회사,양주동서도로(주),총 계,총 계,총 계,/,274008,100%,,,274008,100%
211,비금융회사,에스비에스미디어홀딩스(주),동일인측,동일인,동일인,윤세영,280000,0.20,-,-,280000,0.20
212,비금융회사,에스비에스미디어홀딩스(주),동일인측,계열회사 (국내+해외),계열회사 (국내+해외),(주)태영건설,85638440,61.22,-,-,85638440,61.22
213,비금융회사,에스비에스미디어홀딩스(주),동일인측,동일인측 합계,동일인측 합계,-,85918440,61.42,-,-,85918440,61.42
214,비금융회사,에스비에스미디어홀딩스(주),기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,,,,,,,
215,비금융회사,에스비에스미디어홀딩스(주),기타주주,기타,기타,,53977750,38.58,-,-,53977750,38.58
216,비금융회사,에스비에스미디어홀딩스(주),총 계,총 계,총 계,/,139896190,100,-,-,139896190,100
217,비금융회사,에스비에스바이아컴(유),동일인측,계열회사,계열회사,에스비에스미디어홀딩스㈜,680280,51.00%,-,-,680280,51.0
218,비금융회사,에스비에스바이아컴(유),동일인측,동일인측 합계,동일인측 합계,/,680280,51.00%,-,-,680280,51.0
219,비금융회사,에스비에스바이아컴(유),기타주주,기타,기타,VIMN Netherlands holding B.V.,653600,49.00%,-,-,653600,49.0
220,비금융회사,에스비에스바이아컴(유),총 계,총 계,총 계,/,1333880,100%,-,-,1333880,100%
221,비금융회사,에코시스템(주),동일인측,계열회사,계열회사,(주)티에스케이워터,9036949,100%,-,-,9036949,100%
222,비금융회사,에코시스템(주),동일인측,동일인측 합계,동일인측 합계,-,9036949,100%,-,-,9036949,100%
223,비금융회사,에코시스템(주),총 계,총 계,총 계,,9036949,100.00,,,9036949,
224,비금융회사,콘텐츠연합플랫폼(주),동일인측,계열회사,계열회사,(주)에스비에스,1016000,40%,,,1016000,40%
225,비금융회사,콘텐츠연합플랫폼(주),동일인측,동일인측 합계,동일인측 합계,/,1016000,40%,,,1016000,40%
226,비금융회사,콘텐츠연합플랫폼(주),기타주주,기 타,기 타,문화방송,1016000,40%,,,1016000,40%
227,비금융회사,콘텐츠연합플랫폼(주),기타주주,,,(주)이케이비에스,508000,20%,,,508000,20%
228,비금융회사,콘텐츠연합플랫폼(주),총 계,총 계,총 계,/,2540000,100%,,,2540000,100%
229,비금융회사,포천바이오에너지(주),동일인측,계열회사,계열회사,(주)태영건설,4441927,51.00,-,-,4441927,51.00
230,비금융회사,포천바이오에너지(주),동일인측,계열회사,계열회사,(주)티에스케이워터,4267735,49.00,-,-,4267735,49.00
231,비금융회사,포천바이오에너지(주),동일인측,동일인측 합계,동일인측 합계,,8709662,100.00,-,-,8709662,100.00
232,비금융회사,포천바이오에너지(주),총 계,총 계,총 계,,8709662,100.00,-,-,8709662,100.00
233,금융회사,금융회사,금융회사,금융회사,금융회사,""" 해당사항 없음 """,""" 해당사항 없음 """,""" 해당사항 없음 """,""" 해당사항 없음 """,""" 해당사항 없음 """,""" 해당사항 없음 """,""" 해당사항 없음 """
