,소속회사명1,소속회사명2,동일인과의 관계1,동일인과의 관계2,동일인과의 관계3,성명,보통주 주식수,보통주 지분율,우선주 주식수,우선주 지분율,합계 주식수,합계 지분율
0,비금융회사,(주)호반건설,동일인측,동일인,동일인,김상열,5813260,10.51%,-,-,5813260,10.51%
1,비금융회사,(주)호반건설,동일인측,친족,배우자/ 혈족1촌,우현희,5998600,10.84%,-,-,5998600,10.84%
2,비금융회사,(주)호반건설,동일인측,친족,배우자/ 혈족1촌,김대헌,30274100,54.73%,-,-,30274100,54.73%
3,비금융회사,(주)호반건설,동일인측,친족,배우자/ 혈족1촌,백채남,182000,0.33%,-,-,182000,0.33%
4,비금융회사,(주)호반건설,동일인측,친족,혈족2~4촌,김삼영,260000,0.47%,-,-,260000,0.47%
5,비금융회사,(주)호반건설,동일인측,친족,친족 합계,/,36714700,66.38%,-,-,36714700,66.38%
6,비금융회사,(주)호반건설,동일인측,비영리법인,비영리법인,(재)호반장학회,1031200,1.86%,-,-,1031200,1.86%
7,비금융회사,(주)호반건설,동일인측,비영리법인,비영리법인,(재)태성문화재단,1681200,3.04%,-,-,1681200,3.04%
8,비금융회사,(주)호반건설,동일인측,자기주식,자기주식,(주)호반건설,6098660,11.03%,-,-,6098660,11.03%
9,비금융회사,(주)호반건설,동일인측,동일인측 합계,동일인측 합계,/,51339020,92.81%,-,-,51339020,92.81%
10,비금융회사,(주)호반건설,기타주주,기타,기타,/,3974900,7.19%,-,-,3974900,7.19%
11,비금융회사,(주)호반건설,총 계,총 계,총 계,/,55313920,100.00%,-,-,55313920,100.00%
12,비금융회사,(주)호반자산개발,동일인측,계열회사 (국내+해외),계열회사 (국내+해외),(주)호반건설,2000,100.00%,-,-,2000,100.00%
13,비금융회사,(주)호반자산개발,동일인측,동일인측 합계,동일인측 합계,/,2000,100.00%,-,-,2000,100.00%
14,비금융회사,(주)호반자산개발,총 계,총 계,총 계,/,2000,100.00%,-,-,2000,100.00%
15,비금융회사,대전용산개발(주),동일인측,계열회사 (국내+해외),계열회사 (국내+해외),(주)호반건설,700000,80.09%,-,-,700000,70.00%
16,비금융회사,대전용산개발(주),동일인측,동일인측 합계,동일인측 합계,/,700000,80.09%,-,-,700000,70.00%
17,비금융회사,대전용산개발(주),기타주주,기타,기타,/,174000,19.91%,126000,100.00%,300000,30.00%
18,비금융회사,대전용산개발(주),총 계,총 계,총 계,/,874000,100.00%,126000,100.00%,1000000,100.00%
19,비금융회사,(주)스카이리빙,동일인측,계열회사 (국내+해외),계열회사 (국내+해외),(주)호반건설,300000,100.00%,-,-,300000,100.00%
20,비금융회사,(주)스카이리빙,동일인측,동일인측 합계,동일인측 합계,/,300000,100.00%,-,-,300000,100.00%
21,비금융회사,(주)스카이리빙,총 계,총 계,총 계,/,300000,100.00%,-,-,300000,100.00%
22,비금융회사,(주)호반주택,동일인측,계열회사 (국내+해외),계열회사 (국내+해외),(주)호반건설,300000,100.00%,-,-,300000,100.00%
23,비금융회사,(주)호반주택,동일인측,동일인측 합계,동일인측 합계,/,300000,100.00%,-,-,300000,100.00%
24,비금융회사,(주)호반주택,총 계,총 계,총 계,/,300000,100.00%,-,-,300000,100.00%
25,비금융회사,연희파크(주),동일인측,계열회사 (국내+해외),계열회사 (국내+해외),(주)호반건설,432250,35.00%,-,-,432250,33.25%
26,비금융회사,연희파크(주),동일인측,동일인측 합계,동일인측 합계,/,432250,35.00%,-,-,432250,33.25%
27,비금융회사,연희파크(주),기타주주,기타,기타,/,802750,65.00%,65000,100.00%,867750,66.75%
28,비금융회사,연희파크(주),총 계,총 계,총 계,/,1235000,100.00%,65000,100.00%,1300000,100.00%
